,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,date_found,domain,geo_city,geo_country,geo_featurename,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,permalink,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version
0,https://pbs.twimg.com/profile_images/788500007208890368/tbxDLhQW_bigger.jpg,FEMALE,jessicakeralis,https://twitter.com/jessicakeralis,Jessica Keralis,106810017,1482294900056,https://twitter.com/jessicakeralis/status/792003501182296064,2016-12-21T04:35:30Z,twitter.com,,,,,,,,,OSkYGCDOJ0AcK8rPVtKduZGiH9A,792003501182296064,,SOURCE_TASK,en,2016-12-21T04:35:30Z,0,['https://t.co/oa75kngYet'],The Refugees/IDPs Daily is out! http://paper.li/jessicakeralis/1366382465?edition_id=18289420-9d17-11e6-913d-0cc47a0d164b … Stories via @IrishRefugeeCo @4refugeewomen @Refugee_Support #refugees #calais,True,GXFz2om_RZbLd8qwQW20gD8Y1XA,TEXT,201,"['IrishRefugeeCo', '4refugeewomen', 'Refugee_Support']",324,https://twitter.com/jessicakeralis/status/792003501182296064,2016-10-28T14:02:04Z,False,,,https://twitter.com/jessicakeralis/status/792003501182296064,NEUTRAL,1482294930525600040,88656,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],c5qco9qHdAlWpO4pSEGBTHth20E,323420,2010-01-20T11:26:00Z,2016-12-21T03:07:11Z,<p>Public health analyst providing global health and human rights commentary. Opinions are strictly my own and not of any employer.</p>,0,0,30,320,334,jessicakeralis,uTZSyyaxCMHR6qUS8o0O8FLtsQQ,200,0,https://pbs.twimg.com/profile_images/788500007208890368/tbxDLhQW_400x400.jpg,0,2014-11-25T06:06:07Z,2016-12-21T04:33:55Z,2015-12-16T19:30:33Z,0,https://twitter.com/jessicakeralis,,2016-12-21T03:07:11Z,20,30,['http://jessicakeralis.com'],twitter,MICROBLOG,https://twitter.com/jessicakeralis,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Jessica Keralis,3600000,0,False,"['calais', 'refugees']",POST,6.5.69
1,https://pbs.twimg.com/profile_images/788500007208890368/tbxDLhQW_bigger.jpg,FEMALE,jessicakeralis,https://twitter.com/jessicakeralis,Jessica Keralis,106810017,1482294900078,https://twitter.com/jessicakeralis/status/790553768333017088,2016-12-21T04:35:31Z,twitter.com,,,,,,,,,zEFK6H86mmcI196wQE4015mqg2I,790553768333017088,,SOURCE_TASK,en,2016-12-21T04:35:31Z,0,['https://t.co/64cbkKwlsJ'],The Refugees/IDPs Daily is out! http://paper.li/jessicakeralis/1366382465?edition_id=56179420-99f2-11e6-913d-0cc47a0d164b … Stories via @Refugee_Support @IrishRefugeeCo @UNrefugees #refugees #auspol,True,bSZJxTMdkjNeN5077oGjyGI5dOA,TEXT,198,"['Refugee_Support', 'IrishRefugeeCo', 'UNrefugees']",324,https://twitter.com/jessicakeralis/status/790553768333017088,2016-10-24T14:01:20Z,False,,,https://twitter.com/jessicakeralis/status/790553768333017088,NEUTRAL,1482294931525600030,89378,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],c5qco9qHdAlWpO4pSEGBTHth20E,323420,2010-01-20T11:26:00Z,2016-12-21T03:07:11Z,<p>Public health analyst providing global health and human rights commentary. Opinions are strictly my own and not of any employer.</p>,0,0,30,320,334,jessicakeralis,uTZSyyaxCMHR6qUS8o0O8FLtsQQ,200,0,https://pbs.twimg.com/profile_images/788500007208890368/tbxDLhQW_400x400.jpg,0,2014-11-25T06:06:07Z,2016-12-21T04:33:55Z,2015-12-16T19:30:33Z,0,https://twitter.com/jessicakeralis,,2016-12-21T03:07:11Z,20,30,['http://jessicakeralis.com'],twitter,MICROBLOG,https://twitter.com/jessicakeralis,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Jessica Keralis,3600000,0,False,"['auspol', 'refugees']",POST,6.5.69
2,https://pbs.twimg.com/profile_images/788500007208890368/tbxDLhQW_bigger.jpg,FEMALE,jessicakeralis,https://twitter.com/jessicakeralis,Jessica Keralis,106810017,1482294900076,https://twitter.com/jessicakeralis/status/791278545066745857,2016-12-21T04:35:31Z,twitter.com,,,,,,,,,m3cy5E_J0br2DIbpc7c9i8dTZPA,791278545066745857,,SOURCE_TASK,en,2016-12-21T04:35:31Z,0,['https://t.co/6YxiAFFYV4'],The Refugees/IDPs Daily is out! http://paper.li/jessicakeralis/1366382465?edition_id=aaed8520-9b84-11e6-913d-0cc47a0d164b … Stories via @JesuitRefugee @refugeestudies @Beth_Ferris #refugees #calais,True,sXU1mY56esg6mWooZB1BXGW5z2M,TEXT,197,"['JesuitRefugee', 'refugeestudies', 'Beth_Ferris']",324,https://twitter.com/jessicakeralis/status/791278545066745857,2016-10-26T14:01:21Z,False,,,https://twitter.com/jessicakeralis/status/791278545066745857,NEUTRAL,1482294931525600023,976,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],c5qco9qHdAlWpO4pSEGBTHth20E,323420,2010-01-20T11:26:00Z,2016-12-21T03:07:11Z,<p>Public health analyst providing global health and human rights commentary. Opinions are strictly my own and not of any employer.</p>,0,0,30,320,334,jessicakeralis,uTZSyyaxCMHR6qUS8o0O8FLtsQQ,200,0,https://pbs.twimg.com/profile_images/788500007208890368/tbxDLhQW_400x400.jpg,0,2014-11-25T06:06:07Z,2016-12-21T04:33:55Z,2015-12-16T19:30:33Z,0,https://twitter.com/jessicakeralis,,2016-12-21T03:07:11Z,20,30,['http://jessicakeralis.com'],twitter,MICROBLOG,https://twitter.com/jessicakeralis,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Jessica Keralis,3600000,0,False,"['calais', 'refugees']",POST,6.5.69
3,https://pbs.twimg.com/profile_images/1147549798/GildasSapiens_bigger.jpg,UNKNOWN,GildasApCaw,https://twitter.com/GildasApCaw,Gildas ApCaw Sapiens,148696764,1481495400029,https://twitter.com/GildasApCaw/status/791201245927211008,2016-12-11T22:31:50Z,twitter.com,,,,SOURCE_LOCATION,,,,,ebFjEuYv4hZcVJptJjSKjCXgLBE,791201245927211008,,SOURCE_TASK,en,2016-12-11T22:31:50Z,0,['https://t.co/5gEOsGHHCe'],The latest The Exploitation Daily! http://paper.li/GildasApCaw/1307955186?edition_id=c1d400f0-9b59-11e6-ac0f-002590a5ba2d … Thanks to @HaleyAlbert11 @HelixNebulaSC @LucilleDonovan6 #exploitation #refugees,True,3m1EiUV4bgxCovPUuyDKPzi4yxQ,TEXT,204,"['HaleyAlbert11', 'HelixNebulaSC', 'LucilleDonovan6']",314,https://twitter.com/GildasApCaw/status/791201245927211008,2016-10-26T08:54:11Z,False,,,https://twitter.com/GildasApCaw/status/791201245927211008,NEGATIVE,1481495510415900197,20529,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],r3vo517czljQDP0wYky5WPMWy8s,334666,2010-05-27T04:08:00Z,2016-12-11T21:49:26Z,"<p>Publisher of The Censorship, Civil Liberties, Exploitation, Free Media, Free Speech, Free Web, Human Rights, Imperialism, Slavery, &amp; Torture Dailies.</p>",0,0,2,1177,729,GildasApCaw,BSz9fOOYXXPt5e1jMiuYIKi0Muo,200,0,https://pbs.twimg.com/profile_images/1147549798/GildasSapiens_400x400.jpg,0,2014-11-23T17:47:02Z,2016-12-11T22:29:38Z,2015-12-11T22:19:26Z,0,https://twitter.com/GildasApCaw,Britain,2016-12-11T21:49:26Z,20,20,['https://www.facebook.com/Gildas.ApCaw.Sapiens'],twitter,MICROBLOG,https://twitter.com/GildasApCaw,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Gildas ApCaw Sapiens,3600000,0,False,"['exploitation', 'refugees']",POST,6.5.58
4,https://pbs.twimg.com/profile_images/799241491168264192/LumbYs9O_bigger.jpg,FEMALE,jamiedonald861,https://twitter.com/jamiedonald861,Jamie Donald,2964441580,1481862900008,https://twitter.com/jamiedonald861/status/791234181468741633,2016-12-16T04:36:04Z,twitter.com,,,,SOURCE_LOCATION,,,,,_yGEh9JorpTiRbQhKKpePX_94cg,791234181468741633,,SOURCE_TASK,en,2016-12-16T04:36:04Z,0,['https://t.co/ekPrhJcQdU'],British Woman Discovers 12-Year-Old Afghan Foster Child Is 21-Year-Old Jihadi? http://www.snopes.com/afghan-foster-child-jihadi/ … #brexit #refugees #calais,True,2ShMeQ3lNDP1njtyzajaXiBMCOE,TEXT,156,,324,https://twitter.com/jamiedonald861/status/791234181468741633,2016-10-26T11:05:03Z,False,,,https://twitter.com/jamiedonald861/status/791234181468741633,NEUTRAL,1481862964873800590,5608,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],vQ7GLKKjIjJ0h0vIl_9ESPV_Uhg,320944,2015-01-06T08:01:00Z,2016-12-16T04:25:38Z,"<p>Only dead fish follow the flow. Enjoy debate, blocking is suppression, define lefty? I tweet things. Atheist, Anarchist, <a href=""https://twitter.com/hashtag/Antifa?src=hash"">#<b>Antifa</b></a></p>",0,0,908,1330,4972,jamiedonald861,NYQtrKKn0aJR0MP07f2E4_mtims,200,0,https://pbs.twimg.com/profile_images/799241491168264192/LumbYs9O_400x400.jpg,0,2015-01-13T22:58:05Z,2016-12-16T04:34:06Z,2015-09-22T06:05:58Z,0,https://twitter.com/jamiedonald861,Scotland.,2016-12-16T04:25:38Z,20,34,,twitter,MICROBLOG,https://twitter.com/jamiedonald861,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Jamie Donald,3600000,0,False,"['brexit', 'calais', 'refugees']",POST,6.5.65
5,https://pbs.twimg.com/profile_images/1147549798/GildasSapiens_bigger.jpg,UNKNOWN,GildasApCaw,https://twitter.com/GildasApCaw,Gildas ApCaw Sapiens,148696764,1481495400087,https://twitter.com/GildasApCaw/status/791261387330904065,2016-12-11T22:31:50Z,twitter.com,,,,SOURCE_LOCATION,,,,,WCI0oSDqxNA5lvKorg0Sf5invV8,791261387330904065,,SOURCE_TASK,en,2016-12-11T22:31:50Z,0,['https://t.co/5gEOsGHHCe'],The latest The Exploitation Daily! http://paper.li/GildasApCaw/1307955186?edition_id=c1d400f0-9b59-11e6-ac0f-002590a5ba2d … Thanks to @khtulu44 @radiosomega @CyrielleRenaud #refugees,True,mfsVy7s83a32m2TfgsfNwUbT1Jc,TEXT,182,"['khtulu44', 'radiosomega', 'CyrielleRenaud']",314,https://twitter.com/GildasApCaw/status/791261387330904065,2016-10-26T12:53:10Z,False,,,https://twitter.com/GildasApCaw/status/791261387330904065,NEGATIVE,1481495510415900169,58687,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],r3vo517czljQDP0wYky5WPMWy8s,334666,2010-05-27T04:08:00Z,2016-12-11T21:49:26Z,"<p>Publisher of The Censorship, Civil Liberties, Exploitation, Free Media, Free Speech, Free Web, Human Rights, Imperialism, Slavery, &amp; Torture Dailies.</p>",0,0,2,1177,729,GildasApCaw,BSz9fOOYXXPt5e1jMiuYIKi0Muo,200,0,https://pbs.twimg.com/profile_images/1147549798/GildasSapiens_400x400.jpg,0,2014-11-23T17:47:02Z,2016-12-11T22:29:38Z,2015-12-11T22:19:26Z,0,https://twitter.com/GildasApCaw,Britain,2016-12-11T21:49:26Z,20,20,['https://www.facebook.com/Gildas.ApCaw.Sapiens'],twitter,MICROBLOG,https://twitter.com/GildasApCaw,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Gildas ApCaw Sapiens,3600000,0,False,['refugees'],POST,6.5.58
6,https://pbs.twimg.com/profile_images/528939073138749441/Sh8sdGqz_bigger.jpeg,MALE,John_Benk,https://twitter.com/John_Benk,John Benk,512579924,1481501700042,https://twitter.com/John_Benk/status/790406465647280128,2016-12-12T00:19:36Z,twitter.com,Calgary,CA,PPL,SOURCE_LOCATION,"Calgary, Alberta, Canada",5913490,"51.05011,-114.08529",Alberta,S_6rYEsP5X7MdffdBl-LpaRwnf4,790406465647280128,,SOURCE_TASK,en,2016-12-12T00:19:36Z,0,,The government will deport Somali refugees,True,k0JKGTRKsQqgDSLCY67_5yxJIp0,TEXT,42,,314,https://twitter.com/John_Benk/status/790406465647280128,2016-10-24T04:16:01Z,False,,,https://twitter.com/John_Benk/status/790406465647280128,NEUTRAL,1481501976788700338,31742,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],4RPygNWCwQ5tkL1sgubufktyXaM,316909,2012-03-02T03:56:00Z,2016-12-12T00:16:22Z,"<p>Philippians 3:12-14 12 Not that I have already reached the goal or am already fully mature, but I make every effort to take hold of it because I also have been</p>",0,0,59,962,4992,John_Benk,XjjFPUWap1KKhGsmtPgmWZPGNyY,200,0,https://pbs.twimg.com/profile_images/528939073138749441/Sh8sdGqz_400x400.jpeg,0,2014-11-26T13:32:24Z,2016-12-12T00:17:49Z,2016-01-10T11:03:19Z,0,https://twitter.com/John_Benk,"Calgary, Alberta, Canada",2016-12-12T00:16:22Z,20,20,,twitter,MICROBLOG,https://twitter.com/John_Benk,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,John Benk,3600000,0,False,,POST,6.5.58
7,https://pbs.twimg.com/profile_images/803275820139741184/J9p6hlxf_bigger.jpg,MALE,Markgsparrow,https://twitter.com/bluecitizens,Mark Sparrow,220654568,1481397000089,https://twitter.com/Markgsparrow/status/790245479749738496,2016-12-10T19:13:56Z,twitter.com,,GB,,SOURCE_LOCATION,"England, United Kingdom",6269131,,England,Cn7Ibq9EcPDquQlEGfi5zZihugU,790245479749738496,,SOURCE_TASK,en,2016-12-10T19:13:56Z,27,,@bluecitizens Apparently his refugees never turned up.,True,otHeeVoIK2itvmdVgPPSTQHweIA,TEXT,54,['bluecitizens'],316,https://twitter.com/Markgsparrow/status/790245479749738496,2016-10-23T17:36:19Z,True,https://twitter.com/bluecitizens,220654568,https://twitter.com/Markgsparrow/status/790245479749738496,NEUTRAL,1481397236818900161,40389,NONE,3,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],lkAgTaSsKIoY2mhB10a8dcApDlI,322375,2010-07-06T04:52:00Z,2016-12-10T18:04:10Z,"<p>Journalist, photographer &amp; technology scribe <a href=""https://twitter.com/Forbes"" rel=""nofollow"">@<b>Forbes</b></a>. If I retweet you, don't get any funny ideas that I'm agreeing with you. May contain traces of sarcasm.</p>",0,0,1774,8998,3802,Markgsparrow,diEGFqJiZqaL4LolubMpU-iEmEM,200,0,https://pbs.twimg.com/profile_images/803275820139741184/J9p6hlxf_400x400.jpg,0,2014-11-21T08:51:24Z,2016-12-10T19:09:29Z,2016-01-08T18:23:18Z,0,https://twitter.com/MarkGSparrow,"England, United Kingdom",2016-12-10T18:04:10Z,20,21,['http://www.forbes.com/sites/marksparrow/#1007c8074c52'],twitter,MICROBLOG,https://twitter.com/MarkGSparrow,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Mark Sparrow,3600000,0,True,,POST,6.5.58
8,https://pbs.twimg.com/profile_images/804732886750531585/N3_6grMe_bigger.jpg,UNKNOWN,HenryWindsor79,https://twitter.com/brianmoore666,Mr H,362144301,1482664200016,https://twitter.com/HenryWindsor79/status/791348108580032516,2016-12-25T11:13:47Z,twitter.com,,,,SOURCE_LOCATION,,,,,H0tHjVxgqkaoheJjg0WdBjGcIjQ,791348108580032516,,SOURCE_TASK,en,2016-12-25T11:13:47Z,0,,@brianmoore666 are any of them Syrian refugees?,True,xt_OLNlUCAeXF5AbHNcGr8GuMaQ,TEXT,47,['brianmoore666'],303,https://twitter.com/HenryWindsor79/status/791348108580032516,2016-10-26T18:37:46Z,True,https://twitter.com/brianmoore666,362144301,https://twitter.com/HenryWindsor79/status/791348108580032516,NEUTRAL,1482664427577600106,48116,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],qyakWXPqUoaTeJ2lQ34YuDHmGY0,341264,2013-09-06T09:41:00Z,2016-12-25T11:10:49Z,"<p>Husband to Mrs H, Daddy to two wonderful boys, <a href=""https://twitter.com/bathrugby"" rel=""nofollow"">@<b>bathrugby</b></a> fan️. Old Crossonian.</p>",0,0,5858,175,249,HenryWindsor79,BsqvWmdqhIa9zCISl_bVXceFCm4,200,0,https://pbs.twimg.com/profile_images/804732886750531585/N3_6grMe_400x400.jpg,0,2014-11-24T22:03:30Z,2016-12-25T11:10:50Z,2015-12-20T09:37:00Z,0,https://twitter.com/HenryWindsor79,Norfolkshire,2016-12-25T11:10:49Z,20,23,,twitter,MICROBLOG,https://twitter.com/HenryWindsor79,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Mr H,3600000,0,True,,POST,6.5.69
9,https://pbs.twimg.com/profile_images/694570243952259073/9ckSktlv_bigger.png,MALE,MarkBKline,https://twitter.com/MarkBKline,Mark Kline,46455514,1482296100052,https://twitter.com/MarkBKline/status/791131809811722240,2016-12-21T04:57:49Z,twitter.com,,GH,,SOURCE_LOCATION,"Central, Ghana",2302353,,Central,qfqa18Fqu6Vl-XbDMEd3NHARFJg,791131809811722240,,SOURCE_TASK,en,2016-12-21T04:57:49Z,0,,"TOWN TELLS OBAMA: ""NO SYRIAN REFUGEES HERE""",True,S3GLKgNThGKhBt1otOjRSDEM69g,TEXT,43,,314,https://twitter.com/MarkBKline/status/791131809811722240,2016-10-26T04:18:16Z,False,,,https://twitter.com/MarkBKline/status/791131809811722240,NEUTRAL,1482296269247100044,82552,NONE,0,twitter.com,['#UwyjYXbrSTG-lvMt-i6by5kr8S8'],IoA1GcxHuq9dLVgNWM_diZmsL60,303796,2009-06-11T11:39:00Z,2016-12-21T04:12:40Z,<p>8th degree black in ryukyu kempo/Kyusho jitsu (pressure point self defense). Architect of the Kyusho Institute. Get 30 days FREE of Kyusho Training!</p>,0,0,11,1429,3913,MarkBKline,qMC8PkjIMZL5Fak6TgzZTEDU_Fc,200,0,https://pbs.twimg.com/profile_images/694570243952259073/9ckSktlv_400x400.png,0,2014-11-28T18:33:07Z,2016-12-21T04:53:10Z,2016-01-07T20:36:10Z,0,https://twitter.com/MarkBKline,"Central, NJ",2016-12-21T04:12:40Z,20,20,['http://www.kyushoinstitute.com'],twitter,MICROBLOG,https://twitter.com/MarkBKline,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Mark Kline,3600000,0,False,,POST,6.5.69
