,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/859476337916080128/I5KzIciK_400x400.jpg,UNKNOWN,StutTheater,https://twitter.com/StutTheater,Stut Theater,216654938,1494466200036,https://twitter.com/StutTheater/status/861930138006687745,,2017-05-11T01:31:55Z,,twitter.com,,NL,,"Overvecht, Utrecht",SOURCE_LOCATION,"Utrecht, Netherlands",2745909,"52.37403,4.88969",Utrecht,b4EA6UXT9sJBYCQB26thB11LHkQ,861930138006687745,,https://pbs.twimg.com/media/C_XkiCYXUAA_KRT.jpg,SOURCE_TASK,nl,2017-05-11T01:31:55Z,,,"Kun je zingen, zing dan mee! #overvecht #vluchtelingen #samen",True,xZC8IrFzAs4tlTnouTYQohhJwDg,TEXT,61,,324,,https://twitter.com/StutTheater/status/861930138006687745,2017-05-09T07:32:34Z,False,,,https://twitter.com/StutTheater/status/861930138006687745,NEUTRAL,1494466315344700010,836,True,https://pbs.twimg.com/profile_images/3505405362/ec8799b2af0a32ae1ccc711701638d5e_bigger.jpeg,UCentraal,https://twitter.com/UCentraal,U Centraal,1339212540,861846340522913792,https://twitter.com/UCentraal/status/861846340522913792,https://twitter.com/UCentraal,U Centraal,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],-BP-radPCbH_erMf9qZRfGMhtwk,348554,2010-11-17T03:05:00Z,2017-05-11T01:31:51Z,<p>Stut Theater organiseert theaterprojecten en maakt spraakmakende voorstellingen over maatschappelijke onderwerpen gebaseerd op persoonlijke verhalen van spelers</p>,0,0,1282,1109,1671,StutTheater,O1enEdWu6U4EHiVnYOKv_ve97ZI,200,0,https://pbs.twimg.com/profile_images/859476337916080128/I5KzIciK_400x400.jpg,0,2016-11-10T20:35:07Z,2017-05-11T01:31:52Z,2016-11-11T01:08:19Z,0,https://twitter.com/StutTheater,"Overvecht, Utrecht",2017-05-11T01:31:51Z,36,36,['http://www.stut.nl'],twitter,MICROBLOG,https://twitter.com/StutTheater,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Stut Theater,3600000,0,False,"['overvecht', 'samen', 'vluchtelingen']",POST,6.5.166,
1,https://pbs.twimg.com/profile_images/847705082896326657/ZMUeVLeR_bigger.jpg,UNKNOWN,Boutaina,https://twitter.com/Boutaina,بثينة العزابي,197016444,1494459900046,https://twitter.com/Boutaina/status/861652166737620992,,2017-05-10T23:47:26Z,,twitter.com,İstanbul,TR,PPLA,"İstanbul, Türkiye. Doha, Qatar",SOURCE_LOCATION,"İstanbul, Istanbul, Turkey",745044,"41.01384,28.94966",Istanbul,KOuN83lQXn9gaahHI2-GSXG6-to,861652166737620992,,,SOURCE_TASK,nl,2017-05-10T23:47:26Z,2.0,,"Meer honger, meer #vluchtelingen.",True,Z-yZpz5Mxu2uantlMm_We2yeEw0,TEXT,33,,315,,https://twitter.com/Boutaina/status/861652166737620992,2017-05-08T18:40:59Z,False,,,https://twitter.com/Boutaina/status/861652166737620992,NEUTRAL,1494460046851200008,6746,,,,,,,,,,,NONE,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],jltDQflaN7F4uri3W1gur4C8W-E,342696,2010-09-30T06:16:00Z,2017-05-10T23:47:23Z,"<p>Dutch/Moroccan - Multimedia consultant/strategist - Back with Al Jazeera Media Network .. Based in Doha &amp; Istanbul. Member of <a href=""https://twitter.com/RuhColab"" rel=""nofollow"">@<b>RuhColab</b></a></p>",0,0,4001,11253,567,Boutaina,C3947YABUZq7dC0GLcaR_FW3Qwg,200,0,https://pbs.twimg.com/profile_images/847705082896326657/ZMUeVLeR_400x400.jpg,0,2017-03-29T18:56:22Z,2017-05-10T23:47:24Z,2017-03-29T22:13:43Z,0,https://twitter.com/Boutaina,"İstanbul, Türkiye. Doha, Qatar",2017-05-10T23:47:23Z,24,24,['https://www.facebook.com/ikdoeaangiftetegenwilders/?pnref=story'],twitter,MICROBLOG,https://twitter.com/Boutaina,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,بثينة العزابي,3600000,0,False,['vluchtelingen'],POST,6.5.166,
2,https://pbs.twimg.com/profile_images/835129179645620225/IV1dzvyx_400x400.jpg,UNKNOWN,scriptievzw,https://twitter.com/scriptievzw,Scriptie vzw,153018361,1494475800074,https://twitter.com/scriptievzw/status/861545646075064320,,2017-05-11T04:14:03Z,,twitter.com,,,,,,,,,,Ot98gT_KFgbINCryAhOAgWGqpuY,861545646075064320,,,SOURCE_TASK,nl,2017-05-11T04:14:03Z,,['https://t.co/l0dBhaq34O'],Help jij onze stagiair Giel bij zijn bachelorproef? Ja natuurlijk! http://www.thesistools.com/web/?id=534712  #vluchtelingen,True,LWio3rKGJYxl8tfsSmUXACYVFxY,TEXT,124,,314,,https://twitter.com/scriptievzw/status/861545646075064320,2017-05-08T11:01:52Z,False,,,https://twitter.com/scriptievzw/status/861545646075064320,NEUTRAL,1494476043884800245,15974,True,https://pbs.twimg.com/profile_images/710739640324587520/8BgeHSQG_bigger.jpg,HRwijs,https://twitter.com/HRwijs,HRwijs,1471664996,861536624269824000,https://twitter.com/HRwijs/status/861536624269824000,https://twitter.com/HRwijs,HRwijs,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],m0FnYKji03eSIh21O_PWrcdeKuo,396319,2010-06-07T06:35:00Z,2017-05-11T04:14:00Z,"<p>De organisator vd Vlaamse Scriptieprijs &amp; Vlaamse PhD Cup <a href=""https://t.co/OFGUFZVLdH"" rel=""nofollow noopener"" title=""http://www.scriptieprijs.be""><span>http://www.</span><span>scriptieprijs.be</span><span><span>&nbsp;</span></span></a> / <a href=""https://t.co/GcFcWRw2nU"" rel=""nofollow noopener"" title=""http://www.vlaamsephdcup.be""><span>http://www.</span><span>vlaamsephdcup.be</span><span><span>&nbsp;</span></span></a> / <a href=""https://t.co/okE2e2jfma"" rel=""nofollow noopener"" title=""http://www.scriptiebank.be""><span>http://www.</span><span>scriptiebank.be</span><span><span>&nbsp;</span></span></a> / <a href=""https://t.co/fPqrcL4CWh"" rel=""nofollow noopener"" title=""http://www.scriptieprijs2014-18.be""><span>http://www.</span><span>scriptieprijs2014-18.be</span><span><span>&nbsp;</span></span></a></p>",0,0,4647,1151,1416,scriptievzw,SQONmSkWYq4Ml_QVowtRlu0Ws2g,200,0,https://pbs.twimg.com/profile_images/835129179645620225/IV1dzvyx_400x400.jpg,0,2016-11-10T13:15:17Z,2017-05-11T04:14:00Z,2016-11-11T07:18:26Z,0,https://twitter.com/scriptievzw,,2017-05-11T04:14:00Z,27,27,['http://www.scriptieprijs.be'],twitter,MICROBLOG,https://twitter.com/scriptievzw,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Scriptie vzw,3600000,0,False,['vluchtelingen'],POST,6.5.166,
3,https://pbs.twimg.com/profile_images/783262230888452096/cpAq0OIX_bigger.jpg,MALE,lectortopsport,https://twitter.com/lectortopsport,Cees Vervoorn,313444426,1494473700071,https://twitter.com/lectortopsport/status/862167782414307328,,2017-05-11T03:37:11Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,q3WEitwgCayTB6-nSbGXBsyifRs,862167782414307328,,,SOURCE_TASK,nl,2017-05-11T03:37:11Z,1.0,,"Lezing @krachtvansport: N bal, geen regels n luisteren naar wat #vluchtelingen nodig hebben @InhHaarlem @MarijeBaart",True,GHrtm6WM3ozKExgmUNg4rdkQzL4,TEXT,116,"['InhHaarlem', 'MarijeBaart']",326,,https://twitter.com/lectortopsport/status/862167782414307328,2017-05-10T04:49:52Z,False,,,https://twitter.com/lectortopsport/status/862167782414307328,NEUTRAL,1494473831820000038,39771,,,,,,,,,,,NONE,2.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],EjHeFMjOI85flKjNnItyKOAaDHo,367195,2011-06-08T10:25:00Z,2017-05-11T03:37:09Z,"<p>HvA, UvA, Olympic Games, HML, Ajax, NL-Coach, sharing knowledge, Sportlegendes, <a href=""https://twitter.com/hashtag/krachtvansport?src=hash"">#<b>krachtvansport</b></a>, Elite Sport and Education, Bewegen=beter leren</p>",0,0,3,3463,2265,lectortopsport,dA5BRpFuA-kP0n7gQlJrsio00GI,200,0,https://pbs.twimg.com/profile_images/783262230888452096/cpAq0OIX_400x400.jpg,0,2017-03-30T19:56:39Z,2017-05-11T03:37:09Z,2017-03-30T21:09:29Z,0,https://twitter.com/lectortopsport,Amsterdam,2017-05-11T03:37:09Z,32,32,['http://www.hva.nl/lectoraattopsportenonderwijs'],twitter,MICROBLOG,https://twitter.com/lectortopsport,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Cees Vervoorn,3600000,0,False,['vluchtelingen'],POST,6.5.166,
4,https://pbs.twimg.com/profile_images/843060163691102208/ONR3oOxN_400x400.jpg,MALE,jasper_lahou,https://twitter.com/jasper_lahou,Jasper Lahou,712306561142677504,1494473100033,https://twitter.com/jasper_lahou/status/861303999814938624,,2017-05-11T03:27:16Z,,twitter.com,Geel,BE,PPL,"Geel, België",SOURCE_LOCATION,"Geel, Provincie Antwerpen, Flanders, Belgium",2797779,"51.16557,4.98917",Flanders,KZ6hDAK0Pn1cawtemxlCsTN5iWU,861303999814938624,,,SOURCE_TASK,nl,2017-05-11T03:27:16Z,,,"Terwijl #Franse Staatsveiligheid opnieuw aanval v #terreur verwacht: kiest #Frankrijk voor meer #vluchtelingen, meer #moslims en meer #EU",True,V3slBzyndcyP5eAkMHFMNyfxWlE,TEXT,137,,324,,https://twitter.com/jasper_lahou/status/861303999814938624,2017-05-07T19:35:31Z,False,,,https://twitter.com/jasper_lahou/status/861303999814938624,NEUTRAL,1494473236702300015,56133,True,https://pbs.twimg.com/profile_images/850832640420794368/uwJhHJMi_bigger.jpg,Sneeltje,https://twitter.com/Sneeltje,Sandy Neel,25064635,861303501145731072,https://twitter.com/Sneeltje/status/861303501145731072,https://twitter.com/Sneeltje,Sandy Neel,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],MvOcBSHX2fP-PciLHZTs10amFZ4,333845,2016-03-22T08:54:00Z,2017-05-11T03:27:12Z,"<p>Vlaamse nationalist, lid bij <img src=""https://abs.twimg.com/emoji/v2/72x72/1f4aa.png"" alt=""💪"" title=""Flexed biceps"">Vlaams Belang<img src=""https://abs.twimg.com/emoji/v2/72x72/1f4aa.png"" alt=""💪"" title=""Flexed biceps""> Pro-Flemish nationalist. I <img src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" alt=""❤"" title=""Heavy red heart""> Techno &amp; Trance.</p>",0,0,766,100,373,jasper_lahou,6ZelomXTVnDAp-pJ_ERzCWLAhD0,200,0,https://pbs.twimg.com/profile_images/843060163691102208/ONR3oOxN_400x400.jpg,0,2017-03-30T17:07:26Z,2017-05-11T03:27:13Z,2017-03-30T22:46:34Z,0,https://twitter.com/jasper_lahou,"Geel, België",2017-05-11T03:27:12Z,21,21,,twitter,MICROBLOG,https://twitter.com/jasper_lahou,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Jasper Lahou,3600000,0,False,"['EU', 'Frankrijk', 'Franse', 'moslims', 'terreur', 'vluchtelingen']",POST,6.5.166,
5,https://pbs.twimg.com/profile_images/847211230876094464/l6BVbpwC_400x400.jpg,MALE,michelrog,https://twitter.com/michelrog,Michel Rog,33546120,1494469800000,https://twitter.com/michelrog/status/861991558425530368,,2017-05-11T02:34:46Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,D67rPfeThsyL9oktlnGHuS8Rv0Q,861991558425530368,,https://pbs.twimg.com/media/C_ZP2FxXgAA3gJE.jpg,SOURCE_TASK,nl,2017-05-11T02:34:46Z,,,Nu Vaste Kamercommissie #onderwijs van #tweedekamer te gast. Gesprek oa over onderwijs aan #vluchtelingen en #advies 'Doordacht Digitaal'.,True,1lVnjdrGmHWKIn09IBNUmPNsDV4,TEXT,138,,334,,https://twitter.com/michelrog/status/861991558425530368,2017-05-09T15:20:52Z,False,,,https://twitter.com/michelrog/status/861991558425530368,NEUTRAL,1494470086101700022,12100,True,https://pbs.twimg.com/profile_images/927217334/2010132-avatar_bigger.jpg,Onderwijsraad,https://twitter.com/Onderwijsraad,Onderwijsraad,127625626,861964189962784768,https://twitter.com/Onderwijsraad/status/861964189962784768,https://twitter.com/Onderwijsraad,Onderwijsraad,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],moco1ovoDQ9drJTJYXr-arYfSHM,328031,2009-04-20T08:18:00Z,2017-05-11T02:34:44Z,<p>Michel Rog | Lid Tweede Kamer | CDA | onderwijs | cultuur | ondervoorzitter VKC Europese Zaken | RvT CNV Jongeren | Getrouwd | twee zoontjes | 1973 | Haarlem</p>,0,0,1391,10148,2853,michelrog,YYfGK3cgRUTK93Kaq15lD076EUA,200,0,https://pbs.twimg.com/profile_images/847211230876094464/l6BVbpwC_400x400.jpg,0,2016-11-10T13:07:45Z,2017-05-11T02:34:45Z,2016-11-11T03:30:48Z,0,https://twitter.com/michelrog,Amsterdam,2017-05-11T02:34:44Z,28,28,['http://www.cda.nl/rog'],twitter,MICROBLOG,https://twitter.com/michelrog,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Michel Rog,3600000,0,False,"['advies', 'onderwijs', 'tweedekamer', 'vluchtelingen']",POST,6.5.166,
6,https://pbs.twimg.com/profile_images/715129529568727040/LsQKWO_N_bigger.jpg,MALE,FlexMind,https://twitter.com/FlexMind,Tomas Jansma,153119220,1494469200078,https://twitter.com/FlexMind/status/862039770905669637,,2017-05-11T02:21:09Z,,twitter.com,Heiloo,NL,PPLA2,"Heiloo, Netherlands",SOURCE_LOCATION,"Heiloo, Gemeente Heiloo, North Holland, Netherlands",2754516,"52.60252,4.68815",North Holland,fvqwYW23RamtnWxtYJS2MGC20m4,862039770905669637,,,SOURCE_TASK,nl,2017-05-11T02:21:09Z,0.0,,Edo vergeet de voor de hand liggende vragen te stellen #vluchtelingen #Lespresso #Nieuwsuur,True,PpGuTyPaAdg92ahL1dK71n0NR7E,TEXT,91,,324,,https://twitter.com/FlexMind/status/862039770905669637,2017-05-09T20:21:11Z,False,,,https://twitter.com/FlexMind/status/862039770905669637,NEUTRAL,1494469269101700117,89678,,,,,,,,,,,NONE,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],Q4wUvTLjFHxRq0pGOHhZk9rYmM0,335608,2010-06-07T11:48:00Z,2017-05-11T02:21:06Z,"<p>Interim manager | nu analyse en inrichting ict project zorg org. | Integrity | Dad | Former Oarsmen 2- | Cuts Crap! <img src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" alt=""❤️"" title=""Heavy red heart"">Ajax sinds '72 <a href=""https://twitter.com/hashtag/Healthcare?src=hash"">#<b>Healthcare</b></a> <a href=""https://twitter.com/hashtag/jeugdzorg?src=hash"">#<b>jeugdzorg</b></a></p>",0,0,1604,2374,2112,FlexMind,m454xj7RIE52eEPK23ckykayyHs,200,0,https://pbs.twimg.com/profile_images/715129529568727040/LsQKWO_N_400x400.jpg,0,2017-03-30T20:24:00Z,2017-05-11T02:21:06Z,2017-03-30T20:57:10Z,0,https://twitter.com/FlexMind,"Heiloo, Netherlands",2017-05-11T02:21:06Z,23,23,['http://www.flexmind.nl'],twitter,MICROBLOG,https://twitter.com/FlexMind,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Tomas Jansma,3600000,0,False,"['Lespresso', 'Nieuwsuur', 'vluchtelingen']",POST,6.5.166,
7,https://pbs.twimg.com/profile_images/783262230888452096/cpAq0OIX_400x400.jpg,MALE,lectortopsport,https://twitter.com/lectortopsport,Cees Vervoorn,313444426,1494473700043,https://twitter.com/lectortopsport/status/862317732326395904,,2017-05-11T03:37:11Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,WUe3FfmKr8e0gJaKvNmPqjADz0c,862317732326395904,,https://pbs.twimg.com/media/C_XP9YSWAAAKVvt.jpg,SOURCE_TASK,nl,2017-05-11T03:37:11Z,,['https://t.co/BErPXy6N1A'],"Lezing @krachtvansport: Een bal, geen regels en luisteren. Wat hebben #vluchtelingen nodig? @InhHaarlem @MarijeBaart https://goo.gl/FNJ7MT ",True,2d7e6lacoPdbCvubiK9eAM7u6Ps,TEXT,139,"['InhHaarlem', 'MarijeBaart']",334,,https://twitter.com/lectortopsport/status/862317732326395904,2017-05-09T06:02:02Z,False,,,https://twitter.com/lectortopsport/status/862317732326395904,NEUTRAL,1494473831820000027,71943,True,https://pbs.twimg.com/profile_images/3341679539/e787a10d98ddfd6fad5020acc70b5fb2_bigger.png,Inholland,https://twitter.com/Inholland,Hogeschool Inholland,14395780,861823558753951744,https://twitter.com/Inholland/status/861823558753951744,https://twitter.com/Inholland,Hogeschool Inholland,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],EjHeFMjOI85flKjNnItyKOAaDHo,367195,2011-06-08T10:25:00Z,2017-05-11T03:37:09Z,"<p>HvA, UvA, Olympic Games, HML, Ajax, NL-Coach, sharing knowledge, Sportlegendes, <a href=""https://twitter.com/hashtag/krachtvansport?src=hash"">#<b>krachtvansport</b></a>, Elite Sport and Education, Bewegen=beter leren</p>",0,0,3,3463,2265,lectortopsport,dA5BRpFuA-kP0n7gQlJrsio00GI,200,0,https://pbs.twimg.com/profile_images/783262230888452096/cpAq0OIX_400x400.jpg,0,2017-03-30T19:56:39Z,2017-05-11T03:37:09Z,2017-03-30T21:09:29Z,0,https://twitter.com/lectortopsport,Amsterdam,2017-05-11T03:37:09Z,32,32,['http://www.hva.nl/lectoraattopsportenonderwijs'],twitter,MICROBLOG,https://twitter.com/lectortopsport,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Cees Vervoorn,3600000,0,False,['vluchtelingen'],POST,6.5.166,
8,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_bigger.jpg,UNKNOWN,aNyWaytwit,https://twitter.com/aNyWaytwit,aNyWay  🇳🇱 🇪🇺,224313187,1494792000045,https://twitter.com/aNyWaytwit/status/863027055319023616,,2017-05-14T20:00:09Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,hDqdHW1iP4rqBozGRao5Qm30uAU,863027055319023616,,,SOURCE_TASK,nl,2017-05-14T20:00:09Z,0.0,,Waarvan 277 uit Marokko? Stop de misbruik van onze gastvrijheid voor echte #vluchtelingen,True,AIW1myI5rfjBOY-uSL1XLoP2-hw,TEXT,89,,314,,https://twitter.com/aNyWaytwit/status/863027055319023616,2017-05-12T13:44:18Z,False,,,https://twitter.com/aNyWaytwit/status/863027055319023616,NEUTRAL,1494792009966600569,63845,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],FcBg7aCTWR8-mHowuLRNRoNvdjk,399308,2010-12-08T09:48:00Z,2017-04-18T21:34:16Z,<p>Entrepreneur. Motorrijden. Sporten. Met de hond er op uit. Dierenliefhebber. Nieuws/politiek. Hekel aan racisten (blok) geloofgekkies hooligans geweld en oorlog</p>,0,0,4900,219,101,aNyWaytwit,dpljNVkw4vGJ97QRXtYvjb1eYj0,200,0,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_400x400.jpg,0,2017-05-04T20:54:55Z,2017-05-14T20:00:08Z,2017-05-05T08:00:01Z,0,https://twitter.com/anywaytwit,Amsterdam,2017-05-14T21:10:23Z,21,21,['http://www.artikel1.nl'],twitter,MICROBLOG,https://twitter.com/anywaytwit,,DEFAULT,0,ADAPTIVE,0.0,aNyWay 🇳🇱🇪🇺,825020612,0,False,['vluchtelingen'],POST,6.5.166,
9,https://pbs.twimg.com/profile_images/824940130049912832/nhkiSa1R_bigger.jpg,UNKNOWN,NassrBuurtsport,https://twitter.com/NassrBuurtsport,Nassar_Buurtsport,4213744995,1495706400085,https://twitter.com/NassrBuurtsport/status/862700062698332160,,2017-05-25T10:03:18Z,,twitter.com,Tilburg,NL,PPL,"Stokhasselt-Noord, Tilburg",SOURCE_LOCATION,"Tilburg, Gemeente Tilburg, North Brabant, Netherlands",2746301,"51.55551,5.0913",North Brabant,x_COGFcnwLvkipqWvJ-c6SsXcqU,862700062698332160,,https://pbs.twimg.com/media/C_jtHs-XUAIx7GY.jpg,SOURCE_TASK,nl,2017-05-25T10:03:18Z,0.0,,Zweminloop #vluchtelingen #sport! #CityTrainers actief #UnitedThroughtSports jongeren #jozefzorg #amv #Tilburg #sportbedrijf,True,1y-R9yCejsLbIw6V6JikRgaTNuM,TEXT,124,,324,,https://twitter.com/NassrBuurtsport/status/862700062698332160,2017-05-11T16:04:57Z,False,,,https://twitter.com/NassrBuurtsport/status/862700062698332160,NEUTRAL,1495706598198700018,83685,,,,,,,,,,,NONE,0.0,twitter.com,['#sLTlvNQHFfi3l6LXdQXo7pl7I3I'],m9V1QaRptZ1XLa5GmS0-HB4o05o,373883,2015-11-17T04:01:00Z,2017-05-25T10:03:17Z,"<p>Buurtsport Tilburg Noord <a href=""https://twitter.com/hashtag/Citytrainer?src=hash"">#<b>Citytrainer</b></a> <a href=""https://twitter.com/hashtag/Sportbedrijf?src=hash"">#<b>Sportbedrijf</b></a> <a href=""https://twitter.com/hashtag/Gemeente?src=hash"">#<b>Gemeente</b></a> <a href=""https://twitter.com/hashtag/Tilburg?src=hash"">#<b>Tilburg</b></a> <a href=""https://twitter.com/hashtag/Sportstimulering?src=hash"">#<b>Sportstimulering</b></a> <a href=""https://twitter.com/hashtag/TeamBuurtsport?src=hash"">#<b>TeamBuurtsport</b></a> <a href=""https://twitter.com/hashtag/iedereen?src=hash"">#<b>iedereen</b></a> heeft een talent!!</p>",0,0,596,187,389,NassrBuurtsport,U_ELeit2X-Qngklc1vVl7YSvjoY,200,0,https://pbs.twimg.com/profile_images/824940130049912832/nhkiSa1R_400x400.jpg,0,2017-03-30T17:52:07Z,2017-05-25T10:03:17Z,2017-03-30T21:41:52Z,0,https://twitter.com/NassrBuurtsport,"Stokhasselt-Noord, Tilburg",2017-05-25T10:03:17Z,20,20,['http://www.sportintilburg.nl/home/jongeren/buurtsport'],twitter,MICROBLOG,https://twitter.com/NassrBuurtsport,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Nassar_Buurtsport,3600000,0,False,"['CityTrainers', 'Tilburg', 'UnitedThroughtSports', 'amv', 'jozefzorg', 'sport', 'sportbedrijf', 'vluchtelingen']",POST,6.5.171,
