,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image3_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,pinned,published,replied,replied_link,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_400x400.jpg,MALE,EduardNazarski,https://twitter.com/EduardNazarski,Eduard Nazarski,448237993,1497371700094,https://twitter.com/EduardNazarski/status/874645918682886144,,2017-06-13T16:35:03Z,,twitter.com,,,,,,,,,,obX_V-tqHpQuSg8syumr_1-gk6o,874645918682886144,,,,,SOURCE_TASK,nl,2017-06-13T16:35:03Z,,['https://t.co/xn19OTPxPN'],Over vluchtelingen en de mislukte kabinetsformatie. https://www.trouw.nl/democratie/vluchtelingenorganisaties-bezorgd-milieuorganisaties-bedroefd-over-stuklopen-formatie~a23a65c0/ … @EduardNazarski #vluchtelingen #kabinetsformatie,True,o3H9DKx_hU5Xki06IccmIm6OuaI,TEXT,230,['EduardNazarski'],324,,https://twitter.com/EduardNazarski/status/874645918682886144,,2017-06-13T14:33:01Z,False,,,,https://twitter.com/EduardNazarski/status/874645918682886144,NEUTRAL,1497371703363600286,75594,True,https://pbs.twimg.com/profile_images/512543092033855488/HVo-t4Wv_bigger.jpeg,BosgraafRuud,https://twitter.com/BosgraafRuud,Ruud Bosgraaf,2812669730,874635726339674112,https://twitter.com/BosgraafRuud/status/874635726339674112,https://twitter.com/BosgraafRuud,Ruud Bosgraaf,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],KI_zXXI0fSCRqdCja9cfKvh8L1I,403815,2011-12-27T11:39:00Z,2017-05-29T19:45:32Z,<p>Directeur Amnesty International Nederland</p>,0,0,1836,3810,450,EduardNazarski,7m61WBS2Gjrn7qPW6d6u5ST5Y_A,200,0,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_400x400.jpg,0,2017-06-12T17:35:29Z,2017-06-13T16:35:02Z,2017-06-13T03:35:03Z,0,https://twitter.com/eduardnazarski,,2017-06-13T16:35:26Z,33,33,['http://www.amnesty.nl'],twitter,MICROBLOG,https://twitter.com/eduardnazarski,,DEFAULT,0,ADAPTIVE,0.0,Eduard Nazarski,46822221,0,False,"['kabinetsformatie', 'vluchtelingen']",POST,6.5.182,
1,https://pbs.twimg.com/profile_images/867113396981960709/CNeo44Ba_400x400.jpg,FEMALE,HelenaJacobs,https://twitter.com/HelenaJacobs,Helena Jacobs,159285637,1497093600090,https://twitter.com/HelenaJacobs/status/873496708189229057,,2017-06-10T11:20:02Z,,twitter.com,,NL,,Netherlands,SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,wCuNfV8dNk5pS1MSHsnuKBoEYWY,873496708189229057,,,,,SOURCE_TASK,nl,2017-06-10T11:20:02Z,,,Naïviteit is het gevolg van weinig lijden. Het importeren van acteurs met een dubbele agenda. #vluchtelingen #immigranten #pvda #jesseklaver,True,TzK3UuB93-9phoUMiatsvvHYfTQ,TEXT,140,,324,,https://twitter.com/HelenaJacobs/status/873496708189229057,,2017-06-10T10:23:46Z,True,https://twitter.com/HelenaJacobs/status/873276874713169920,https://twitter.com/HelenaJacobs,159285637,https://twitter.com/HelenaJacobs/status/873496708189229057,NEUTRAL,1497093602217800038,75590,True,https://pbs.twimg.com/profile_images/378800000599392395/4f0ff7d66b7b3e8ca91898361cbf6582_bigger.jpeg,janstrik52,https://twitter.com/janstrik52,Jan Strik,1536832598,873485834640666624,https://twitter.com/janstrik52/status/873485834640666624,https://twitter.com/janstrik52,Jan Strik,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],yNUI2ZwSMTXb4oW421eYw5R_Ynw,375076,2010-06-24T04:56:00Z,2017-05-29T19:27:31Z,"<p>Politics, Health Care, Sports, Travelling, Opera, Italy, Spain, Sedevacantism. LIST = BLOCK!</p>",0,0,3,2190,2268,HelenaJacobs,cmvUniZ2nRPqqxg8X9WMFT1rtdQ,200,0,https://pbs.twimg.com/profile_images/867113396981960709/CNeo44Ba_400x400.jpg,0,2017-06-10T08:08:31Z,2017-06-10T11:20:00Z,2017-06-10T09:25:01Z,0,https://twitter.com/helenajacobs,Netherlands,2017-06-10T11:20:44Z,38,38,,twitter,MICROBLOG,https://twitter.com/helenajacobs,,DEFAULT,0,ADAPTIVE,0.0,Helena Jacobs,6941276,0,False,"['immigranten', 'jesseklaver', 'pvda', 'vluchtelingen']",POST,6.5.180,
2,https://pbs.twimg.com/profile_images/829484786632757250/Fdlp3x2p_400x400.jpg,UNKNOWN,Nasrdin_Dchar,https://twitter.com/Nasrdin_Dchar,Nasrdin Dchar,377365169,1497320100099,https://twitter.com/Nasrdin_Dchar/status/874366653101989889,,2017-06-13T02:15:06Z,,twitter.com,,,,,,,,,,9qcAz0qrGngB7GUI9YLB7oOfJ1M,874366653101989889,,,,,SOURCE_TASK,nl,2017-06-13T02:15:06Z,,,Er is een bodem waar je nóóit doorheen mag zakken. #vluchtelingen #mensenrechten,True,1IQXWzWvYsucaH1ulnUxNDIjr14,TEXT,80,,314,,https://twitter.com/Nasrdin_Dchar/status/874366653101989889,,2017-06-12T20:08:00Z,False,,,,https://twitter.com/Nasrdin_Dchar/status/874366653101989889,NEUTRAL,1497320106248200003,34899,True,https://pbs.twimg.com/profile_images/851099743111532549/PAxxsQoq_bigger.jpg,Tinekeceelen,https://twitter.com/Tinekeceelen,Tineke Ceelen,109213454,874357637143461888,https://twitter.com/Tinekeceelen/status/874357637143461888,https://twitter.com/Tinekeceelen,Tineke Ceelen,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],Uth4sCcuyCWiN5-4nkVOU46Zh2A,354868,2011-09-21T06:21:00Z,2017-05-29T19:44:56Z,<p>Actor</p>,0,0,2314,18269,408,Nasrdin_Dchar,mFzXafeqJlNF1C4Jusxs0D3NLPA,200,0,https://pbs.twimg.com/profile_images/829484786632757250/Fdlp3x2p_400x400.jpg,0,2017-06-10T07:39:49Z,2017-06-13T02:15:03Z,2017-06-11T15:15:01Z,0,https://twitter.com/nasrdin_dchar,,2017-06-13T02:16:27Z,32,32,['http://www.nasrdindchar.nl'],twitter,MICROBLOG,https://twitter.com/nasrdin_dchar,,DEFAULT,0,ADAPTIVE,0.0,Nasrdin Dchar,126083760,0,False,"['mensenrechten', 'vluchtelingen']",POST,6.5.182,
3,https://pbs.twimg.com/profile_images/378800000867929475/pOFIjnaU_400x400.jpeg,UNKNOWN,Smooth__Caramel,https://twitter.com/Smooth__Caramel,N.adi.A,171613249,1497327600098,https://twitter.com/Smooth__Caramel/status/874391562293321728,,2017-06-13T04:21:02Z,,twitter.com,Amsterdam,NL,PPLC,"Amsterdam, Nederland",SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,yArDV70Ovj3x50qywstA5tC1IPI,874391562293321728,,,,,SOURCE_TASK,nl,2017-06-13T04:21:02Z,,,Er is een bodem waar je nóóit doorheen mag zakken. #vluchtelingen #mensenrechten,True,1IQXWzWvYsucaH1ulnUxNDIjr14,TEXT,80,,314,,https://twitter.com/Smooth__Caramel/status/874391562293321728,,2017-06-12T20:08:00Z,False,,,,https://twitter.com/Smooth__Caramel/status/874391562293321728,NEUTRAL,1497327662068900446,92498,True,https://pbs.twimg.com/profile_images/851099743111532549/PAxxsQoq_bigger.jpg,Tinekeceelen,https://twitter.com/Tinekeceelen,Tineke Ceelen,109213454,874357637143461888,https://twitter.com/Tinekeceelen/status/874357637143461888,https://twitter.com/Tinekeceelen,Tineke Ceelen,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],QiyhkN8oz2rwkgEQ_BSOAW-46IE,350638,2010-07-27T12:20:00Z,2017-05-29T19:42:37Z,<p>U want to judge me?</p>,0,0,3031,1889,2329,Smooth__Caramel,Ts0Q7emZtcBme2CkyFpkW-B66LE,200,0,https://pbs.twimg.com/profile_images/378800000867929475/pOFIjnaU_400x400.jpeg,0,2017-06-12T19:55:27Z,2017-06-13T04:21:01Z,2017-06-12T20:06:01Z,0,https://twitter.com/smooth__caramel,"Amsterdam, Nederland",2017-06-13T04:21:49Z,29,29,,twitter,MICROBLOG,https://twitter.com/smooth__caramel,,DEFAULT,0,ADAPTIVE,0.0,N.adi.A,29746340,0,False,"['mensenrechten', 'vluchtelingen']",POST,6.5.182,
4,https://pbs.twimg.com/profile_images/463245154380308481/1ABz1Ynn_400x400.jpeg,UNKNOWN,DeGroene,https://twitter.com/DeGroene,De Groene,38636391,1497815100001,https://twitter.com/DeGroene/status/876504834790350849,,2017-06-18T19:47:05Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,Hg_hR0kk_wI7k33HqWOpdNeuIeU,876504834790350849,,,,,SOURCE_TASK,nl,2017-06-18T19:47:05Z,,,"Artikel van @IBeugel @DeGroene. ""In Athene is nu 23% van de bevolking migrant"" + meer wrange cijfers. #vluchtelingen",True,2qzhUZ7P1mfoZjJus0sGKieWLzw,TEXT,116,['IBeugel'],314,,https://twitter.com/DeGroene/status/876504834790350849,,2017-06-16T09:08:37Z,False,,,,https://twitter.com/DeGroene/status/876504834790350849,NEUTRAL,1497815225482000251,56101,True,https://pbs.twimg.com/profile_images/1132987292/HH_thumb_RGB_bigger.jpg,humanityhouse,https://twitter.com/humanityhouse,Humanity House,194597729,875641248958226433,https://twitter.com/humanityhouse/status/875641248958226433,https://twitter.com/humanityhouse,Humanity House,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],xW-yM2Rkh-4_cWiYFI23-Yd0uZ8,373120,2009-05-08T02:30:00Z,2017-05-29T19:40:49Z,"<p>De Groene Amsterdammer is sinds 1877 baken van vrijzinnige meningsvorming op het gebied van politiek, maatschappij, cultuur en literatuur.</p>",0,0,2066,53000,845,DeGroene,ZVnRoQF8X98-xkToDhjs1lG0pqg,200,0,https://pbs.twimg.com/profile_images/463245154380308481/1ABz1Ynn_400x400.jpeg,0,2017-06-18T14:00:05Z,2017-06-18T19:47:01Z,2017-06-18T15:22:03Z,0,https://twitter.com/degroene,Amsterdam,2017-06-18T19:47:32Z,23,23,['http://www.groene.nl'],twitter,MICROBLOG,https://twitter.com/degroene,,DEFAULT,0,ADAPTIVE,0.0,De Groene,15925681,0,False,['vluchtelingen'],POST,6.5.188,
5,https://pbs.twimg.com/profile_images/869264055592202240/8HKSxhzR_400x400.jpg,MALE,Paul_van_Meenen,https://twitter.com/Paul_van_Meenen,Paul van Meenen,185986442,1497462300024,https://twitter.com/Paul_van_Meenen/status/874963677069418496,,2017-06-14T17:45:03Z,,twitter.com,Leiden,NL,PPL,"Leiden, Netherlands",SOURCE_LOCATION,"Leiden, Gemeente Leiden, South Holland, Netherlands",2751773,"52.15833,4.49306",South Holland,4qh-mLEdza0wF4Y7tCw55podmyQ,874963677069418496,,,,https://pbs.twimg.com/media/DCMuJF9WsAUIMXG.jpg,SOURCE_TASK,nl,2017-06-14T17:45:03Z,,['https://t.co/lKI6KYFcm6'],Word mentor van een vluchteling-student @UAFnl! Check de website voor meer info: http://bit.ly/2asV6Yo  #vluchtelingen #student,True,zxj85k58v6JvrwGFnR4s1jNbbjg,TEXT,127,,334,,https://twitter.com/Paul_van_Meenen/status/874963677069418496,,2017-06-14T09:03:00Z,False,,,,https://twitter.com/Paul_van_Meenen/status/874963677069418496,NEUTRAL,1497462303527200186,98724,True,https://pbs.twimg.com/profile_images/801366326044459008/2oBfQmhT_bigger.jpg,studentenbond,https://twitter.com/studentenbond,LSVb,86953668,874915061654999040,https://twitter.com/studentenbond/status/874915061654999040,https://twitter.com/studentenbond,LSVb,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],GF2VYzkaqwG1YKCV214dL200Oes,370394,2010-09-02T02:22:00Z,2017-05-29T19:20:34Z,"<p>vader- opa- Tweede Kamerlid D66- leraar- 33 jr onderwijs- woordvoerder onderwijs&amp;wetenschap, algemene zaken/koningshuis</p>",0,0,626,10121,1477,Paul_van_Meenen,C85acz-6LfNrxru3Z-I90d9JrCM,200,0,https://pbs.twimg.com/profile_images/869264055592202240/8HKSxhzR_400x400.jpg,0,2017-06-12T21:48:19Z,2017-06-14T17:45:01Z,2017-06-13T14:00:01Z,0,https://twitter.com/paul_van_meenen,"Leiden, Netherlands",2017-06-14T17:53:47Z,30,30,,twitter,MICROBLOG,https://twitter.com/paul_van_meenen,,DEFAULT,0,ADAPTIVE,0.0,Paul van Meenen,100424531,0,False,"['student', 'vluchtelingen']",POST,6.5.188,
6,https://pbs.twimg.com/profile_images/782545818343575552/Sz4DxMUq_400x400.jpg,UNKNOWN,PerrieHoekstra,https://twitter.com/PerrieHoekstra,Perrie Hoekstra,95185667,1497302100047,https://twitter.com/PerrieHoekstra/status/874371719791865856,,2017-06-12T21:19:07Z,,twitter.com,,NL,,"NL, Groningen",SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,M9sG4Eu8G2c5PG-XrytucPsqIbM,874371719791865856,,,,,SOURCE_TASK,nl,2017-06-12T21:19:07Z,,,Kom terug van MR vergadering en zie dat @groenlinks volhoudt dat er een bodem is waar je niet doorheen kunt zakken #vluchtelingen 👏👏👏,True,L7ByHObqgMEwBQSlMJA-_JOvYvc,TEXT,136,['groenlinks'],314,,https://twitter.com/PerrieHoekstra/status/874371719791865856,,2017-06-12T21:01:30Z,False,,,,https://twitter.com/PerrieHoekstra/status/874371719791865856,POSITIVE,1497302347749000063,147,True,https://pbs.twimg.com/profile_images/649333259130810368/iSLu151d_bigger.jpg,NandaOudejans,https://twitter.com/NandaOudejans,Nanda Oudejans,181298851,874371104458121217,https://twitter.com/NandaOudejans/status/874371104458121217,https://twitter.com/NandaOudejans,Nanda Oudejans,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],e1lGs9jQ-ktBNNMHcJ3PqvJPRd8,366145,2009-12-07T03:47:00Z,2017-05-29T19:37:22Z,<p>filmmaker journalist eindredacteur cultureel antropoloog alumnus UvA &amp; Uni Wien Wenen Hamburg</p>,0,0,2387,1765,727,PerrieHoekstra,nxR1uI4CbGkIvNjfizaKTtPqbbM,200,0,https://pbs.twimg.com/profile_images/782545818343575552/Sz4DxMUq_400x400.jpg,0,2017-06-11T19:48:33Z,2017-06-12T21:19:04Z,2017-06-12T15:49:00Z,0,https://twitter.com/perriehoekstra,"NL, Groningen",2017-06-12T21:19:20Z,28,28,['http://www.perriehoekstra.nl'],twitter,MICROBLOG,https://twitter.com/perriehoekstra,,DEFAULT,0,ADAPTIVE,0.0,Perrie Hoekstra,19818365,0,False,['vluchtelingen'],POST,6.5.182,
7,https://pbs.twimg.com/profile_images/378800000477284693/ae6e5781f3a3e9895f87fd663a7433a5_400x400.jpeg,UNKNOWN,Jan_Pijnenburg,https://twitter.com/Jan_Pijnenburg,Jan,1882308859,1497457500083,https://twitter.com/Jan_Pijnenburg/status/875017568947490817,,2017-06-14T16:28:03Z,,twitter.com,,,,,,,,,,paPBfwVeWBREensnSoJr0Ozcxxc,875017568947490817,,,,,SOURCE_TASK,nl,2017-06-14T16:28:03Z,,,Kaartje. Waar werden 'vluchtelingen' opgepikt,True,HMWNgx1oAuH5aJGhGKuH5r5qgNc,TEXT,45,,303,,https://twitter.com/Jan_Pijnenburg/status/875017568947490817,,2017-06-14T14:07:56Z,False,,,,https://twitter.com/Jan_Pijnenburg/status/875017568947490817,NEUTRAL,1497457683972700186,74583,True,https://pbs.twimg.com/profile_images/382575153/twid_bigger.jpg,geenstijl,https://twitter.com/geenstijl,GeenStijl,17288456,874991800662020096,https://twitter.com/geenstijl/status/874991800662020096,https://twitter.com/geenstijl,GeenStijl,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],LJCaOpnsfxq2eOd1DOcL2Hx2QF0,388273,2013-09-19T12:32:00Z,2017-05-29T19:22:06Z,"<p>PVV, levensmiddelentechnoloog, levensgenieter, dierenvriend, Twitter op persoonlijke titel.</p>",0,0,179,5485,4099,Jan_Pijnenburg,BPQGozQgp1jWgB6ltczUzkIjzHY,200,0,https://pbs.twimg.com/profile_images/378800000477284693/ae6e5781f3a3e9895f87fd663a7433a5_400x400.jpeg,0,2017-06-14T10:28:31Z,2017-06-14T16:28:02Z,2017-06-14T13:59:01Z,0,https://twitter.com/jan_pijnenburg,,2017-06-14T16:28:02Z,40,40,,twitter,MICROBLOG,https://twitter.com/jan_pijnenburg,,DEFAULT,0,ADAPTIVE,0.0,Jan,8939299,0,False,,POST,6.5.188,
8,https://pbs.twimg.com/profile_images/1994723760/logoDHFMzonder920_bigger.jpg,UNKNOWN,DenHaagFM,https://twitter.com/DenHaagFM,Den Haag FM,74416862,1497625800011,https://twitter.com/DenHaagFM/status/875687540069724161,,2017-06-16T15:13:02Z,,twitter.com,,NL,,Netherlands,SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,ndqb6H1Iq3bPtT94F5m0HDIsLUs,875687540069724161,,,,,SOURCE_TASK,nl,2017-06-16T15:13:02Z,0.0,,Wethouder Wijsmuller: “Integratie vluchtelingen komt op gang”,True,1UWS3HaEdhmdZBrtTbHFhNcZVpc,TEXT,61,,304,,https://twitter.com/DenHaagFM/status/875687540069724161,,2017-06-16T12:12:33Z,False,,,,https://twitter.com/DenHaagFM/status/875687540069724161,NEUTRAL,1497625982576800230,32811,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],W0sXZmN7vJiT-byhg4nIRjRlIvg,372473,2009-09-15T03:37:00Z,2017-05-29T19:46:12Z,"<p>Den Haag FM is dé omroep voor Den Haag en omgeving. Op 92.0 FM hoor je de hele dag het nieuws uit je eigen stad, sport, cultuur en de beste muziek.</p>",0,0,667,8213,775,DenHaagFM,xDAoLBdNC3md5YSufmiiDzzgJXQ,200,0,https://pbs.twimg.com/profile_images/1994723760/logoDHFMzonder920_400x400.jpg,0,2017-06-16T06:17:36Z,2017-06-16T15:13:01Z,2017-06-16T06:20:02Z,0,https://twitter.com/denhaagfm,Netherlands,2017-06-16T15:13:31Z,20,20,['http://www.denhaagfm.nl'],twitter,MICROBLOG,https://twitter.com/denhaagfm,,DEFAULT,0,ADAPTIVE,0.0,Den Haag FM,32008015,0,False,,POST,6.5.188,
9,https://pbs.twimg.com/profile_images/813538463136018433/h58eN8rZ_bigger.jpg,UNKNOWN,Pritt,https://twitter.com/Pritt,Pritt,14215526,1497449700015,https://twitter.com/Pritt/status/874991991989440512,0.0,2017-06-14T14:15:02Z,0.0,twitter.com,,,,Platteland,DEFAULT,,,,,hGBy_dPfS-fNw40ze55xACqizsM,874991991989440512,,,,,SOURCE_TASK,nl,2017-06-14T16:47:01Z,0.0,,GeenStijl: Kaartje. Waar werden 'vluchtelingen' opgepikt -,True,7mnsEfGYRM5Cd-C3atFAgipy644,TEXT,58,,305,1.0,https://twitter.com/Pritt/status/874991991989440512,,2017-06-14T14:08:42Z,False,,,,https://twitter.com/Pritt/status/874991991989440512,NEUTRAL,1497449702097600043,46115,False,,,,,,,,,,NONE,4.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],AMypqBK4b79J0eG6VaYP347wMV4,364974,2008-03-25T06:56:00Z,2017-05-29T19:19:10Z,"<p>Blogger, journalist, cook, Dutch. Guerrilla marketing pirate and Volvo owning warrior poet. Laughs at PvdA, D66, Brussels &amp; GroenLinks.</p>",0,0,1194,32596,1241,Pritt,8uaiJszI_r0-llIsPR9bHbBv1lU,200,0,https://pbs.twimg.com/profile_images/813538463136018433/h58eN8rZ_400x400.jpg,0,2017-06-14T09:37:36Z,2017-06-14T14:15:01Z,2017-06-14T11:48:01Z,0,https://twitter.com/pritt,Platteland,2017-06-14T14:15:21Z,24,24,['http://www.geenstijl.nl'],twitter,MICROBLOG,https://twitter.com/pritt,,DEFAULT,0,ADAPTIVE,0.0,Pritt,8838131,0,False,,POST,6.5.188,
