,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image3_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version
0,https://pbs.twimg.com/profile_images/743563712204771328/ONNiR1GC_400x400.jpg,MALE,SaveChildrenNL,https://twitter.com/SaveChildrenNL,Save the Children NL,58430505,1491863400064,https://twitter.com/SaveChildrenNL/status/851503231872192512,,2017-04-10T22:30:03Z,,twitter.com,The Hague,NL,PPLG,Den Haag,SOURCE_LOCATION,"The Hague, Gemeente Den Haag, South Holland, Netherlands",2747373,"52.07667,4.29861",South Holland,YHIey_blNkfPdIk67Mf1el3bcjw,851503231872192512,,,,,SOURCE_TASK,nl,2017-04-10T22:30:03Z,,,Tienjarige Jami uit #Afghanistan slaapt tussen de ratten in Servië. #vluchtelingen @SaveChildrenNL,True,HodpSiWzu8Q5RM4YX1A8ETJyALc,TEXT,98,['SaveChildrenNL'],324,,https://twitter.com/SaveChildrenNL/status/851503231872192512,2017-04-10T18:30:22Z,False,,,https://twitter.com/SaveChildrenNL/status/851503231872192512,NEUTRAL,1491863403429700135,21564,True,https://pbs.twimg.com/profile_images/723083090596368384/_0kfkOy-_bigger.jpg,VluchtelingenEU,https://twitter.com/VluchtelingenEU,VluchtelingenEU,723081730987454464,851502632971718657,https://twitter.com/VluchtelingenEU/status/851502632971718657,https://twitter.com/VluchtelingenEU,VluchtelingenEU,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],lLBZ39-U-9rJOY55HtKFDFS1C14,340956,2009-07-20T02:08:00Z,2017-04-06T21:03:12Z,<p>Save the Children is de grootste onafhankelijke kinderrechtenorganisatie ter wereld en komt op voor het verbeteren van de leefomstandigheden van kinderen.</p>,0,0,492,4679,1763,SaveChildrenNL,0mxOqiQNbN9BYgTUz-KTGFJ-uHo,200,0,https://pbs.twimg.com/profile_images/743563712204771328/ONNiR1GC_400x400.jpg,0,2017-04-04T09:59:47Z,2017-04-10T22:30:01Z,2017-04-10T09:50:04Z,0,https://twitter.com/savechildrennl,Den Haag,2017-04-10T22:34:35Z,28,28,['http://www.savethechildren.nl'],twitter,MICROBLOG,https://twitter.com/savechildrennl,,DEFAULT,0,ADAPTIVE,0.0,Save the Children NL,45868465,0,False,"['Afghanistan', 'vluchtelingen']",POST,6.5.159
1,https://pbs.twimg.com/profile_images/472276569507913728/DGFPL1E9_400x400.jpeg,UNKNOWN,Oikoumene,https://twitter.com/Oikoumene,WCC,31669941,1491922200052,https://twitter.com/Oikoumene/status/851769629064212480,,2017-04-11T14:52:04Z,,twitter.com,,,,,,,,,,aj_MAfEaF3n3dRMOy8U6FnGe_rQ,851769629064212480,,,,,SOURCE_TASK,nl,2017-04-11T14:52:04Z,,['https://t.co/Yp88QDrh80'],Christenen mogen niet in nieuwe kruisvaartmentaliteit vervallen https://shar.es/1QE4bm  @WCC_IA @Oikoumene #oecumene #vluchtelingen,True,h72CgDBpu8RfafvDD5pMBCKwsKw,TEXT,131,"['WCC_IA', 'Oikoumene']",313,,https://twitter.com/Oikoumene/status/851769629064212480,2017-04-11T10:10:28Z,False,,,https://twitter.com/Oikoumene/status/851769629064212480,NEUTRAL,1491922324512600003,92052,True,https://pbs.twimg.com/profile_images/684694558593138688/xJjfRmI1_bigger.png,kerknet,https://twitter.com/kerknet,Kerknet,145194999,851739217747116032,https://twitter.com/kerknet/status/851739217747116032,https://twitter.com/kerknet,Kerknet,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],iTBPVnnuNKnRvS6uiGbqQQJhLZQ,446995,2009-04-15T11:17:00Z,2017-04-06T21:03:47Z,"<p>World Council of Churches <a href=""https://twitter.com/hashtag/WCC?src=hash"">#<b>WCC</b></a> A worldwide fellowship of churches seeking unity in common witness &amp; Christian service. Follow also <a href=""https://twitter.com/OlavTveit"" rel=""nofollow"">@<b>OlavTveit</b></a> and <a href=""https://twitter.com/wccpilgrimage"" rel=""nofollow"">@<b>wccpilgrimage</b></a></p>",0,0,41177,19085,9982,Oikoumene,lTi4SCGvuJVdtTVoHgvG4Nstv7Y,200,0,https://pbs.twimg.com/profile_images/472276569507913728/DGFPL1E9_400x400.jpeg,0,2017-04-11T09:30:11Z,2017-04-11T14:52:01Z,2017-04-11T10:33:01Z,0,https://twitter.com/oikoumene,,2017-04-11T14:52:09Z,35,35,['http://www.oikoumene.org'],twitter,MICROBLOG,https://twitter.com/oikoumene,,DEFAULT,0,ADAPTIVE,0.0,WCC,15546119,0,True,"['oecumene', 'vluchtelingen']",POST,6.5.159
2,https://pbs.twimg.com/profile_images/848780887458291712/idfh_Wqf_400x400.jpg,FEMALE,puurpenny,https://twitter.com/puurpenny,Penny Bruijninckx,233861462,1492549500033,https://twitter.com/puurpenny/status/851744875611656192,,2017-04-18T21:06:54Z,,twitter.com,,,,Rossum | Cornwall | 073 | 010,DEFAULT,,,,,wU7jWPa1iUE1w2irYzxwFuSBOJE,851744875611656192,,,,,SOURCE_TASK,nl,2017-04-18T21:06:54Z,,,Op 1 mei organiseert het UAF een informatieochtend over de pre-bachelor aan de Universiteit Tilburg. #vluchtelingen #hogeronderwijs,True,h10Nve5H3vJtA_uJKLOG09fRYco,TEXT,131,,324,,https://twitter.com/puurpenny/status/851744875611656192,2017-04-11T10:30:10Z,False,,,https://twitter.com/puurpenny/status/851744875611656192,NEUTRAL,1492549614272900117,42833,True,https://pbs.twimg.com/profile_images/446660569148321792/lL6f3cty_bigger.png,UAFnl,https://twitter.com/UAFnl,UAF,229501066,851744175888510977,https://twitter.com/UAFnl/status/851744175888510977,https://twitter.com/UAFnl,UAF,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],WvD5g2z64LHfbWH3eaPuUzP5RBc,344344,2011-01-04T12:36:00Z,2017-04-18T21:06:50Z,"<p>Anglophile in love with Cornwall | kloek van empty nest | taalmaatje vluchtelingen | When you have more than you need, build a bigger table, not a higher fence.</p>",0,0,3557,1561,743,puurpenny,K4sKsUFQ2TNQnjTJ0uCP4N9Ou2A,200,0,https://pbs.twimg.com/profile_images/848780887458291712/idfh_Wqf_400x400.jpg,0,2017-04-05T10:04:58Z,2017-04-18T21:06:52Z,2017-04-06T20:55:55Z,0,https://twitter.com/puurpenny,Rossum | Cornwall | 073 | 010,2017-04-18T21:06:50Z,24,24,,twitter,MICROBLOG,https://twitter.com/puurpenny,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Penny Bruijninckx,3600000,0,False,"['hogeronderwijs', 'vluchtelingen']",POST,6.5.159
3,https://pbs.twimg.com/profile_images/1440766934/twitterlogo-04_400x400.jpg,UNKNOWN,VUamsterdam,https://twitter.com/VUamsterdam,Vrije Universiteit,18991187,1492110000004,https://twitter.com/VUamsterdam/status/852451893012041728,,2017-04-13T19:00:04Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,YapbTkZ0YpcvFSRrJMn5nIedlNw,852451893012041728,,,,,SOURCE_TASK,nl,2017-04-13T19:00:04Z,,['https://t.co/ol2hCuGdrV'],De prachtige #VUlezing van @ErnestvanderKwast gemist? Luister hier: http://txtradio.nl/programmas/abraham-kuyper-lezing/1491990312 … @VUamsterdam #vluchtelingen #integratie,True,TIw2JwiH6MDNGG_sOpoVF4cVDlU,TEXT,172,['VUamsterdam'],314,,https://twitter.com/VUamsterdam/status/852451893012041728,2017-04-13T08:11:51Z,False,,,https://twitter.com/VUamsterdam/status/852451893012041728,NEUTRAL,1492110004777400179,83804,True,https://pbs.twimg.com/profile_images/446660569148321792/lL6f3cty_bigger.png,UAFnl,https://twitter.com/UAFnl,UAF,229501066,852434141979324416,https://twitter.com/UAFnl/status/852434141979324416,https://twitter.com/UAFnl,UAF,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],0TQKeB-9DWnNI67TLkIiZe7K518,346203,2009-01-14T11:33:00Z,2017-04-06T21:19:00Z,<p>Officieel Twitteraccount van de Vrije Universiteit Amsterdam. Tweets door pers- en wetenschapsvoorlichters van de VU.</p>,0,0,103,45361,739,VUamsterdam,nFXrgPO7A6uWI88RCg4cz6fFK3s,200,0,https://pbs.twimg.com/profile_images/1440766934/twitterlogo-04_400x400.jpg,0,2017-04-12T08:25:31Z,2017-04-13T19:00:02Z,2017-04-13T04:45:01Z,0,https://twitter.com/vuamsterdam,Amsterdam,2017-04-13T19:03:58Z,36,36,['http://www.vu.nl'],twitter,MICROBLOG,https://twitter.com/vuamsterdam,,DEFAULT,0,ADAPTIVE,0.0,Vrije Universiteit,51536147,0,False,"['VUlezing', 'integratie', 'vluchtelingen']",POST,6.5.159
4,https://pbs.twimg.com/profile_images/795037342088261633/yjR-Lspn_400x400.jpg,UNKNOWN,BetVam,https://twitter.com/BetVam,B. V.,182127605,1491865800026,https://twitter.com/BetVam/status/851508319592304640,,2017-04-10T23:10:02Z,,twitter.com,,,,Vlaming - Vlaanderen,DEFAULT,,,,,QB3xY9Wd4Hp0nhijUof7g5pQ2uY,851508319592304640,,,,,SOURCE_TASK,nl,2017-04-10T23:10:02Z,,,In #zweden zijn ze tot besef gekomen tot wat teveel opvang v andersdenkenden #illegalen #vluchtelingen in massa kan leiden.. #RealityCheck,True,o3wogV9_0nt5lyaWqV-fGFn6ZDE,TEXT,138,,314,,https://twitter.com/BetVam/status/851508319592304640,2017-04-10T17:15:08Z,False,,,https://twitter.com/BetVam/status/851508319592304640,NEUTRAL,1491865802536100193,77126,True,https://pbs.twimg.com/profile_images/666570854080344065/-PYE_7nr_bigger.jpg,verstrepen,https://twitter.com/verstrepen,jurgen verstrepen,17468652,851483701439590401,https://twitter.com/verstrepen/status/851483701439590401,https://twitter.com/verstrepen,jurgen verstrepen,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],v0aygC3TvZoKn3p7_7gYpdS66e4,341004,2010-08-23T03:17:00Z,2017-04-06T21:04:37Z,"<p>Ik <img src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" alt=""❤️"" title=""Heavy red heart""> van Vlaanderen.</p>",0,0,68337,862,642,BetVam,DxZIm9Zyz5pEYLIGaBlerugwVqM,200,0,https://pbs.twimg.com/profile_images/795037342088261633/yjR-Lspn_400x400.jpg,0,2017-04-10T13:14:38Z,2017-04-10T23:10:00Z,2017-04-10T15:36:01Z,0,https://twitter.com/betvam,Vlaming - Vlaanderen,2017-04-10T23:10:29Z,32,32,,twitter,MICROBLOG,https://twitter.com/betvam,,DEFAULT,0,ADAPTIVE,0.0,B. V.,27266702,0,False,"['RealityCheck', 'illegalen', 'vluchtelingen', 'zweden']",POST,6.5.159
5,https://pbs.twimg.com/profile_images/1440766934/twitterlogo-04_bigger.jpg,UNKNOWN,VUamsterdam,https://twitter.com/VUamsterdam,Vrije Universiteit,18991187,1491952800020,https://twitter.com/VUamsterdam/status/851887086458335233,0.0,2017-04-11T23:20:02Z,0.0,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,P0a-Nvc15BaH1mqvcVcXk4ffzdw,851887086458335233,,,,https://pbs.twimg.com/media/C9KCyH2XgAAaZ16.jpg,SOURCE_TASK,nl,2017-04-12T14:30:02Z,8.0,,"Rector Vinod Subramaniam bedankt @ernestvdkwast, Vrije Schrijver VU #lezing #vluchtelingen @UAFnl",True,9O1KWNBwTuAMd2DzEUUkCVNDREI,TEXT,97,['UAFnl'],326,1.0,https://twitter.com/VUamsterdam/status/851887086458335233,2017-04-11T19:58:03Z,False,,,https://twitter.com/VUamsterdam/status/851887086458335233,NEUTRAL,1491952802777400210,66620,False,,,,,,,,,,NONE,4.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],ElwguNJxcB0gYwDf2N8FxlwuD30,339368,2009-01-14T11:33:00Z,2017-04-06T21:19:00Z,<p>Officieel Twitteraccount van de Vrije Universiteit Amsterdam. Tweets door pers- en wetenschapsvoorlichters van de VU.</p>,0,0,103,45353,739,VUamsterdam,nFXrgPO7A6uWI88RCg4cz6fFK3s,200,0,https://pbs.twimg.com/profile_images/1440766934/twitterlogo-04_400x400.jpg,0,2017-04-10T08:35:10Z,2017-04-11T23:20:01Z,2017-04-11T08:50:02Z,0,https://twitter.com/vuamsterdam,Amsterdam,2017-04-11T23:24:21Z,32,32,['http://www.vu.nl'],twitter,MICROBLOG,https://twitter.com/vuamsterdam,,DEFAULT,0,ADAPTIVE,0.0,Vrije Universiteit,52458094,0,False,"['lezing', 'vluchtelingen']",POST,6.5.159
6,https://pbs.twimg.com/profile_images/836205735004483584/SnNVayN8_bigger.jpg,MALE,NicovandenHam,https://twitter.com/NicovandenHam,Nico van den Ham,1320402168,1491645300007,https://twitter.com/NicovandenHam/status/850639668647473152,0.0,2017-04-08T09:56:01Z,0.0,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,0PsOHMBb6iGigIddqSzFlXmt5c8,850639668647473152,,,,https://pbs.twimg.com/media/C84UQiJXcAEv4Sa.jpg,SOURCE_TASK,nl,2017-04-09T10:56:03Z,3.0,['https://t.co/Jd6tJfuPEh'],#Overheid verplicht #gemeenten #huisvesting te bieden aan 10.000 #vluchtelingen in 2e helft 2017 >>> http://bit.ly/2oM3ZC2  #Daklozen,True,O579hh-TtinBiaQ-ogHc1Uv0Phc,TEXT,133,,335,2.0,https://twitter.com/NicovandenHam/status/850639668647473152,2017-04-08T09:21:15Z,False,,,https://twitter.com/NicovandenHam/status/850639668647473152,NEUTRAL,1491645361255100055,87407,False,,,,,,,,,,NONE,7.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],7nj9mVWkYAL8InT9uBa0OQFb0OY,332492,2013-04-01T07:08:00Z,2017-04-06T21:04:15Z,"<p>Ik ben Nico van den Ham. Melder van misstanden. Melder van slechts datgene wat hem is overkomen en die voor het melden daarvan, zwaar wordt bestraft</p>",0,0,491,18154,18245,NicovandenHam,AcaL464dqfWMjwwMln0_KFmMqtU,200,0,https://pbs.twimg.com/profile_images/836205735004483584/SnNVayN8_400x400.jpg,0,2017-04-08T03:51:57Z,2017-04-08T09:56:01Z,2017-04-08T05:02:03Z,0,https://twitter.com/nicovandenham,Amsterdam,2017-04-08T09:56:51Z,26,26,['http://www.nicovandenham2.blogspot.nl'],twitter,MICROBLOG,https://twitter.com/nicovandenham,,DEFAULT,0,ADAPTIVE,0.0,Nico van den Ham,17686363,0,False,"['Daklozen', 'Overheid', 'gemeenten', 'huisvesting', 'vluchtelingen']",POST,6.5.159
7,https://pbs.twimg.com/profile_images/737356377425911808/yFhwZDZa_bigger.jpg,UNKNOWN,Pensioenspook,https://twitter.com/Pensioenspook,Pensioenspook,415067387,1492070400062,https://twitter.com/Pensioenspook/status/852263693735911425,,2017-04-13T08:00:11Z,,twitter.com,Brugge,BE,PPL,Brugge,SOURCE_LOCATION,"Brugge, Provincie West-Vlaanderen, Flanders, Belgium",2800931,"51.20892,3.22424",Flanders,4gV0WzXZIlrhxaE7Tu-DhPFAV94,852263693735911425,,,,,SOURCE_TASK,nl,2017-04-13T08:00:11Z,8.0,,"Homans had m.a.w 0,002% gelijk, waarmee ze haar vorig persoonlijk record verbreekt. #Knack #armoede #vluchtelingen",True,D01ih81dVZyUAn7a6AOYIU-NMJ4,TEXT,114,,316,,https://twitter.com/Pensioenspook/status/852263693735911425,2017-04-12T20:54:33Z,False,,,https://twitter.com/Pensioenspook/status/852263693735911425,NEUTRAL,1492070411512600164,3262,,,,,,,,,,,NONE,1.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],wG1REHWY1R-AeKNBrBTKtlOSBJ8,334895,2011-11-17T01:25:00Z,2017-04-06T20:57:40Z,<p>Linkse hobbytrol. Niet echt fan van N-VA.</p>,0,0,4994,5714,5325,Pensioenspook,IUThmptEthLnwrL1ESuElV8rMmg,200,0,https://pbs.twimg.com/profile_images/737356377425911808/yFhwZDZa_400x400.jpg,0,2017-04-09T20:12:55Z,2017-04-13T08:00:10Z,2017-04-09T23:00:01Z,0,https://twitter.com/pensioenspook,Brugge,2017-04-13T08:52:06Z,23,23,['http://www.dewereldmorgen.be/'],twitter,MICROBLOG,https://twitter.com/pensioenspook,,DEFAULT,0,ADAPTIVE,0.0,Pensioenspook,294723670,0,False,"['Knack', 'armoede', 'vluchtelingen']",POST,6.5.159
8,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_bigger.jpg,UNKNOWN,aNyWaytwit,https://twitter.com/aNyWaytwit,aNyWay  🇳🇱 🇪🇺,224313187,1492088400040,https://twitter.com/aNyWaytwit/status/852430871965700098,,2017-04-13T13:00:06Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,KCMaQNFjSDX5hz8skOhQw_GZ6xA,852430871965700098,,,,,SOURCE_TASK,nl,2017-04-13T13:00:06Z,1.0,,"Werden #vluchtelingen maar zo ruimhartig verwelkomt. #panda Even uur niet opgelet. Al nieuw nieuws over Wu Wen en Xing Ya? Hoe de nacht was, of opvang 'ruimhartig' is? pic.twitter.com/pnRgulnER5",True,SPKYnlU3C5bGuffeSvgN_eL0Gis,TEXT,194,,315,,https://twitter.com/aNyWaytwit/status/852430871965700098,2017-04-13T07:58:51Z,False,,,https://twitter.com/aNyWaytwit/status/852430871965700098,NEUTRAL,1492088406355800407,12240,True,,keesboonman,https://twitter.com/keesboonman,kees boonman,372163694,852424455796215808,https://twitter.com/keesboonman/status/852424455796215808,https://twitter.com/keesboonman,kees boonman,REPLY,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],AoshgqWkVWpMLa2M7c9LSneDXIs,401735,2010-12-08T09:48:00Z,2017-04-06T21:19:13Z,<p>Entrepreneur. Motorrijden. Sporten. Met de hond er op uit. Dierenliefhebber. Nieuws/politiek. Hekel aan racisten (blok) geloofgekkies hooligans geweld en oorlog</p>,0,0,4680,213,99,aNyWaytwit,dpljNVkw4vGJ97QRXtYvjb1eYj0,200,0,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_400x400.jpg,0,2017-04-06T20:06:54Z,2017-04-13T13:00:04Z,2017-04-06T21:19:13Z,0,https://twitter.com/anywaytwit,Amsterdam,2017-04-13T13:17:33Z,21,21,['http://www.artikel1.nl'],twitter,MICROBLOG,https://twitter.com/anywaytwit,,DEFAULT,0,ADAPTIVE,0.0,aNyWay 🇳🇱🇪🇺,575898876,0,False,['vluchtelingen'],POST,6.5.159
9,https://pbs.twimg.com/profile_images/734712443864240128/2oghUxhr_bigger.jpg,UNKNOWN,refdag,https://twitter.com/refdag,RD.nl,27020266,1492093500056,https://twitter.com/refdag/status/852517703663460354,,2017-04-13T14:29:03Z,,twitter.com,Apeldoorn,NL,PPL,"Apeldoorn, Nederland",SOURCE_LOCATION,"Apeldoorn, Gemeente Apeldoorn, Gelderland, Netherlands",2759706,"52.21,5.96944",Gelderland,nEn5uc586EokDp6z4wQcyzDbWag,852517703663460354,,,,https://pbs.twimg.com/media/C9TAVTAXkAEhcE9.jpg,SOURCE_TASK,nl,2017-04-13T14:29:03Z,0.0,['https://t.co/73P5QxiVu0'],Honderd migranten vermist na zinken boot bij Libië #vluchtelingen http://rd.nl/1.1392982 ,True,EubxnzbKglNPRcnEY_ZSfHuZp0o,TEXT,89,,324,,https://twitter.com/refdag/status/852517703663460354,2017-04-13T13:43:54Z,False,,,https://twitter.com/refdag/status/852517703663460354,NEUTRAL,1492093743835700274,58856,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],PPx9K7PdTFP_x3FDLgGyeFqjLr8,329761,2009-03-27T07:59:00Z,2017-04-06T21:00:10Z,"<p>RD.nl is de website van het Reformatorisch Dagblad, een landelijk christelijk dagblad. Volg ons ook op <a href=""https://t.co/QgK85nvPb6"" rel=""nofollow noopener"" title=""http://facebook.com/refdag""><span>http://</span><span>facebook.com/refdag</span><span><span>&nbsp;</span></span></a>.</p>",0,0,243,8839,251,refdag,o0UbZ6LrfMufMxSeF4S0DORdo4M,200,0,https://pbs.twimg.com/profile_images/734712443864240128/2oghUxhr_400x400.jpg,0,2017-04-13T12:21:05Z,2017-04-13T14:29:02Z,2017-04-13T12:37:01Z,0,https://twitter.com/refdag,"Apeldoorn, Nederland",2017-04-13T14:29:09Z,20,20,['http://rd.nl'],twitter,MICROBLOG,https://twitter.com/refdag,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,RD.nl,6726307,0,True,['vluchtelingen'],POST,6.5.159
