,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image3_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/812988042432675840/OskyEOd9_bigger.jpg,UNKNOWN,metaalarbeider,https://twitter.com/metaalarbeider,\m/€T@@L,188372331,1495585800096,https://twitter.com/metaalarbeider/status/867108603366387712,,2017-05-24T00:32:06Z,,twitter.com,Rotterdam,NL,PPL,"Rotterdam, The Netherlands",SOURCE_LOCATION,"Rotterdam, Gemeente Rotterdam, South Holland, Netherlands",2747891,"51.9225,4.47917",South Holland,daOyD1H5X5oZqH8Nik3OUwqsbZw,867108603366387712,,,,,SOURCE_TASK,nl,2017-05-24T00:32:06Z,0.0,,Ah #vluchtelingen als dader. Goh?? #Manchester #Nieuwsuur,True,5wCasu8xBZ_ocxFPa8qHSFxt62M,TEXT,57,,314,,https://twitter.com/metaalarbeider/status/867108603366387712,2017-05-23T20:02:55Z,False,,,https://twitter.com/metaalarbeider/status/867108603366387712,NEUTRAL,1495585926348900074,94396,,,,,,,,,,,NONE,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],ghwIHgrwG-f8GAJVCaaI612Rt40,362320,2010-09-08T08:40:00Z,2017-05-24T00:32:05Z,<p>Auteur van de bestsellers [Achter elke ongelukkige man staat een vrouw] en [Jehova's mijden of Jehova's meiden: een duivels dilemma] (verwacht januari 2015).</p>,0,0,12416,5234,5503,metaalarbeider,7Yy1fPSeoajgppaj-AJVCZWT1U0,200,0,https://pbs.twimg.com/profile_images/812988042432675840/OskyEOd9_400x400.jpg,0,2017-05-10T21:23:36Z,2017-05-24T00:32:05Z,2017-05-10T22:19:19Z,0,https://twitter.com/metaalarbeider,"Rotterdam, The Netherlands",2017-05-24T00:32:05Z,32,32,['https://www.youtube.com/watch?v=fu_61i0RnC8'],twitter,MICROBLOG,https://twitter.com/metaalarbeider,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,\m/€T@@L,3600000,0,False,"['Manchester', 'Nieuwsuur', 'vluchtelingen']",POST,6.5.166,
1,https://pbs.twimg.com/profile_images/808424146619219969/lceh6JNY_bigger.jpg,UNKNOWN,CrusaderDutch,https://twitter.com/CrusaderDutch,Crusader  🇳🇱,3355728527,1495592400073,https://twitter.com/CrusaderDutch/status/867028957908148224,,2017-05-24T02:24:57Z,,twitter.com,,,,,,,,,,3DyC4uDAd81Li06aQd0MmiN6Mg0,867028957908148224,,,,,SOURCE_TASK,nl,2017-05-24T02:24:57Z,0.0,['https://t.co/5nYU8sHJcP'],http://www.omroepwest.nl/nieuws/3425629/Statushouders-willen-dat-leefomstandigheden-verbeteren … Kan je hier ook even langs gaan? #vluchtelingen Raadslid Wineke 't Hart loopt voor vluchtelingen - https://pijnacker-nootdorp.tv/raadslid-wineke-t-hart-loopt-vluchtelingen/ … #pijnacker #nootdorp pic.twitter.com/nr6rqEPl8B,True,Z_Upzc8J3vvsD5b5shb23nI79Ag,TEXT,319,,314,,https://twitter.com/CrusaderDutch/status/867028957908148224,2017-05-23T14:46:26Z,False,,,https://twitter.com/CrusaderDutch/status/867028957908148224,NEUTRAL,1495592697704100064,87373,True,,feelgood105,https://twitter.com/feelgood105,Feel Good Radio P-N,632983353,867028004312145920,https://twitter.com/feelgood105/status/867028004312145920,https://twitter.com/feelgood105,Feel Good Radio P-N,REPLY,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],biiCTtQoLO56Xlk7883ThKT32_A,372923,2015-07-02T03:05:00Z,2017-05-24T02:24:55Z,<p>A crusade against evil. Save the world. Protect your standards and values before its to late. I love my country. Qua Patet Orbis. I tweet in Dutch and English.</p>,0,0,1649,257,395,CrusaderDutch,Ew3Reng1fhuHGtLS3gnZkg0UeGA,200,0,https://pbs.twimg.com/profile_images/808424146619219969/lceh6JNY_400x400.jpg,0,2017-05-10T16:43:47Z,2017-05-24T02:24:56Z,2017-05-10T22:46:06Z,0,https://twitter.com/CrusaderDutch,,2017-05-24T02:24:55Z,29,29,,twitter,MICROBLOG,https://twitter.com/CrusaderDutch,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Crusader 🇳🇱,3600000,0,False,['vluchtelingen'],POST,6.5.166,
2,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_400x400.jpg,MALE,EduardNazarski,https://twitter.com/EduardNazarski,Eduard Nazarski,448237993,1495609200078,https://twitter.com/EduardNazarski/status/866550004483227648,,2017-05-24T07:02:00Z,,twitter.com,,,,,,,,,,_sYspjeZIxON_yJyuagTVh6i5x4,866550004483227648,,,,,SOURCE_TASK,nl,2017-05-24T07:02:00Z,,,Formeren met principes Opinie @Joop_nl #vluchtelingen #formatie #bezinning,True,10-TcVYVRLWdsEtp3s15w63XNiI,TEXT,74,['Joop_nl'],324,,https://twitter.com/EduardNazarski/status/866550004483227648,2017-05-20T13:04:41Z,False,,,https://twitter.com/EduardNazarski/status/866550004483227648,NEUTRAL,1495609320498400034,4478,True,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_bigger.jpg,EduardNazarski,https://twitter.com/EduardNazarski,Eduard Nazarski,448237993,865916186499981312,https://twitter.com/EduardNazarski/status/865916186499981312,https://twitter.com/EduardNazarski,Eduard Nazarski,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],9Zskuub1wdBzJXLNgIDpBuEqCSM,365796,2011-12-27T11:39:00Z,2017-05-24T07:01:57Z,<p>Directeur Amnesty International Nederland</p>,0,0,1799,3755,449,EduardNazarski,EcSF15vOItnlC6EYhd6Vz4YuATg,200,0,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_400x400.jpg,0,2017-05-10T17:03:17Z,2017-05-24T07:01:59Z,2017-05-10T23:47:56Z,0,https://twitter.com/EduardNazarski,,2017-05-24T07:01:57Z,30,30,['http://www.amnesty.nl'],twitter,MICROBLOG,https://twitter.com/EduardNazarski,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Eduard Nazarski,3600000,0,False,"['bezinning', 'formatie', 'vluchtelingen']",POST,6.5.166,
3,https://pbs.twimg.com/profile_images/684440188253241345/0_rKu11v_400x400.png,UNKNOWN,Joop_nl,https://twitter.com/Joop_nl,Joop,76619082,1495294200068,https://twitter.com/Joop_nl/status/865921826106601472,,2017-05-20T15:34:04Z,,twitter.com,Hilversum,NL,PPL,Hilversum,SOURCE_LOCATION,"Hilversum, Gemeente Hilversum, North Holland, Netherlands",2754064,"52.22333,5.17639",North Holland,MXS_-Cy0wJbymvv1uvLi0i6lgDA,865921826106601472,,,,,SOURCE_TASK,nl,2017-05-20T15:34:04Z,,,Heel sterk stuk van collega @EduardNazarski - formeren met principes. #vluchtelingen #formatie Formeren met principes Opinie @Joop_nl #vluchtelingen #formatie #bezinning https://shar.es/1RbBl2 ,True,KQrDHxvtGjG_AK-wkImeF40mr1E,TEXT,193,"['EduardNazarski', 'Joop_nl']",313,,https://twitter.com/Joop_nl/status/865921826106601472,2017-05-20T13:26:09Z,False,,,https://twitter.com/Joop_nl/status/865921826106601472,NEUTRAL,1495294444770700246,37168,True,https://pbs.twimg.com/profile_images/828652675344515073/nUIOAZXo_bigger.jpg,GaurivanGulik,https://twitter.com/GaurivanGulik,Gauri van Gulik,586625152,865921588398522368,https://twitter.com/GaurivanGulik/status/865921588398522368,https://twitter.com/GaurivanGulik,Gauri van Gulik,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],ihKgwtLObUllNOOSJq651qqvm0Y,345404,2009-09-23T04:24:00Z,2017-04-18T21:13:38Z,<p>Joop is de opiniesite van de VARA</p>,0,0,252,23958,1117,Joop_nl,2P4JYUKpA5RgHED74DzfmIfYjB0,200,0,https://pbs.twimg.com/profile_images/684440188253241345/0_rKu11v_400x400.png,0,2017-05-20T11:13:52Z,2017-05-20T15:34:03Z,2017-05-20T12:45:01Z,0,https://twitter.com/joop_nl,Hilversum,2017-05-20T15:34:27Z,21,21,['http://joop.nl'],twitter,MICROBLOG,https://twitter.com/joop_nl,,DEFAULT,0,ADAPTIVE,0.0,Joop,10165513,0,False,"['formatie', 'vluchtelingen']",POST,6.5.166,
4,https://pbs.twimg.com/profile_images/808424146619219969/lceh6JNY_bigger.jpg,UNKNOWN,CrusaderDutch,https://twitter.com/CrusaderDutch,Crusader  🇳🇱,3355728527,1495592400026,https://twitter.com/CrusaderDutch/status/867030399037386752,,2017-05-24T02:24:57Z,,twitter.com,,,,,,,,,,NgyQaVcRBd1U7dyzuL2D2KnCRG4,867030399037386752,,,,,SOURCE_TASK,nl,2017-05-24T02:24:57Z,0.0,,"Beter zij, dan wij #vluchtelingen Wie deur sluit voor vluchtelingen is medeschuldig aan alle lijken in de Middelandse Zee #onzinverkopenisgeenkunst schuldigenaanwijzenookniet https://twitter.com/arnoldkarskens/status/866905192234713088 …",True,ar2wPeltn0Hmids7tKJxbr8_Q6U,TEXT,237,,314,,https://twitter.com/CrusaderDutch/status/867030399037386752,2017-05-23T14:52:10Z,False,,,https://twitter.com/CrusaderDutch/status/867030399037386752,NEUTRAL,1495592697704100061,61326,True,,wdekonink,https://twitter.com/wdekonink,Willy de Konink,624059109,867030065309257729,https://twitter.com/wdekonink/status/867030065309257729,https://twitter.com/wdekonink,Willy de Konink,REPLY,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],biiCTtQoLO56Xlk7883ThKT32_A,372923,2015-07-02T03:05:00Z,2017-05-24T02:24:55Z,<p>A crusade against evil. Save the world. Protect your standards and values before its to late. I love my country. Qua Patet Orbis. I tweet in Dutch and English.</p>,0,0,1649,257,395,CrusaderDutch,Ew3Reng1fhuHGtLS3gnZkg0UeGA,200,0,https://pbs.twimg.com/profile_images/808424146619219969/lceh6JNY_400x400.jpg,0,2017-05-10T16:43:47Z,2017-05-24T02:24:56Z,2017-05-10T22:46:06Z,0,https://twitter.com/CrusaderDutch,,2017-05-24T02:24:55Z,29,29,,twitter,MICROBLOG,https://twitter.com/CrusaderDutch,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Crusader 🇳🇱,3600000,0,False,['vluchtelingen'],POST,6.5.166,
5,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_bigger.jpg,MALE,EduardNazarski,https://twitter.com/EduardNazarski,Eduard Nazarski,448237993,1495609200060,https://twitter.com/EduardNazarski/status/865916186499981312,,2017-05-24T07:02:00Z,,twitter.com,,,,,,,,,,Gqxs2VqEKNz_s8NJPcxNzmBdNYA,865916186499981312,,,,,SOURCE_TASK,nl,2017-05-24T07:02:00Z,5.0,,Formeren met principes Opinie @Joop_nl #vluchtelingen #formatie #bezinning,True,10-TcVYVRLWdsEtp3s15w63XNiI,TEXT,74,['Joop_nl'],326,,https://twitter.com/EduardNazarski/status/865916186499981312,2017-05-20T13:04:41Z,False,,,https://twitter.com/EduardNazarski/status/865916186499981312,NEUTRAL,1495609320498400040,95360,,,,,,,,,,,NONE,4.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],9Zskuub1wdBzJXLNgIDpBuEqCSM,365796,2011-12-27T11:39:00Z,2017-05-24T07:01:57Z,<p>Directeur Amnesty International Nederland</p>,0,0,1799,3755,449,EduardNazarski,EcSF15vOItnlC6EYhd6Vz4YuATg,200,0,https://pbs.twimg.com/profile_images/836520332446019584/MYz_fE8Y_400x400.jpg,0,2017-05-10T17:03:17Z,2017-05-24T07:01:59Z,2017-05-10T23:47:56Z,0,https://twitter.com/EduardNazarski,,2017-05-24T07:01:57Z,30,30,['http://www.amnesty.nl'],twitter,MICROBLOG,https://twitter.com/EduardNazarski,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Eduard Nazarski,3600000,0,False,"['bezinning', 'formatie', 'vluchtelingen']",POST,6.5.166,
6,https://pbs.twimg.com/profile_images/72142386/twit6_400x400.png,MALE,2525,https://twitter.com/2525,Francisco van Jole,798003,1495310400068,https://twitter.com/2525/status/865927391398547457,,2017-05-20T20:02:02Z,,twitter.com,Rotterdam,NL,PPL,"Rotterdam, the Netherlands",SOURCE_LOCATION,"Rotterdam, Gemeente Rotterdam, South Holland, Netherlands",2747891,"51.9225,4.47917",South Holland,Xj5FrNZRBHF3vgcdmFJYjL8NP1A,865927391398547457,,,,,SOURCE_TASK,nl,2017-05-20T20:02:02Z,,,Heel sterk stuk van collega @EduardNazarski - formeren met principes. #vluchtelingen #formatie Formeren met principes Opinie @Joop_nl #vluchtelingen #formatie #bezinning https://shar.es/1RbBl2 ,True,KQrDHxvtGjG_AK-wkImeF40mr1E,TEXT,193,"['EduardNazarski', 'Joop_nl']",323,,https://twitter.com/2525/status/865927391398547457,2017-05-20T13:26:09Z,False,,,https://twitter.com/2525/status/865927391398547457,NEUTRAL,1495310522838800024,58768,True,https://pbs.twimg.com/profile_images/828652675344515073/nUIOAZXo_bigger.jpg,GaurivanGulik,https://twitter.com/GaurivanGulik,Gauri van Gulik,586625152,865921588398522368,https://twitter.com/GaurivanGulik/status/865921588398522368,https://twitter.com/GaurivanGulik,Gauri van Gulik,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],ygJtRxRtYXxrWkw2Zotf0a9q99Q,351161,2007-02-27T04:47:00Z,2017-04-18T21:12:34Z,<p>Journalist. Joop.nl</p>,0,0,15133,30990,682,2525,CjE2J61U83msnAgWahG2lpX4pBo,200,0,https://pbs.twimg.com/profile_images/72142386/twit6_400x400.png,0,2017-05-19T19:41:24Z,2017-05-20T20:02:01Z,2017-05-20T08:30:03Z,0,https://twitter.com/2525,"Rotterdam, the Netherlands",2017-05-20T20:02:26Z,34,34,['http://www.franciscovanjole.com'],twitter,MICROBLOG,https://twitter.com/2525,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Francisco van Jole,41541720,0,False,"['formatie', 'vluchtelingen']",POST,6.5.166,
7,https://pbs.twimg.com/profile_images/775945582896484352/ERpUbLcO_400x400.jpg,UNKNOWN,groen,https://twitter.com/groen,Groen,8200752,1495614900017,https://twitter.com/groen/status/866565567465103360,,2017-05-24T08:37:04Z,,twitter.com,Brussels,BE,PPLC,Brussel,SOURCE_LOCATION,"Brussels, Bruxelles-Capitale, Brussels Capital, Belgium",2800866,"50.85045,4.34878",Brussels Capital,JLu3wUAPibZbl2RdP5UcKwxnYtE,866565567465103360,,,,https://pbs.twimg.com/media/DAacwAbXsAABs2x.jpg,SOURCE_TASK,nl,2017-05-24T08:37:04Z,,['https://t.co/n47GWgDw5E'],.@Groen pleit voor respect zelfidentificatie #LGBT-#vluchtelingen #CrossingBorders @WouterDeVriendt @demorgen http://zizo-online.be/article/11654 ,True,AaYhhQjq1wxXktb8tpYyKiTrbfo,TEXT,146,"['WouterDeVriendt', 'demorgen']",324,,https://twitter.com/groen/status/866565567465103360,2017-05-22T07:13:03Z,False,,,https://twitter.com/groen/status/866565567465103360,NEUTRAL,1495615024302000401,52817,True,https://pbs.twimg.com/profile_images/656795865231704065/mIq0heEu_bigger.jpg,ZiZoOnline,https://twitter.com/ZiZoOnline,ZiZo Online,459567535,866552473024155648,https://twitter.com/ZiZoOnline/status/866552473024155648,https://twitter.com/ZiZoOnline,ZiZo Online,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],iOhdvGetu6rWkflO4jTSPeif79o,349212,2007-08-15T03:25:00Z,2017-05-24T08:37:01Z,"<p>Groen bouwt aan de toekomst. We doen resoluut aan positieve politiek omdat het anders kan. Doe mee aan politiek voor en door doeners. <a href=""https://twitter.com/hashtag/hetkananders?src=hash"">#<b>hetkananders</b></a></p>",0,0,4661,26527,5127,groen,JQyv-pBnYp3HCnPb_MFK0KqZVQo,200,0,https://pbs.twimg.com/profile_images/775945582896484352/ERpUbLcO_400x400.jpg,0,2017-05-10T19:36:26Z,2017-05-24T08:37:03Z,2017-05-11T00:10:33Z,0,https://twitter.com/groen,Brussel,2017-05-24T08:37:01Z,30,30,['http://www.groen.be'],twitter,MICROBLOG,https://twitter.com/groen,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Groen,3600000,0,False,"['CrossingBorders', 'LGBT', 'vluchtelingen']",POST,6.5.166,
8,https://pbs.twimg.com/profile_images/692061906836832257/8t6hmIyL_bigger.jpg,UNKNOWN,maandanser2013,https://twitter.com/maandanser2013,maandanser.nl,1636304281,1495587000091,https://twitter.com/maandanser2013/status/867130474006814727,,2017-05-24T00:50:29Z,,twitter.com,,,,Europe - Netherlands -,DEFAULT,,,,,N4t_v2S_s-paXAMdgXWt3scI_Ks,867130474006814727,,,,,SOURCE_TASK,nl,2017-05-24T00:50:29Z,0.0,['https://t.co/BbNfKvELSv'],"""Zij worden vaak als zondebok aangewezen voor maatschappelijke problemen, en als profiteurs ...."" https://www.amnesty.nl/wat-we-doen/themas/vluchtelingen-en-migranten … #vluchtelingen",True,Vyb7NPUwHGn89eh54MSs5ngHNiY,TEXT,183,,314,,https://twitter.com/maandanser2013/status/867130474006814727,2017-05-23T21:29:50Z,True,,,https://twitter.com/maandanser2013/status/867130474006814727,NEUTRAL,1495587029726900016,3691,,,,,,,,,,,NONE,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],81-3BPaCqy6sZAsqgNO_JwgmTQ8,376720,2013-07-31T12:59:00Z,2017-05-24T00:50:28Z,"<p>- moondancer - on the moony side- <a href=""https://twitter.com/hashtag/music?src=hash"">#<b>music</b></a> - <a href=""https://twitter.com/hashtag/vrijegeluiden?src=hash"">#<b>vrijegeluiden</b></a> - <a href=""https://twitter.com/hashtag/cinema?src=hash"">#<b>cinema</b></a> - media - non/ sense - <a href=""https://twitter.com/hashtag/radiohead?src=hash"">#<b>radiohead</b></a> - <a href=""https://twitter.com/hashtag/Fipradio?src=hash"">#<b>Fipradio</b></a> - Dr. Maflov (Twanker) - <a href=""https://twitter.com/hashtag/mental?src=hash"">#<b>mental</b></a> health</p>",0,0,1266,415,927,maandanser2013,w0K8MJXBMa0brFnqt-t64Wruar0,200,0,https://pbs.twimg.com/profile_images/692061906836832257/8t6hmIyL_400x400.jpg,0,2017-05-10T22:06:27Z,2017-05-24T00:50:29Z,2017-05-10T22:24:07Z,0,https://twitter.com/maandanser2013,Europe - Netherlands -,2017-05-24T00:50:28Z,33,33,['https://www.youtube.com/user/maandanser2013/feed'],twitter,MICROBLOG,https://twitter.com/maandanser2013,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,maandanser.nl,3600000,0,False,['vluchtelingen'],POST,6.5.166,
9,https://pbs.twimg.com/profile_images/831513003585654784/7NjoLmpT_bigger.jpg,UNKNOWN,SeeSharp78,https://twitter.com/SeeSharp78,SeeSharp78,821661192259244033,1495695900039,https://twitter.com/SeeSharp78/status/867387668891672576,,2017-05-25T07:06:53Z,,twitter.com,,,,,,,,,,LdOwYKFskQNBkLjYGKb107oMmhs,867387668891672576,,,,,SOURCE_TASK,nl,2017-05-25T07:06:53Z,0.0,,Als we ze massaal blijven ophalen uit Libië gaat dat nooit lukken. Grenzen dicht. Onze levens worden op het spel gezet. #vluchtelingen 'Het is onmogelijk om alle potentiële terroristen in de gaten te houden' http://nos.nl/l/2174802 ,True,Yxyaa3MthwQgDh5KpwJ_irnZyPU,TEXT,232,,314,,https://twitter.com/SeeSharp78/status/867387668891672576,2017-05-24T14:31:50Z,False,,,https://twitter.com/SeeSharp78/status/867387668891672576,NEUTRAL,1495696013467300065,50939,True,,NOS,https://twitter.com/NOS,NOS,7174972,867386397359001600,https://twitter.com/NOS/status/867386397359001600,https://twitter.com/NOS,NOS,REPLY,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],i0aAbJOBW6IJHwGe35R7gQVXQbM,362232,2017-01-18T02:11:00Z,2017-05-25T07:06:51Z,<p></p>,0,0,346,43,105,SeeSharp78,x4a9jKfs0_1QP5_NjNE8Pl3H0pM,200,0,https://pbs.twimg.com/profile_images/831513003585654784/7NjoLmpT_400x400.jpg,0,2017-05-10T13:04:43Z,2017-05-25T07:06:53Z,2017-05-11T04:37:51Z,0,https://twitter.com/SeeSharp78,,2017-05-25T07:06:51Z,33,33,,twitter,MICROBLOG,https://twitter.com/SeeSharp78,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,SeeSharp78,3600000,0,False,['vluchtelingen'],POST,6.5.171,
