,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,pinned,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/762599313809739776/vTdmKlwj_400x400.jpg,UNKNOWN,Stedelijk,https://twitter.com/Stedelijk,Stedelijk Museum,19590713,1495161900072,https://twitter.com/Stedelijk/status/865282971405881345,,2017-05-19T02:45:01Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,r6aqK1k5iLY_Aoyw0pxO4T6AN6A,865282971405881345,,,,SOURCE_TASK,nl,2017-05-19T02:45:01Z,,['https://t.co/F4lJZbf8OF'],Nog geen plannen voor aanstaande zondag? Kom naar het @Stedelijk Sunday Seminar 'Ontwerpen voor #vluchtelingen' http://www.stedelijk.nl/agenda/theorie/sunday-seminar-oplossing-of-utopie-vormgeving-voor-vluchtelingen …,True,Stxup3zWjhNj1Intuhl0sR10PlU,TEXT,217,['Stedelijk'],314,,https://twitter.com/Stedelijk/status/865282971405881345,,2017-05-18T16:24:00Z,False,,,https://twitter.com/Stedelijk/status/865282971405881345,NEUTRAL,1495161901491500056,20672,True,https://pbs.twimg.com/profile_images/796639634642104320/dRz3ktBY_bigger.jpg,UNHCR_Nederland,https://twitter.com/UNHCR_Nederland,UNHCR Nederland,994813422,865241570701844483,https://twitter.com/UNHCR_Nederland/status/865241570701844483,https://twitter.com/UNHCR_Nederland,UNHCR Nederland,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],3rvhDV0IoPvlSHpXJkKPzL_B8Vk,350307,2009-01-27T05:10:00Z,2017-04-18T21:03:44Z,"<p>Museum for modern and contemporary art, Amsterdam. Questions/comments? Place <a href=""https://twitter.com/Stedelijk"" rel=""nofollow"">@<b>Stedelijk</b></a> in your tweet.</p>",0,0,1983,193017,711,Stedelijk,eV65T66W0cYqtNSuDH03FwYPl4U,200,0,https://pbs.twimg.com/profile_images/762599313809739776/vTdmKlwj_400x400.jpg,0,2017-05-16T14:33:40Z,2017-05-19T02:45:01Z,2017-05-17T11:30:02Z,0,https://twitter.com/stedelijk,Amsterdam,2017-05-19T02:50:57Z,22,22,['http://www.stedelijk.nl'],twitter,MICROBLOG,https://twitter.com/stedelijk,,DEFAULT,0,ADAPTIVE,0.0,Stedelijk Museum,141653228,0,False,['vluchtelingen'],POST,6.5.166,
1,https://pbs.twimg.com/profile_images/751015547572191233/Ykjyc-bK_400x400.jpg,FEMALE,filakimou,https://twitter.com/filakimou,Mariët Grasso,206319409,1495618800029,https://twitter.com/filakimou/status/865301169173868544,,2017-05-24T09:43:52Z,,twitter.com,Pétra,GR,PPL,"Petra, Greece",SOURCE_LOCATION,"Pétra, Nomós Lésvou, North Aegean, Greece",255439,"39.33333,26.18333",North Aegean,eRWggsoyKx6_r3t1rGVO6n6yZ20,865301169173868544,,,,SOURCE_TASK,nl,2017-05-24T09:43:52Z,,['https://t.co/oIlxPvfvwd'],Meer vluchtelingen melden zich aan voor een studie | TROUW https://www.trouw.nl/home/meer-vluchtelingen-melden-zich-aan-voor-een-studie~a13373b8/ … #integratie #vluchtelingen,True,jgCYtwdCRLQwEUrXaD8NQbYT3Rk,TEXT,174,,324,,https://twitter.com/filakimou/status/865301169173868544,,2017-05-18T05:43:05Z,False,,,https://twitter.com/filakimou/status/865301169173868544,NEUTRAL,1495619032020900022,2029,True,https://pbs.twimg.com/profile_images/446660569148321792/lL6f3cty_bigger.png,UAFnl,https://twitter.com/UAFnl,UAF,229501066,865080279349723136,https://twitter.com/UAFnl/status/865080279349723136,https://twitter.com/UAFnl,UAF,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],M6CdvA8VXVIYSRfcW7DV1dsiTfs,367964,2010-10-22T11:33:00Z,2017-05-24T09:43:51Z,"<p>jong van hart.1951.zorgzaam, sociaal, empathisch. eretitel: oma <img src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" alt=""❤"" title=""Heavy red heart""><img src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" alt=""❤"" title=""Heavy red heart""> woont 10 maanden op Lesbos, rest in Nederland.</p>",0,0,4799,190,174,filakimou,Rdc8FTdVhZPqPU76KxwJ1OdAOu0,200,0,https://pbs.twimg.com/profile_images/751015547572191233/Ykjyc-bK_400x400.jpg,0,2017-05-10T22:31:29Z,2017-05-24T09:43:51Z,2017-05-11T00:26:29Z,0,https://twitter.com/filakimou,"Petra, Greece",2017-05-24T09:43:51Z,33,33,,twitter,MICROBLOG,https://twitter.com/filakimou,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Mariët Grasso,3600000,0,False,"['integratie', 'vluchtelingen']",POST,6.5.166,
2,https://pbs.twimg.com/profile_images/802834459502460928/KNhW-uIA_400x400.jpg,MALE,Bartissimus,https://twitter.com/Bartissimus,Bart Bruijn,19535474,1494953100017,https://twitter.com/Bartissimus/status/864507721273552896,,2017-05-16T16:48:03Z,,twitter.com,,,,"Streefkerk, Holland.",DEFAULT,,,,,0qRMrcl0cUqURlZU849hORvHlf0,864507721273552896,,,,SOURCE_TASK,nl,2017-05-16T16:48:03Z,,,'#D66 schaarde zich aan zijde #VVD en #CDA op dossier #vluchtelingen: opvang in de regio. #Groenlinks tegen',True,zZKprf3UDUJ2vMqXthecQY5FITw,TEXT,108,,324,,https://twitter.com/Bartissimus/status/864507721273552896,,2017-05-16T15:08:15Z,False,,,https://twitter.com/Bartissimus/status/864507721273552896,NEUTRAL,1494953283222100100,64317,True,https://pbs.twimg.com/profile_images/844493258629763072/GOB34i5L_bigger.jpg,kajleers,https://twitter.com/kajleers,Kaj Leers,29955357,864497731011829760,https://twitter.com/kajleers/status/864497731011829760,https://twitter.com/kajleers,Kaj Leers,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],dh4WyRh_reDUxAO4Ji-Y-D8DfaA,351050,2009-01-26T06:11:00Z,2017-04-18T21:33:22Z,"<p>GP, Dutch and British trained. No medical info. Apotheekhoudend huisarts. Tweets op persoonlijke basis.</p>",0,0,573,1841,973,Bartissimus,-bf4MMm3-5mfjj4znzYTjx1_sec,200,0,https://pbs.twimg.com/profile_images/802834459502460928/KNhW-uIA_400x400.jpg,0,2017-05-16T13:58:32Z,2017-05-16T16:48:01Z,2017-05-16T14:20:01Z,0,https://twitter.com/bartissimus,"Streefkerk, Holland.",2017-05-16T16:48:24Z,40,40,['http://page.is/bart-bruijn'],twitter,MICROBLOG,https://twitter.com/bartissimus,,DEFAULT,0,ADAPTIVE,0.0,Bart Bruijn,8900588,0,False,"['CDA', 'D66', 'Groenlinks', 'VVD', 'vluchtelingen']",POST,6.5.166,
3,https://pbs.twimg.com/profile_images/859693590011944960/TYyZ9zLD_400x400.jpg,FEMALE,LisaHenegauwen,https://twitter.com/LisaHenegauwen,lisa henegauwen  🐰,1451017410,1495049100074,https://twitter.com/LisaHenegauwen/status/864904695990677504,,2017-05-17T19:29:03Z,,twitter.com,London,GB,PPLC,"London, England",SOURCE_LOCATION,"London, Greater London, England, United Kingdom",2643743,"51.50853,-0.12574",England,GVhTwVRhVzTWWgbP_ob4MJEVpOo,864904695990677504,,,,SOURCE_TASK,nl,2017-05-17T19:29:03Z,,,"De goede fee (Merkel?) brengt moordenaars, kinder-verkrachters, terroristen, profiteurs, criminelen en o ja.. Ook 2,7% #vluchtelingen. EU PROPAGANDA VOOR KINDEREN De goede Fee brengt ""vluchtelingen"" naar de #EU DIT IS PURE LINKSE INDOCTRINATIE VAN ONZE KINDEREN #NEXIT pic.twitter.com/PccW2n3R81",True,kwc1Dvo4SCJ2PEk5j8WTGxgwHiY,TEXT,295,,324,,https://twitter.com/LisaHenegauwen/status/864904695990677504,,2017-05-17T17:30:27Z,False,,,https://twitter.com/LisaHenegauwen/status/864904695990677504,NEUTRAL,1495049343703100206,87274,True,https://pbs.twimg.com/profile_images/828346231642525697/jtjgIM5__bigger.jpg,bom_just,https://twitter.com/bom_just,Just a bomb,713270763822956545,864895907304796160,https://twitter.com/bom_just/status/864895907304796160,https://twitter.com/bom_just,Just a bomb,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],r65AY7NUSyG91BVh3Jr0moQmgug,386739,2013-05-23T02:47:00Z,2017-04-18T21:29:47Z,"<p>When I look into the eyes of an animal <img src=""https://abs.twimg.com/emoji/v2/72x72/1f436.png"" alt=""🐶"" title=""Dog face"">, I do not see an animal. I see a living being <img src=""https://abs.twimg.com/emoji/v2/72x72/1f412.png"" alt=""🐒"" title=""Monkey"">. I see a friend <img src=""https://abs.twimg.com/emoji/v2/72x72/1f431.png"" alt=""🐱"" title=""Cat face"">. I feel a soul <img src=""https://abs.twimg.com/emoji/v2/72x72/1f430.png"" alt=""🐰"" title=""Rabbit face""> <a href=""https://twitter.com/hashtag/LondonBorn?src=hash"">#<b>LondonBorn</b></a> <a href=""https://twitter.com/hashtag/Dutch?src=hash"">#<b>Dutch</b></a> <a href=""https://twitter.com/hashtag/vegan?src=hash"">#<b>vegan</b></a></p>",0,0,42112,3303,304,LisaHenegauwen,E0aODKqaKpdKXlFlA-wXE-NHDGU,200,0,https://pbs.twimg.com/profile_images/859693590011944960/TYyZ9zLD_400x400.jpg,0,2017-05-17T06:24:15Z,2017-05-17T19:29:01Z,2017-05-17T07:46:02Z,0,https://twitter.com/lisahenegauwen,"London, England",2017-05-17T19:29:40Z,38,38,,twitter,MICROBLOG,https://twitter.com/lisahenegauwen,,DEFAULT,0,ADAPTIVE,0.0,lisa henegauwen 🐰,42216912,0,False,['vluchtelingen'],POST,6.5.166,
4,https://pbs.twimg.com/profile_images/1455545654/KN_bigger.jpg,UNKNOWN,KNieuwsblad,https://twitter.com/KNieuwsblad,Katholiek Nieuwsblad,276649496,1495576800060,https://twitter.com/KNieuwsblad/status/865154980457611264,,2017-05-23T22:04:14Z,,twitter.com,'s-Hertogenbosch,NL,PPLA,'s-Hertogenbosch,SOURCE_LOCATION,"'s-Hertogenbosch, Gemeente 's-Hertogenbosch, North Brabant, Netherlands",2747351,"51.69917,5.30417",North Brabant,8QUu6Mq50A-9Q0dug1sSGB82jdw,865154980457611264,,,https://pbs.twimg.com/media/DAGl2M5VwAA7jFt.jpg,SOURCE_TASK,nl,2017-05-23T22:04:14Z,0.0,['https://t.co/1cs8htkYT3'],Opinie @jeroen_lenaers voor @KNieuwsblad: Met mensen handel je niet #Europa #vluchtelingen @cdavandaag @cdaeuropa http://tinyurl.com/moa9kax ,True,3nVkCeWfB0pt_xjhTJAXRcy_OC0,TEXT,141,"['jeroen_lenaers', 'cdavandaag', 'cdaeuropa']",324,,https://twitter.com/KNieuwsblad/status/865154980457611264,,2017-05-18T10:39:55Z,False,,,https://twitter.com/KNieuwsblad/status/865154980457611264,NEUTRAL,1495577054302600013,33660,,,,,,,,,,,NONE,0.0,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],a6N7o8RDWPj2X5Ow2TTCCLgaSFI,353768,2011-04-03T01:05:00Z,2017-05-23T22:04:13Z,<p></p>,0,0,0,2566,95,KNieuwsblad,vimiN-nRlQVdWl33DH7aqlIx-qA,200,0,https://pbs.twimg.com/profile_images/1455545654/KN_400x400.jpg,0,2017-05-09T14:34:18Z,2017-05-23T22:04:13Z,2017-05-10T21:44:43Z,0,https://twitter.com/KNieuwsblad,'s-Hertogenbosch,2017-05-23T22:04:13Z,21,21,['http://www.katholieknieuwsblad.nl'],twitter,MICROBLOG,https://twitter.com/KNieuwsblad,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Katholiek Nieuwsblad,3600000,0,False,"['Europa', 'vluchtelingen']",POST,6.5.166,
5,https://pbs.twimg.com/profile_images/838542513094942720/d-jWjjT0_400x400.jpg,FEMALE,Helennetherland,https://twitter.com/Helennetherland,Helen OPRUIER #1002,208132243,1495109700065,https://twitter.com/Helennetherland/status/865159314826305537,,2017-05-18T12:17:03Z,,twitter.com,,,,,,,,,,lztI8BjvGnsNGPfp2MOMoKMQzpU,865159314826305537,,,,SOURCE_TASK,nl,2017-05-18T12:17:03Z,,,"Misschien kunnen #vluchtelingen beter optiefen. Rot op met alles voor niets bedelaars. Regels zijn regels dus rot op nep #asielzoekers Het aantal vluchtelingen dat in Nederland aan een studie wil beginnen, stijgt. https://www.trouw.nl/home/meer-vluchtelingen-melden-zich-aan-voor-een-studie~a13373b8/ …",True,t7nIbVdBi9ykVwey-58DjwauGfk,TEXT,302,,324,,https://twitter.com/Helennetherland/status/865159314826305537,,2017-05-18T10:53:52Z,False,,,https://twitter.com/Helennetherland/status/865159314826305537,NEUTRAL,1495109823058500049,36565,True,https://pbs.twimg.com/profile_images/812988042432675840/OskyEOd9_bigger.jpg,metaalarbeider,https://twitter.com/metaalarbeider,\m/€T@@L,188372331,865158488674226178,https://twitter.com/metaalarbeider/status/865158488674226178,https://twitter.com/metaalarbeider,\m/€T@@L,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],vfDLdode_Ev0cjeFIe1KSGPJuyQ,362246,2010-10-26T11:01:00Z,2017-04-18T21:04:08Z,<p>I add only interesting humans and those who loves animals !! Happily married and mother ! Say what i think and....DO NOT ADD ME TO LISTS=BLOCK</p>,0,0,4253,1386,973,Helennetherland,Pm9F6HOr9zUZrF3BCTqqtP59JOM,200,0,https://pbs.twimg.com/profile_images/838542513094942720/d-jWjjT0_400x400.jpg,0,2017-05-18T09:44:24Z,2017-05-18T12:17:01Z,2017-05-18T09:45:01Z,0,https://twitter.com/helennetherland,,2017-05-18T12:17:29Z,37,37,,twitter,MICROBLOG,https://twitter.com/helennetherland,,DEFAULT,0,ADAPTIVE,0.0,Helen OPRUIER #1002,9145536,0,False,"['asielzoekers', 'vluchtelingen']",POST,6.5.166,
6,https://pbs.twimg.com/profile_images/3598883790/40bb4d5f413d8d7d6b4b1a548e592663_400x400.jpeg,UNKNOWN,EWSINetherlands,https://twitter.com/EWSINetherlands,EWSI - Netherlands,1394087514,1495605000070,https://twitter.com/EWSINetherlands/status/864744368611184640,,2017-05-24T05:50:57Z,,twitter.com,,NL,,"Utrecht, the Netherlands",SOURCE_LOCATION,"Utrecht, Netherlands",2745909,"52.37403,4.88969",Utrecht,ApaFfFVnW5YG8e9k_wR0RAHVkJY,864744368611184640,,,https://pbs.twimg.com/media/DAATnEGXsAALq9f.jpg,SOURCE_TASK,nl,2017-05-24T05:50:57Z,,,'Kiezen tussen mensenrechten en miljarden'. Rijkdom is meer dan alleen maar wat er in de kassa zit. #gevoel #vluchtelingen,True,0Tu9WsGsD3UiPhcNkVYa_FnehIw,TEXT,122,,324,,https://twitter.com/EWSINetherlands/status/864744368611184640,,2017-05-17T05:22:28Z,False,,,https://twitter.com/EWSINetherlands/status/864744368611184640,NEUTRAL,1495605057088900014,94070,True,https://pbs.twimg.com/profile_images/785069771285008384/MPCzxMSb_bigger.jpg,robpietersen,https://twitter.com/robpietersen,rob pietersen,100520454,864712701938995200,https://twitter.com/robpietersen/status/864712701938995200,https://twitter.com/robpietersen,rob pietersen,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],EYN8BnXzJ5-f6YxOEOqRxyW1jOQ,368389,2013-05-01T01:34:00Z,2017-05-24T05:50:56Z,<p>The European Web Site on Integration (EWSI) is a unique source of information on immigrant integration in Europe. This is its twitter site for the Netherlands”</p>,0,0,1151,388,273,EWSINetherlands,w0ZDddml_OalS5J58RqzM5ysYgE,200,0,https://pbs.twimg.com/profile_images/3598883790/40bb4d5f413d8d7d6b4b1a548e592663_400x400.jpeg,0,2017-05-05T15:55:21Z,2017-05-24T05:50:56Z,2017-05-10T23:33:03Z,0,https://twitter.com/EWSINetherlands,"Utrecht, the Netherlands",2017-05-24T05:50:56Z,33,33,['http://ec.europa.eu/ewsi/en/index.cfm'],twitter,MICROBLOG,https://twitter.com/EWSINetherlands,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,EWSI - Netherlands,3600000,0,False,"['gevoel', 'vluchtelingen']",POST,6.5.166,
7,https://pbs.twimg.com/profile_images/1401488991/_MG_4882.2_400x400.jpg,MALE,ad_de_boer,https://twitter.com/ad_de_boer,Ad de Boer,319634545,1495310400042,https://twitter.com/ad_de_boer/status/865679278301630464,,2017-05-20T20:00:11Z,,twitter.com,Nijkerk,NL,PPL,Nijkerk,SOURCE_LOCATION,"Nijkerk, Gemeente Nijkerk, Gelderland, Netherlands",2750065,"52.22,5.48611",Gelderland,cbWrGU-EiO4D7bBuJA0DuesyH7I,865679278301630464,,,https://pbs.twimg.com/ext_tw_video_thumb/865590733746655233/pu/img/nDvstFTHyZBOXaqp.jpg,SOURCE_TASK,nl,2017-05-20T20:00:11Z,,,Herkenbaar? @SannyVer is voor @Bootvlucht op #Lesbos Ze vroeg zich af hoe je als #vrijwilliger een verschil voor #vluchtelingen kunt maken..,True,IaYAKl9iRbBdGLRXYV38IoicZ54,TEXT,140,"['SannyVer', 'Bootvlucht']",344,,https://twitter.com/ad_de_boer/status/865679278301630464,,2017-05-19T15:32:31Z,False,,,https://twitter.com/ad_de_boer/status/865679278301630464,NEUTRAL,1495310411225600151,69042,True,https://pbs.twimg.com/profile_images/640091331117715460/QbIafw4z_bigger.jpg,Bootvlucht,https://twitter.com/Bootvlucht,St. Bootvluchteling,3227779720,865591003977220096,https://twitter.com/Bootvlucht/status/865591003977220096,https://twitter.com/Bootvlucht,St. Bootvluchteling,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],XH8mWHNqWeLDFdtUh5uB_ZxFzHI,363574,2011-06-18T06:23:00Z,2017-04-18T21:05:44Z,"<p>Geliefde van Ineke, vader van zeven kinderen, opa van vijftien kleinkinderen en zelfs overgrootvader. Actief in NGK, OnderWeg en ChristenUnie.</p>",0,0,1598,1602,1128,ad_de_boer,LzGgWVyGegGVvPk2sQEiy0v-EnE,200,0,https://pbs.twimg.com/profile_images/1401488991/_MG_4882.2_400x400.jpg,0,2017-05-14T00:19:03Z,2017-05-20T20:00:08Z,2017-05-14T01:17:00Z,0,https://twitter.com/ad_de_boer,Nijkerk,2017-05-20T20:20:30Z,40,40,,twitter,MICROBLOG,https://twitter.com/ad_de_boer,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Ad de Boer,587007530,0,False,"['Lesbos', 'vluchtelingen', 'vrijwilliger']",POST,6.5.166,https://twitter.com/i/videos/865591003977220096
8,https://pbs.twimg.com/profile_images/803151022650748928/vD0XscdK_bigger.jpg,UNKNOWN,RutgersNL,https://twitter.com/RutgersNL,Rutgers,249075253,1495707600057,https://twitter.com/RutgersNL/status/863423920560635906,,2017-05-25T10:20:08Z,,twitter.com,,,,www.rutgers.international,DEFAULT,,,,,-oIF7O-iI4VDqy-PmRLqdUVF3M0,863423920560635906,,,,SOURCE_TASK,nl,2017-05-25T10:20:08Z,3.0,,Kijk vanavond om 20.10u op @canvastv de docu: homohaat zonder grenzen. #vluchtelingen #tv-tip #vranckx,True,ljTMsVa44a7RogE960Kg0qtcPxQ,TEXT,102,['canvastv'],316,,https://twitter.com/RutgersNL/status/863423920560635906,,2017-05-13T16:01:18Z,False,,,https://twitter.com/RutgersNL/status/863423920560635906,NEUTRAL,1495707608177700139,74157,,,,,,,,,,,NONE,5.0,twitter.com,['#sLTlvNQHFfi3l6LXdQXo7pl7I3I'],tEz2b61DTIKi2YYs1KeiG4KOYoo,393841,2011-02-08T01:24:00Z,2017-05-25T10:20:06Z,"<p>Kenniscentrum seksualiteit. Seksuele en reproductieve gezondheid en rechten. Actief in Nederland, Afrika, Azië en Zuid-Amerika. <a href=""https://twitter.com/hashtag/SRHR?src=hash"">#<b>SRHR</b></a></p>",0,0,1081,3434,1229,RutgersNL,gfCocoTP47lnFLaSPzN2Ci6KtvY,200,0,https://pbs.twimg.com/profile_images/803151022650748928/vD0XscdK_400x400.jpg,0,2016-11-26T09:00:33Z,2017-05-25T10:20:07Z,2016-11-28T23:31:09Z,0,https://twitter.com/RutgersNL,www.rutgers.international,2017-05-25T10:20:06Z,29,29,['http://www.rutgers.nl'],twitter,MICROBLOG,https://twitter.com/RutgersNL,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Rutgers,3600000,0,False,"['tv', 'vluchtelingen', 'vranckx']",POST,6.5.171,
9,https://pbs.twimg.com/profile_images/838542513094942720/d-jWjjT0_400x400.jpg,FEMALE,Helennetherland,https://twitter.com/Helennetherland,Helen OPRUIER #1002,208132243,1495191300059,https://twitter.com/Helennetherland/status/865520987894185985,,2017-05-19T10:56:02Z,,twitter.com,,,,,,,,,,v0W7t3oKUm2i5qc9E5kgKrRIJeM,865520987894185985,,,,SOURCE_TASK,nl,2017-05-19T10:56:02Z,,,Ja want hoe groot is de kans dat de prinsesjes .... worden door #asielzoekers #vluchtelingen? Koning trots op vluchtelingenopvang Nederland http://telegraaf.nl/r/28199516  pic.twitter.com/7NlyAB3MIk,True,5p_tyqgh8aTY6ARACkW7WHmvSUI,TEXT,198,,324,,https://twitter.com/Helennetherland/status/865520987894185985,,2017-05-19T10:52:28Z,False,,,https://twitter.com/Helennetherland/status/865520987894185985,NEUTRAL,1495191362560100095,14659,True,https://pbs.twimg.com/profile_images/812988042432675840/OskyEOd9_bigger.jpg,metaalarbeider,https://twitter.com/metaalarbeider,\m/€T@@L,188372331,865520523366629379,https://twitter.com/metaalarbeider/status/865520523366629379,https://twitter.com/metaalarbeider,\m/€T@@L,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],KyGAq73C0Av7d4QES0MVyFg3ue0,397795,2010-10-26T11:01:00Z,2017-04-18T21:04:08Z,<p>I add only interesting humans and those who loves animals !! Happily married and mother ! Say what i think and....DO NOT ADD ME TO LISTS=BLOCK</p>,0,0,4270,1391,976,Helennetherland,Pm9F6HOr9zUZrF3BCTqqtP59JOM,200,0,https://pbs.twimg.com/profile_images/838542513094942720/d-jWjjT0_400x400.jpg,0,2017-05-19T08:27:10Z,2017-05-19T10:56:01Z,2017-05-19T09:24:48Z,0,https://twitter.com/helennetherland,,2017-05-19T10:56:20Z,40,40,,twitter,MICROBLOG,https://twitter.com/helennetherland,,DEFAULT,0,ADAPTIVE,0.0,Helen OPRUIER #1002,5490946,0,False,"['asielzoekers', 'vluchtelingen']",POST,6.5.166,
