,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,expanded_links,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image3_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,pinned,published,replied,replied_link,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/838542513094942720/d-jWjjT0_400x400.jpg,FEMALE,Helennetherland,https://twitter.com/Helennetherland,Helen  ❌ ❌ ❌,208132243,1498650000001,https://twitter.com/Helennetherland/status/880013622608486401,,2017-06-28T11:44:03Z,,twitter.com,,,,,,,,,,,PXBAU6jS3LpgotqSq4y3bUBxCY0,880013622608486401,,,,,SOURCE_TASK,nl,2017-06-28T11:44:03Z,,,Het is er vrede dus flikker op waar je vandaan kwam. Of ga vechten voor je land stel lafbekken. #asielzoekers #vluchtelingen Statushouders met onderwijservaring kunnen versneld aan het werk als docent Engels of Frans op het mbo http://s.parool.nl/t-a4503165/ ,True,Yojcxi-Rpoh_8R221iF6Ihra1cQ,TEXT,259,,324,,https://twitter.com/Helennetherland/status/880013622608486401,,2017-06-28T10:41:07Z,False,,,,https://twitter.com/Helennetherland/status/880013622608486401,NEUTRAL,1498650243737600083,64301,True,https://pbs.twimg.com/profile_images/812988042432675840/OskyEOd9_bigger.jpg,metaalarbeider,https://twitter.com/metaalarbeider,\m/€T@@L,188372331,880013182777122816,https://twitter.com/metaalarbeider/status/880013182777122816,https://twitter.com/metaalarbeider,\m/€T@@L,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],z8HgYhGdyIbVdsaA6cHVA1iaV40,434421,2010-10-26T11:01:00Z,2017-06-21T19:55:39Z,<p>I add only interesting humans and those who loves animals !! Happily married and mother ! Say what i think and....DO NOT ADD ME TO LISTS=BLOCK</p>,0,0,4638,1384,988,Helennetherland,Pm9F6HOr9zUZrF3BCTqqtP59JOM,200,0,https://pbs.twimg.com/profile_images/838542513094942720/d-jWjjT0_400x400.jpg,0,2017-06-28T08:19:52Z,2017-06-28T11:44:01Z,2017-06-28T09:16:02Z,0,https://twitter.com/helennetherland,,2017-06-28T11:44:29Z,39,39,,twitter,MICROBLOG,https://twitter.com/helennetherland,,DEFAULT,0,ADAPTIVE,0.0,Helen ❌❌❌,8905573,0,False,"['asielzoekers', 'vluchtelingen']",POST,6.5.224,
1,https://pbs.twimg.com/profile_images/852964510717673474/VpPRusq0_400x400.jpg,FEMALE,AnasCortezReina,https://twitter.com/AnasCortezReina,Anaïs Cortez-Reina,325548512,1498470000011,https://twitter.com/AnasCortezReina/status/879242401742819328,,2017-06-26T09:40:03Z,,twitter.com,,,,,,,,,,,-_E1aK9T748QsrM_ST7QLcq-L9c,879242401742819328,,,,,SOURCE_TASK,nl,2017-06-26T09:40:03Z,,,We hebben weer een uitbraakje van de karskenspest hier in de polder. #vluchtelingen Karskens vindt dat Timmermans en Artsen zonder Grenzen schuldig zijn aan verdrinken v vluchtelingen http://s.vk.nl/t-a4502668/ ,True,As9hQ4pFuqbGh0zLg3HBkB-JcQA,TEXT,211,,324,,https://twitter.com/AnasCortezReina/status/879242401742819328,,2017-06-26T07:32:44Z,False,,,,https://twitter.com/AnasCortezReina/status/879242401742819328,NEUTRAL,1498470003066600007,65911,True,https://pbs.twimg.com/profile_images/803919520154976256/6subIsND_bigger.jpg,oornstein,https://twitter.com/oornstein,Okke Ornstein,13222462,879241000425844736,https://twitter.com/oornstein/status/879241000425844736,https://twitter.com/oornstein,Okke Ornstein,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],-RdboWUidhwwxyxd8IJEqRoUGAo,364247,2011-06-28T06:44:00Z,2017-06-21T19:55:08Z,"<p>Politiek mee bezig. Nazaat vluchtelingen co-host <a href=""https://twitter.com/hashtag/JointRadio?src=hash"">#<b>JointRadio</b></a>/ <a href=""https://twitter.com/hashtag/JointPolitics?src=hash"">#<b>JointPolitics</b></a> <a href=""https://t.co/RkFTUWTkWH"" rel=""nofollow noopener"" title=""https://www.youtube.com/channel/UCA4kOoANa2JnwcwzEZYWcag""><span>https://www.</span><span>youtube.com/channel/UCA4kO</span><span>oANa2JnwcwzEZYWcag</span><span><span>&nbsp;</span>…</span></a></p>",0,0,351,3236,2482,AnasCortezReina,LPqWzgnPUfaIHap6J0SDsUhHGNk,200,0,https://pbs.twimg.com/profile_images/852964510717673474/VpPRusq0_400x400.jpg,0,2017-06-25T20:53:05Z,2017-06-26T09:40:01Z,2017-06-26T04:55:01Z,0,https://twitter.com/anascortezreina,,2017-06-26T09:40:06Z,31,31,['https://www.facebook.com/Jointpoliticsradio/'],twitter,MICROBLOG,https://twitter.com/anascortezreina,,DEFAULT,0,ADAPTIVE,0.0,Anaïs Cortez-Reina,17102570,0,False,['vluchtelingen'],POST,6.5.202,
2,https://pbs.twimg.com/profile_images/696096770263228417/HMFUM3IU_400x400.jpg,UNKNOWN,hoterminus,https://twitter.com/hoterminus,Hotel Terminus,98002541,1498651200085,https://twitter.com/hoterminus/status/880009211815448576,,2017-06-28T12:00:02Z,,twitter.com,,Rotterdam,NL,PPL,"Rotterdam, Nederland",SOURCE_LOCATION,"Rotterdam, Gemeente Rotterdam, South Holland, Netherlands",2747891,"51.9225,4.47917",South Holland,b-R3iTi5nG-FxlE_TokwJMJaUhE,880009211815448576,,,,,SOURCE_TASK,nl,2017-06-28T12:00:02Z,,,"Al in 2003 riep Gerrit Zalm ""Nederland is vol."" Wordt een spannende #formatie. #vluchtelingen #CU #VVD",True,bu-yeKn2mjx53nukS_2AcmcrNmE,TEXT,102,,314,,https://twitter.com/hoterminus/status/880009211815448576,,2017-06-26T20:41:48Z,False,,,,https://twitter.com/hoterminus/status/880009211815448576,NEUTRAL,1498651202249200064,79185,True,https://pbs.twimg.com/profile_images/848575895841492992/T0__-5Fg_bigger.jpg,Terphuis,https://twitter.com/Terphuis,Sander Terphuis,30742357,879439575650902018,https://twitter.com/Terphuis/status/879439575650902018,https://twitter.com/Terphuis,Sander Terphuis,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],2p6Z5RbRuDGSG180WeYUYsvs_o4,368974,2009-12-19T03:21:00Z,2017-06-21T20:19:41Z,"<p>Nazi puncher - Told you so - English &amp; Dutch - Sonja - logwijf@hotmail.com - <a href=""https://twitter.com/hashtag/FreePalestine?src=hash"">#<b>FreePalestine</b></a></p>",0,0,6104,1374,689,hoterminus,boFx9_y9kJWnwDDHUMMrpM7UDTc,200,0,https://pbs.twimg.com/profile_images/696096770263228417/HMFUM3IU_400x400.jpg,0,2017-06-21T19:45:14Z,2017-06-28T12:00:01Z,2017-06-21T20:19:42Z,0,https://twitter.com/hoterminus,"Rotterdam, Nederland",2017-06-28T12:47:23Z,29,29,['http://eindpunt.blogspot.com'],twitter,MICROBLOG,https://twitter.com/hoterminus,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Hotel Terminus,577659007,0,False,"['CU', 'VVD', 'formatie', 'vluchtelingen']",POST,6.5.224,
3,https://pbs.twimg.com/profile_images/684508116394897409/T8dU9d9k_400x400.png,UNKNOWN,gijs19054075,https://twitter.com/gijs19054075,TEUN,1628713843,1498831500047,https://twitter.com/gijs19054075/status/880782832083374080,,2017-06-30T14:05:06Z,,twitter.com,,,,,,,,,,,r4QdajsUZTQKsKP-vGl8IwA5Fks,880782832083374080,,,,,SOURCE_TASK,nl,2017-06-30T14:05:06Z,,,"100den #migranten #Asielzoekers, #vluchtelingen aangehouden voor misdrijven, allen de schuld van de linkse politici! Had maar #PVV gestemd",True,V9n1inEiNxf5tFSR83n3ZbpyxDs,TEXT,138,,313,,https://twitter.com/gijs19054075/status/880782832083374080,,2017-06-30T13:08:50Z,False,,,,https://twitter.com/gijs19054075/status/880782832083374080,NEUTRAL,1498831506642800052,61547,True,https://pbs.twimg.com/profile_images/774180331238797312/st3oi_wW_bigger.jpg,PVV_Op1,https://twitter.com/PVV_Op1,Against_Islamization,3411084280,880775134222700548,https://twitter.com/PVV_Op1/status/880775134222700548,https://twitter.com/PVV_Op1,Against_Islamization,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],zaQRrwGAYzn5Uwjljgmd4ixZU5w,369039,2013-07-28T01:31:00Z,2017-06-21T19:52:04Z,"<p>ik geef <a href=""https://twitter.com/hashtag/Feiten?src=hash"">#<b>Feiten</b></a> en daar heeft links het altijd moeilijk mee</p>",0,0,157,3760,3510,gijs19054075,J8qBCiXQgAqllqxBvUR_yzYN3qQ,200,0,https://pbs.twimg.com/profile_images/684508116394897409/T8dU9d9k_400x400.png,0,2017-06-30T12:06:14Z,2017-06-30T14:05:02Z,2017-06-30T12:41:02Z,0,https://twitter.com/gijs19054075,,2017-06-30T14:05:47Z,33,33,,twitter,MICROBLOG,https://twitter.com/gijs19054075,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,TEUN,5083009,0,False,"['Asielzoekers', 'PVV', 'migranten', 'vluchtelingen']",POST,6.5.224,
4,https://pbs.twimg.com/profile_images/619472210680373248/Mr93BBjF_bigger.jpg,FEMALE,Bertine83,https://twitter.com/Bertine83,Bertine L. Moenaff,185592069,1498818000069,https://twitter.com/Bertine83/status/880715634400780293,,2017-06-30T10:23:03Z,,twitter.com,,Amsterdam,NL,PPLC,"IJburg Zuid, Amsterdam",SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,Eq4ZFv20pBwVSO-t-l0WPljv4uE,880715634400780293,,,,,SOURCE_TASK,nl,2017-06-30T10:23:03Z,1.0,,Asielzoekers uit veilige landen zijn geen #vluchtelingen @SKockelmann #standpunt,True,NYB_gZN8dN5K9tSthblpEg2hW0M,TEXT,80,['SKockelmann'],326,,https://twitter.com/Bertine83/status/880715634400780293,,2017-06-30T09:12:24Z,False,,,,https://twitter.com/Bertine83/status/880715634400780293,NEUTRAL,1498818183443900080,55169,,,,,,,,,,,NONE,2.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],k-hC1axGpWHkYhZjP7LIgEsPB_8,370805,2010-09-01T03:55:00Z,2017-06-21T19:54:32Z,"<p>'duidingsmeisje' US Politics | political editor <a href=""https://twitter.com/NPORadio1"" rel=""nofollow"">@<b>NPORadio1</b></a> <a href=""https://twitter.com/hashtag/didd?src=hash"">#<b>didd</b></a> | <a href=""https://twitter.com/hashtag/ldleo?src=hash"">#<b>ldleo</b></a> | Sleep is for the weak</p>",0,0,1486,4339,3231,Bertine83,md3vosNHu-bvOv8IckjxvfVoCQ4,200,0,https://pbs.twimg.com/profile_images/619472210680373248/Mr93BBjF_400x400.jpg,0,2017-06-30T07:50:28Z,2017-06-30T10:23:01Z,2017-06-30T08:43:01Z,0,https://twitter.com/bertine83,"IJburg Zuid, Amsterdam",2017-06-30T10:23:47Z,29,29,['http://www.nporadio1.nl/zoeken?searchword=bertine%20moenaff'],twitter,MICROBLOG,https://twitter.com/bertine83,,DEFAULT,0,ADAPTIVE,0.0,Bertine L. Moenaff,6043803,0,False,"['standpunt', 'vluchtelingen']",POST,6.5.224,
5,https://pbs.twimg.com/profile_images/871397670086209536/0tXUdIG0_400x400.jpg,MALE,mousmar,https://twitter.com/mousmar,Mustafa Marghadi,21999046,1498691100083,https://twitter.com/mousmar/status/880129983292878849,,2017-06-28T23:08:03Z,,twitter.com,,,,,Rome / Utrecht / Lutjewinkel,DEFAULT,,,,,qTyN0g7k9fUAOrWjmPs06DYDhVM,880129983292878849,,,,,SOURCE_TASK,nl,2017-06-28T23:08:03Z,,,MinDef #Italië: formeel verzoek aan EU-landen om te helpen bij opvang #migranten en #vluchtelingen. Italië kan het niet langer aan. Actie,True,1-QCVEdTruVmTdycCaUTFzh4eW8,TEXT,137,,324,,https://twitter.com/mousmar/status/880129983292878849,,2017-06-28T17:12:56Z,False,,,,https://twitter.com/mousmar/status/880129983292878849,NEUTRAL,1498691283611200236,62483,True,https://pbs.twimg.com/profile_images/1572351995/twitter_bigger.jpg,andreavreede,https://twitter.com/andreavreede,Andrea Vreede,22168956,880111786774732801,https://twitter.com/andreavreede/status/880111786774732801,https://twitter.com/andreavreede,Andrea Vreede,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],kSzgbm6Kl86FPYjvR-iPmGUrcns,351762,2009-02-26T03:18:00Z,2017-06-21T19:56:08Z,<p>Correspondent Italië - NOS/Nieuwsuur/Sport - Tegel Award 2016</p>,0,0,175,6368,626,mousmar,ky-aOaIqj1j06kFJKm2w5qlR4b4,200,0,https://pbs.twimg.com/profile_images/871397670086209536/0tXUdIG0_400x400.jpg,0,2017-06-28T07:53:40Z,2017-06-28T23:08:02Z,2017-06-28T18:20:02Z,0,https://twitter.com/mousmar,Rome / Utrecht / Lutjewinkel,2017-06-28T23:08:36Z,23,23,['http://nos.nl'],twitter,MICROBLOG,https://twitter.com/mousmar,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Mustafa Marghadi,17312601,0,True,"['Italië', 'migranten', 'vluchtelingen']",POST,6.5.224,
6,https://pbs.twimg.com/profile_images/879279145041244162/wPNOoMvC_bigger.jpg,UNKNOWN,amnestynl,https://twitter.com/amnestynl,Amnesty NL,14412710,1498594800006,https://twitter.com/amnestynl/status/879790938545147905,,2017-06-27T20:21:02Z,,twitter.com,,Amsterdam,NL,PPLC,"Amsterdam, Netherlands",SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,bYuCVs2wER15-Ee1sdgK_6Ez3cY,879790938545147905,,,,,SOURCE_TASK,nl,2017-06-27T20:21:02Z,1.0,,Op 6 juli verschijnt ons nieuwe rapport over 'search & rescue' op de Middellandse Zee #vluchtelingen A man-made humanitarian crisis near Europe's shores. @Channel4News @paraicobrien. DM me 4 @Amnesty report out 6 July pic.twitter.com/9r7PTL5B7X,True,ozqAJTL71WPqBIxJM0ttfR7rbEk,TEXT,244,"['Channel4News', 'Amnesty']",316,,https://twitter.com/amnestynl/status/879790938545147905,,2017-06-27T19:58:00Z,False,,,,https://twitter.com/amnestynl/status/879790938545147905,NEUTRAL,1498594862480100166,13606,True,,StefSimanowitz,https://twitter.com/StefSimanowitz,Stefan Simanowitz,115393565,879766802963861504,https://twitter.com/StefSimanowitz/status/879766802963861504,https://twitter.com/StefSimanowitz,Stefan Simanowitz,REPLY,2.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],yhS2DM1JzUJIKDC91GOZ6n4OdDg,367000,2008-04-16T01:48:00Z,2017-06-21T20:07:38Z,<p>Overal waar mensen worden onderdrukt komt Amnesty in actie. Dankzij de 3 miljoen leden die ons wereldwijd steunen.</p>,0,0,2454,20709,1293,amnestynl,CC2MA8EvzDdgZ_SWhXF8UqprN3Y,200,0,https://pbs.twimg.com/profile_images/879279145041244162/wPNOoMvC_400x400.jpg,0,2017-06-27T18:19:56Z,2017-06-27T20:21:01Z,2017-06-27T19:13:02Z,0,https://twitter.com/amnestynl,"Amsterdam, Netherlands",2017-06-27T20:21:40Z,28,28,['http://www.amnesty.nl'],twitter,MICROBLOG,https://twitter.com/amnestynl,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Amnesty NL,4112175,0,True,['vluchtelingen'],POST,6.5.224,
7,https://pbs.twimg.com/profile_images/734712443864240128/2oghUxhr_bigger.jpg,UNKNOWN,refdag,https://twitter.com/refdag,RD.nl,27020266,1498852200057,https://twitter.com/refdag/status/880867682794582017,,2017-06-30T19:51:04Z,,twitter.com,['http://rd.nl/1.1413114'],Apeldoorn,NL,PPL,"Apeldoorn, Nederland",SOURCE_LOCATION,"Apeldoorn, Gemeente Apeldoorn, Gelderland, Netherlands",2759706,"52.21,5.96944",Gelderland,5ygd8r6Hf63VhHFov-mR_UgGhlU,880867682794582017,,,,https://pbs.twimg.com/media/DDl4fPuWsAESUfk.jpg,SOURCE_TASK,nl,2017-06-30T19:51:04Z,0.0,['https://t.co/igUPAZjLx8'],Vluchtelingendrama’s aan de kust van Fort Europa #vluchtelingen http://rd.nl/1.1413114 ,True,spXXnaK29d1eiX-_t4UfBVksMMs,TEXT,87,,324,,https://twitter.com/refdag/status/880867682794582017,,2017-06-30T19:16:35Z,False,,,,https://twitter.com/refdag/status/880867682794582017,NEUTRAL,1498852264347200152,45557,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],IG2jHJLHdUfRqBdQcNMOJDNhy-s,353524,2009-03-27T07:59:00Z,2017-06-21T20:03:31Z,"<p>RD.nl is de website van het Reformatorisch Dagblad, een landelijk christelijk dagblad. Volg ons ook op <a href=""https://t.co/QgK85nvPb6"" rel=""nofollow noopener"" title=""http://facebook.com/refdag""><span>http://</span><span>facebook.com/refdag</span><span><span>&nbsp;</span></span></a>.</p>",0,0,280,9013,250,refdag,o0UbZ6LrfMufMxSeF4S0DORdo4M,200,0,https://pbs.twimg.com/profile_images/734712443864240128/2oghUxhr_400x400.jpg,0,2017-06-30T17:00:53Z,2017-06-30T19:51:03Z,2017-06-30T18:48:02Z,0,https://twitter.com/refdag,"Apeldoorn, Nederland",2017-06-30T19:51:55Z,20,20,['http://rd.nl'],twitter,MICROBLOG,https://twitter.com/refdag,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,RD.nl,3832246,0,True,['vluchtelingen'],POST,6.5.224,
8,https://pbs.twimg.com/profile_images/458869931824537600/L0_DUR3L_bigger.jpeg,UNKNOWN,mondiaalnieuws,https://twitter.com/mondiaalnieuws,MO*magazine,2308211,1498545900029,https://twitter.com/mondiaalnieuws/status/879427551399227393,,2017-06-27T06:45:04Z,,twitter.com,['http://buff.ly/2tJTDoD'],,BE,,"Belgium, Brussels",SOURCE_LOCATION,Belgium,2802361,"50.85045,4.34878",,fw61inSx7XsUyqzjYcAr0Y3VeZU,879427551399227393,,,,https://pbs.twimg.com/media/DDRasl7XgAIFPqV.jpg,SOURCE_TASK,nl,2017-06-27T06:45:04Z,0.0,['https://t.co/9TDJhzdHEr'],Antwerps THEA-project helpt vluchtelingen over kloof met hoger onderwijs http://buff.ly/2tJTDoD  #antwerpen #THEA #vluchtelingen,True,vl9BkO2Sw8WV3TWeL1bqAQslB2c,TEXT,128,,324,,https://twitter.com/mondiaalnieuws/status/879427551399227393,,2017-06-26T19:54:01Z,False,,,,https://twitter.com/mondiaalnieuws/status/879427551399227393,NEUTRAL,1498545904611200155,55829,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],_EM3d5flFtaqjRcSHahL0YC3hGQ,377520,2007-03-26T07:41:00Z,2017-06-21T19:58:53Z,"<p>Magazine en website met nieuws, opinie en duiding over onze mondialiserende wereld - <a href=""https://t.co/HADPmFF3Be"" rel=""nofollow noopener"" title=""http://www.mo.be""><span>http://www.</span><span>mo.be</span><span><span>&nbsp;</span></span></a> - <a href=""https://twitter.com/hashtag/momagazine?src=hash"">#<b>momagazine</b></a> <a href=""https://twitter.com/hashtag/mondiaalnieuws?src=hash"">#<b>mondiaalnieuws</b></a></p>",0,0,6297,12643,3692,mondiaalnieuws,8F4ORatEx-xM8yk-tx3iDFvir_E,200,0,https://pbs.twimg.com/profile_images/458869931824537600/L0_DUR3L_400x400.jpeg,0,2017-06-26T12:51:01Z,2017-06-27T06:45:03Z,2017-06-26T13:05:02Z,0,https://twitter.com/mondiaalnieuws,"Belgium, Brussels",2017-06-27T06:49:20Z,26,26,['http://www.mo.be'],twitter,MICROBLOG,https://twitter.com/mondiaalnieuws,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,MO*magazine,63856032,0,False,"['THEA', 'antwerpen', 'vluchtelingen']",POST,6.5.224,
9,https://pbs.twimg.com/profile_images/458510209930240000/BlB9r657_bigger.jpeg,MALE,Michel1401,https://twitter.com/Michel1401,Michel,63408927,1498853700000,https://twitter.com/Michel1401/status/880877755323346944,,2017-06-30T20:17:03Z,,twitter.com,,,,,Rotterdammer,DEFAULT,,,,,_CdA08L4na4dO9Cv9U--kkaiC0Q,880877755323346944,,,,,SOURCE_TASK,nl,2017-06-30T20:17:03Z,1.0,,"Ik snap die ""gezinshereniging"" niet. Als het in je land zo gevaarlijk is, laat je dan je gezin achter ? #vluchtelingen",True,MQZpBLd7ZiQKy7l_97TTdXFKjUg,TEXT,118,,325,,https://twitter.com/Michel1401/status/880877755323346944,,2017-06-30T19:56:37Z,False,,,,https://twitter.com/Michel1401/status/880877755323346944,NEUTRAL,1498853823981000089,7300,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],KYMpCTVf_FsNOMs-AX6IOO2FpUs,331076,2009-08-06T12:43:00Z,2017-06-21T20:14:39Z,<p>Finance - Paarden - Dressuur - Volkswagen - Louboutin - Dierenliefhebber - BBC Detectives - Realist - Onzin - (ont)volgt terug</p>,0,0,6603,2494,2432,Michel1401,sfw2jWWRNbSP-ASzu7mPyISpicM,200,0,https://pbs.twimg.com/profile_images/458510209930240000/BlB9r657_400x400.jpeg,0,2017-06-30T18:26:13Z,2017-06-30T20:17:02Z,2017-06-30T19:23:32Z,0,https://twitter.com/michel1401,Rotterdammer,2017-06-30T20:17:03Z,21,21,,twitter,MICROBLOG,https://twitter.com/michel1401,,DEFAULT,0,ADAPTIVE,0.0,Michel,3210768,0,False,['vluchtelingen'],POST,6.5.224,
