,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,expanded_links,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image3_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,pinned,published,replied,replied_link,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/790659852607614976/1vgc24xc_400x400.jpg,UNKNOWN,GLMiddenDrenthe,https://twitter.com/GLMiddenDrenthe,GL Midden-Drenthe,594935162,1498074600033,https://twitter.com/GLMiddenDrenthe/status/877527125380694016,,2017-06-21T19:52:04Z,,twitter.com,,,,,Middendrenthe,DEFAULT,,,,,RfufAdTzwhqdQlXXOq1nkJ4Y4c0,877527125380694016,,,,https://pbs.twimg.com/ext_tw_video_thumb/877524977171542016/pu/img/Af_JhVnN0AghQzFi.jpg,SOURCE_TASK,nl,2017-06-21T19:52:04Z,,,"EU, stop met het terugsturen van #vluchtelingen zoals #Noori naar het onveilige Turkije #EUTurkijedeal",True,KhYyqvVaZZb5sCzYnL4Qfohdgwg,TEXT,102,,334,,https://twitter.com/GLMiddenDrenthe/status/877527125380694016,,2017-06-21T13:54:13Z,False,,,,https://twitter.com/GLMiddenDrenthe/status/877527125380694016,NEUTRAL,1498074724495200118,39533,True,https://pbs.twimg.com/profile_images/492067142523568128/x7uCTPaq_bigger.jpeg,amnestynl,https://twitter.com/amnestynl,Amnesty NL,14412710,877525061854515200,https://twitter.com/amnestynl/status/877525061854515200,https://twitter.com/amnestynl,Amnesty NL,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],Iy-Gn2nI80COgAG5OdkL2CNSr6I,375003,2012-05-30T02:49:00Z,2017-06-21T19:52:02Z,"<p>Combi account Fractie, Cie en Bestuur GroenLinks MiddenDrenthe</p>",0,0,15,253,381,GLMiddenDrenthe,L3Ts5YH2lAT1AcLe4Kh5y-5pQes,200,0,https://pbs.twimg.com/profile_images/790659852607614976/1vgc24xc_400x400.jpg,0,2017-06-03T17:21:58Z,2017-06-21T19:52:02Z,2017-06-03T22:10:01Z,0,https://twitter.com/glmiddendrenthe,Middendrenthe,2017-06-21T19:52:02Z,37,37,['https://middendrenthe.groenlinks.nl/'],twitter,MICROBLOG,https://twitter.com/glmiddendrenthe,,DEFAULT,0,ADAPTIVE,0.0,GL Midden-Drenthe,3600000,0,False,"['EUTurkijedeal', 'Noori', 'vluchtelingen']",POST,6.5.202,https://twitter.com/i/videos/877525061854515200
1,https://pbs.twimg.com/profile_images/1642057599/newfoto_400x400.jpg,FEMALE,KatSoykan,https://twitter.com/KatSoykan,Kübra Kat-Soykan,95968318,1498075200013,https://twitter.com/KatSoykan/status/877293122090414080,,2017-06-21T20:03:39Z,,twitter.com,,,,,The Netherlands,DEFAULT,,,,,2xN4JmjvlWEWlpJhtvAVgxupJ30,877293122090414080,,,,,SOURCE_TASK,nl,2017-06-21T20:03:39Z,,,Top drie landen die #vluchtelingen hebben opgenomen: 1 Turkije 2 Pakistan 3 Libanon 'Tsoenami van vluchtelingen' dus absoluut niet hier. De cijfers: nog nooit waren er zo veel mensen op de vlucht - http://nos.nl/l/2179147  65 miljoen #vluchtelingen ...,True,1h9Ecr5D_Xo2ZQzRP09m1M5N9FU,TEXT,252,,324,,https://twitter.com/KatSoykan/status/877293122090414080,,2017-06-20T16:50:49Z,False,,,,https://twitter.com/KatSoykan/status/877293122090414080,NEUTRAL,1498075419296200081,56413,True,https://pbs.twimg.com/profile_images/751458199258140672/lrp91vDX_bigger.jpg,TheoJans1,https://twitter.com/TheoJans1,Theo Jans,1559993359,877207119413510145,https://twitter.com/TheoJans1/status/877207119413510145,https://twitter.com/TheoJans1,Theo Jans,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],AscOPbQHMdx1yRbjbsInbYWvSUA,369795,2009-12-10T11:40:00Z,2017-06-21T20:03:38Z,<p>Women Leadership | Women Empowerment | Inclusive Diversity | Consultancy | Management | Payments | Banking | IT | 'Respect is for those who deserve it' |</p>,0,0,1,2271,1727,KatSoykan,0dmI3pDwY2KLM3pDXqw8GixmXXE,200,0,https://pbs.twimg.com/profile_images/1642057599/newfoto_400x400.jpg,0,2017-05-29T08:17:28Z,2017-06-21T20:03:38Z,2017-05-29T19:25:56Z,0,https://twitter.com/katsoykan,The Netherlands,2017-06-21T20:03:38Z,36,36,['http://www.linkedin.com/in/kubrakatsoykan'],twitter,MICROBLOG,https://twitter.com/katsoykan,,DEFAULT,0,ADAPTIVE,0.0,Kübra Kat-Soykan,3600000,0,False,['vluchtelingen'],POST,6.5.202,
2,https://pbs.twimg.com/profile_images/795037342088261633/yjR-Lspn_400x400.jpg,UNKNOWN,BetVam,https://twitter.com/BetVam,B. V.,182127605,1498200600043,https://twitter.com/BetVam/status/878127532947587072,,2017-06-23T06:54:03Z,,twitter.com,,,,,Vlaming - Vlaanderen,DEFAULT,,,,,QCrWbxBlqEOdPnNX-El-2cwRGmc,878127532947587072,,,,,SOURCE_TASK,nl,2017-06-23T06:54:03Z,,,#VRTnieuws - Elke avond opnieuw de #MoederTheresa uithangen en LEUGENACHTIG over #vluchtelingen ipv #IllegaleMigranten spreken #DeVRTkanDat,True,Ow8anjCMB6wR0GNrmIJP8otPPNo,TEXT,139,,314,,https://twitter.com/BetVam/status/878127532947587072,,2017-06-22T19:10:03Z,False,,,,https://twitter.com/BetVam/status/878127532947587072,NEUTRAL,1498200843887300335,12743,True,https://pbs.twimg.com/profile_images/858434462660558848/syC5H4As_bigger.jpg,ArmandVervaeck,https://twitter.com/ArmandVervaeck,Armand Vervaeck,866157062,877966932791758849,https://twitter.com/ArmandVervaeck/status/877966932791758849,https://twitter.com/ArmandVervaeck,Armand Vervaeck,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],U78K0H7EtjC4YBnATAeUomiN12M,369404,2010-08-23T03:17:00Z,2017-06-21T20:09:02Z,"<p>Ik <img src=""https://abs.twimg.com/emoji/v2/72x72/2764.png"" alt=""❤️"" title=""Heavy red heart""> van Vlaanderen.</p>",0,0,69513,876,648,BetVam,DxZIm9Zyz5pEYLIGaBlerugwVqM,200,0,https://pbs.twimg.com/profile_images/795037342088261633/yjR-Lspn_400x400.jpg,0,2017-06-22T19:48:25Z,2017-06-23T06:54:02Z,2017-06-23T02:38:01Z,0,https://twitter.com/betvam,Vlaming - Vlaanderen,2017-06-23T06:54:37Z,36,36,,twitter,MICROBLOG,https://twitter.com/betvam,,DEFAULT,0,ADAPTIVE,0.0,B. V.,15395184,0,False,"['DeVRTkanDat', 'IllegaleMigranten', 'MoederTheresa', 'VRTnieuws', 'vluchtelingen']",POST,6.5.202,
3,https://pbs.twimg.com/profile_images/828559372599042048/kz9SyumE_400x400.jpg,FEMALE,Wendy_Ushi,https://twitter.com/Wendy_Ushi,Wendy van Dijk,436152892,1498002300061,https://twitter.com/Wendy_Ushi/status/877055210472038400,,2017-06-20T23:45:03Z,,twitter.com,,,,,On TV,DEFAULT,,,,,sxzOX3wu_u3kJwTQ3vQXaM_42EE,877055210472038400,,,,,SOURCE_TASK,nl,2017-06-20T23:45:03Z,,['https://t.co/pRaN8h2EQ6'],In de ogen van sommigen wordt NL overspoeld door #vluchtelingen. Cijfers spreken dit tegen. Via @BrandpuntTV https://www.facebook.com/brandpunttv/videos/1519193804777712/ …,True,0X8Hgiix1k5DJRnnoSrudwGffK8,TEXT,172,['BrandpuntTV'],324,,https://twitter.com/Wendy_Ushi/status/877055210472038400,,2017-06-19T18:15:20Z,False,,,,https://twitter.com/Wendy_Ushi/status/877055210472038400,NEUTRAL,1498002303619300181,96961,True,https://pbs.twimg.com/profile_images/492067142523568128/x7uCTPaq_bigger.jpeg,amnestynl,https://twitter.com/amnestynl,Amnesty NL,14412710,876865998523117571,https://twitter.com/amnestynl/status/876865998523117571,https://twitter.com/amnestynl,Amnesty NL,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],GKusvN-JDV8QPytieSvIJQ9l5tE,388770,2011-12-13T01:15:00Z,2017-05-29T19:18:23Z,<p>Wendy van Dijk. TV presentatrice en actrice bij RTL 4</p>,0,0,96,188523,149,Wendy_Ushi,r8eHtqaYc3dXdlgR0MAbzuLJhLY,200,0,https://pbs.twimg.com/profile_images/828559372599042048/kz9SyumE_400x400.jpg,0,2017-06-18T13:33:59Z,2017-06-20T23:45:01Z,2017-06-19T23:50:01Z,0,https://twitter.com/wendy_ushi,On TV,2017-06-20T23:46:43Z,33,33,['http://www.wendyonline.nl'],twitter,MICROBLOG,https://twitter.com/wendy_ushi,,DEFAULT,0,ADAPTIVE,0.0,Wendy van Dijk,86200451,0,True,['vluchtelingen'],POST,6.5.202,
4,https://pbs.twimg.com/profile_images/875662288933572609/WwK0Uh3c_400x400.jpg,UNKNOWN,vrij_nederland,https://twitter.com/vrij_nederland,Vrij Nederland,42607069,1497891300000,https://twitter.com/vrij_nederland/status/876737836535435264,,2017-06-19T16:55:03Z,,twitter.com,,,NL,,Netherlands,SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,iKGnavJVY_fiPuCYFErLli2oWkA,876737836535435264,,,,,SOURCE_TASK,nl,2017-06-19T16:55:03Z,,['https://t.co/MS3cT3ZGmu'],De explosieve rechtszaak over #vluchtelingen die de media over het hoofd zien (via @vrij_nederland ) http://ow.ly/qIIn30cHuuH  #wegaanzehalen,True,6KiBUyQYSH94DoWHWs5W-Es047w,TEXT,141,['vrij_nederland'],314,,https://twitter.com/vrij_nederland/status/876737836535435264,,2017-06-19T09:44:35Z,False,,,,https://twitter.com/vrij_nederland/status/876737836535435264,NEUTRAL,1497891303451600052,96000,True,https://pbs.twimg.com/profile_images/640091331117715460/QbIafw4z_bigger.jpg,Bootvlucht,https://twitter.com/Bootvlucht,St. Bootvluchteling,3227779720,876737466455273473,https://twitter.com/Bootvlucht/status/876737466455273473,https://twitter.com/Bootvlucht,St. Bootvluchteling,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],dtTt1bYOZeaN8YeZiI55gtcgBbA,373285,2009-05-26T04:34:00Z,2017-05-29T19:43:56Z,<p>Vrij Nederland – onafhankelijke journalistiek sinds 1940.</p>,0,0,1670,68733,757,vrij_nederland,Al5hjn3LE34FwJXJXYewSmnjMFQ,200,0,https://pbs.twimg.com/profile_images/875662288933572609/WwK0Uh3c_400x400.jpg,0,2017-06-18T13:03:27Z,2017-06-19T16:55:02Z,2017-06-19T04:55:01Z,0,https://twitter.com/vrij_nederland,Netherlands,2017-06-19T16:57:26Z,26,26,['http://www.vn.nl'],twitter,MICROBLOG,https://twitter.com/vrij_nederland,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Vrij Nederland,43343365,0,False,"['vluchtelingen', 'wegaanzehalen']",POST,6.5.188,
5,https://pbs.twimg.com/profile_images/855412144707338241/m1xxuawh_400x400.jpg,FEMALE,limwierde,https://twitter.com/limwierde,Irene  🎶,46379767,1497900600002,https://twitter.com/limwierde/status/876738121932689409,,2017-06-19T19:30:04Z,,twitter.com,,,NL,,"Parkstad Limburg, NL",SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,xHGBc9Wtixko0rzuj57BibJ3xEY,876738121932689409,,,,,SOURCE_TASK,nl,2017-06-19T19:30:04Z,,['https://t.co/MS3cT3ZGmu'],De explosieve rechtszaak over #vluchtelingen die de media over het hoofd zien (via @vrij_nederland ) http://ow.ly/qIIn30cHuuH  #wegaanzehalen,True,6KiBUyQYSH94DoWHWs5W-Es047w,TEXT,141,['vrij_nederland'],324,,https://twitter.com/limwierde/status/876738121932689409,,2017-06-19T09:44:35Z,False,,,,https://twitter.com/limwierde/status/876738121932689409,NEUTRAL,1497900604667500133,74502,True,https://pbs.twimg.com/profile_images/640091331117715460/QbIafw4z_bigger.jpg,Bootvlucht,https://twitter.com/Bootvlucht,St. Bootvluchteling,3227779720,876737466455273473,https://twitter.com/Bootvlucht/status/876737466455273473,https://twitter.com/Bootvlucht,St. Bootvluchteling,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],KgN6JYzVpE_ApD6hyz8ZLAgOiRA,415022,2009-06-11T05:54:00Z,2017-05-29T19:47:18Z,"<p>Oprichter &amp; eigenaar Limwierde Taaldiensten | plurilingualist | 3 pubers | bestuurslid CDA Brunssum | mensen-rechten |Jer. 29:7<img src=""https://abs.twimg.com/emoji/v2/72x72/1f48c.png"" alt=""💌"" title=""Love letter"">|<img src=""https://abs.twimg.com/emoji/v2/72x72/1f471.png"" alt=""👱"" title=""Person with blond hair"">+<img src=""https://abs.twimg.com/emoji/v2/72x72/1f493.png"" alt=""💓"" title=""Beating heart"">+<img src=""https://abs.twimg.com/emoji/v2/72x72/1f450.png"" alt=""👐"" title=""Open hands sign""> | <img src=""https://abs.twimg.com/emoji/v2/72x72/1f4f7.png"" alt=""📷"" title=""Camera""> | <img src=""https://abs.twimg.com/emoji/v2/72x72/1f490.png"" alt=""💐"" title=""Bouquet""> | <img src=""https://abs.twimg.com/emoji/v2/72x72/1f3b6.png"" alt=""🎶"" title=""Multiple musical notes""></p>",0,0,6773,1480,608,limwierde,PzB67EcxY6MogC311cNp5hTHa2Y,200,0,https://pbs.twimg.com/profile_images/855412144707338241/m1xxuawh_400x400.jpg,0,2017-06-17T19:49:58Z,2017-06-19T19:30:01Z,2017-06-18T04:45:01Z,0,https://twitter.com/limwierde,"Parkstad Limburg, NL",2017-06-19T19:44:08Z,34,34,['http://www.limwierde.nl'],twitter,MICROBLOG,https://twitter.com/limwierde,,DEFAULT,0,ADAPTIVE,0.0,Irene 🎶,140345898,0,False,"['vluchtelingen', 'wegaanzehalen']",POST,6.5.188,
6,https://pbs.twimg.com/profile_images/1401488991/_MG_4882.2_400x400.jpg,MALE,ad_de_boer,https://twitter.com/ad_de_boer,Ad de Boer,319634545,1498173300047,https://twitter.com/ad_de_boer/status/877875829014839301,,2017-06-22T23:15:05Z,,twitter.com,,Nijkerk,NL,PPL,Nijkerk,SOURCE_LOCATION,"Nijkerk, Gemeente Nijkerk, Gelderland, Netherlands",2750065,"52.22,5.48611",Gelderland,keqdD4bCa2jvxgOTXcxmuL9oSTc,877875829014839301,,,,,SOURCE_TASK,nl,2017-06-22T23:15:05Z,,['https://t.co/phdRmaeWJc'],Ben je (huis)#arts en wil je #vluchtelingen menswaardige opvang en goede zorg bieden? Bekijk dan onze #vacature: http://ow.ly/qwIO30cNWfp ,True,wvUE6TrCh6RZE6p283j_9dNUU8Y,TEXT,138,,324,,https://twitter.com/ad_de_boer/status/877875829014839301,,2017-06-22T12:44:53Z,False,,,,https://twitter.com/ad_de_boer/status/877875829014839301,NEUTRAL,1498173305873700192,32247,True,https://pbs.twimg.com/profile_images/640091331117715460/QbIafw4z_bigger.jpg,Bootvlucht,https://twitter.com/Bootvlucht,St. Bootvluchteling,3227779720,877870001667145729,https://twitter.com/Bootvlucht/status/877870001667145729,https://twitter.com/Bootvlucht,St. Bootvluchteling,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],QyP68K3A9lSG-SIOQ91FBBhNrks,367449,2011-06-18T06:23:00Z,2017-06-21T19:57:20Z,"<p>Geliefde van Ineke, vader van zeven kinderen, opa van vijftien kleinkinderen en zelfs overgrootvader. Actief in NGK, OnderWeg en ChristenUnie.</p>",0,0,1775,1617,1131,ad_de_boer,LzGgWVyGegGVvPk2sQEiy0v-EnE,200,0,https://pbs.twimg.com/profile_images/1401488991/_MG_4882.2_400x400.jpg,0,2017-06-21T18:19:29Z,2017-06-22T23:15:02Z,2017-06-21T19:57:21Z,0,https://twitter.com/ad_de_boer,Nijkerk,2017-06-22T23:27:48Z,40,40,,twitter,MICROBLOG,https://twitter.com/ad_de_boer,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Ad de Boer,99025080,0,False,"['arts', 'vacature', 'vluchtelingen']",POST,6.5.202,
7,https://pbs.twimg.com/profile_images/711860474850054144/fzKNduSM_400x400.jpg,UNKNOWN,RikkoVb,https://twitter.com/RikkoVb,Rikko Voorberg,139653189,1498176000037,https://twitter.com/RikkoVb/status/877870846513078272,,2017-06-23T00:00:09Z,,twitter.com,,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,GjHInvG4ToeRV67WW605Gd0zPIU,877870846513078272,,,,,SOURCE_TASK,nl,2017-06-23T00:00:09Z,,['https://t.co/phdRmaeWJc'],Ben je (huis)#arts en wil je #vluchtelingen menswaardige opvang en goede zorg bieden? Bekijk dan onze #vacature: http://ow.ly/qwIO30cNWfp ,True,wvUE6TrCh6RZE6p283j_9dNUU8Y,TEXT,138,,314,,https://twitter.com/RikkoVb/status/877870846513078272,,2017-06-22T12:44:53Z,False,,,,https://twitter.com/RikkoVb/status/877870846513078272,NEUTRAL,1498176009597700137,84837,True,https://pbs.twimg.com/profile_images/640091331117715460/QbIafw4z_bigger.jpg,Bootvlucht,https://twitter.com/Bootvlucht,St. Bootvluchteling,3227779720,877870001667145729,https://twitter.com/Bootvlucht/status/877870001667145729,https://twitter.com/Bootvlucht,St. Bootvluchteling,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],r66XVExp412grEdG30RP3xsytls,367291,2010-05-03T01:13:00Z,2017-06-21T19:54:58Z,<p>4/5 mei: vrijheid geef je door. Theoloog in het wild - PopUpKerk -Boek: De Dominee leert vloeken (oktober 2016)</p>,0,0,1255,3019,429,RikkoVb,eY0WIrEPVwXV98dYqCJl0dZjW8I,200,0,https://pbs.twimg.com/profile_images/711860474850054144/fzKNduSM_400x400.jpg,0,2017-06-22T09:09:07Z,2017-06-23T00:00:08Z,2017-06-22T09:40:03Z,0,https://twitter.com/rikkovb,Amsterdam,2017-06-23T00:02:21Z,34,34,['http://www.rikko.nl'],twitter,MICROBLOG,https://twitter.com/rikkovb,,DEFAULT,0,ADAPTIVE,0.0,Rikko Voorberg,51737499,0,False,"['arts', 'vacature', 'vluchtelingen']",POST,6.5.202,
8,https://pbs.twimg.com/profile_images/1230921853/gg_bigger.jpg,MALE,geertgeel,https://twitter.com/geertgeel,Geert Geel,245400973,1497800100058,https://twitter.com/geertgeel/status/876421593295204357,,2017-06-18T15:38:02Z,,twitter.com,,,,,Hol van de Leeuw,DEFAULT,,,,,gPzzrUO5kgGLVvt9SCy0z4pupqY,876421593295204357,,,,,SOURCE_TASK,nl,2017-06-18T15:38:02Z,0.0,,Voor het geval je dacht dat #Goedvolk ook daadwerkelijk goed volk is. #Vluchtelingenwerk #nvdv2017 #vluchtelingen #buitenhof Directeur Vluchtelingenwerk verdient 137.599 euro per jaar. Ter info. #buitenhof pic.twitter.com/1S6IWdz81I,True,y1Y4SXcrrXCHmp4De2IWqXA-OdM,TEXT,232,,325,,https://twitter.com/geertgeel/status/876421593295204357,,2017-06-18T12:49:25Z,False,,,,https://twitter.com/geertgeel/status/876421593295204357,NEUTRAL,1497800282561900179,48358,True,,frenkie4allll,https://twitter.com/frenkie4allll,frenkie4freedom,20678856,876395789358071808,https://twitter.com/frenkie4allll/status/876395789358071808,https://twitter.com/frenkie4allll,frenkie4freedom,REPLY,1.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],v5RHwk0tRmHzuHXGZKmdttZgf50,391013,2011-01-31T08:23:00Z,2017-05-29T19:19:49Z,"<p>Querulant, volgens Mat Herben. Ik wil een samoerai-zwaard. Dat hoofd van Geert Geel gaat ‘r clean off, aldus <a href=""https://twitter.com/frontaalnaakt"" rel=""nofollow"">@<b>frontaalnaakt</b></a> . Het is teveel eer, lieve mensen!</p>",0,0,907,5255,5589,geertgeel,7tOAFGXwR8-8zIAWiGwxxQ-eleI,200,0,https://pbs.twimg.com/profile_images/1230921853/gg_400x400.jpg,0,2017-06-18T10:41:37Z,2017-06-18T15:38:01Z,2017-06-18T12:32:02Z,0,https://twitter.com/geertgeel,Hol van de Leeuw,2017-06-18T15:38:10Z,20,20,['http://geertgeel.blogspot.com.es/'],twitter,MICROBLOG,https://twitter.com/geertgeel,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Geert Geel,11166976,0,False,"['Goedvolk', 'Vluchtelingenwerk', 'buitenhof', 'nvdv2017', 'vluchtelingen']",POST,6.5.188,
9,https://pbs.twimg.com/profile_images/857865600269508608/oG15X6fs_400x400.jpg,UNKNOWN,hsrotterdam,https://twitter.com/hsrotterdam,Hogeschool Rotterdam,80815272,1498076400007,https://twitter.com/hsrotterdam/status/877442067810713600,,2017-06-21T20:24:34Z,,twitter.com,,Rotterdam,NL,PPL,Rotterdam,SOURCE_LOCATION,"Rotterdam, Gemeente Rotterdam, South Holland, Netherlands",2747891,"51.9225,4.47917",South Holland,tehn0QSA-LVV6bUzvsM-yW-CVgc,877442067810713600,,,,https://pbs.twimg.com/media/DCx4lEfXkAAL7mN.jpg,SOURCE_TASK,nl,2017-06-21T20:24:34Z,,,#uaf #vluchtelingen gaan na voortraject van 6 mnd bij Ad IBM @RdamAcademy in gesprek met bouwbedrijven voor een werkplek tijdens de studie.,True,PbAMhDV13ts8B73uwmNJN3Ag-Tw,TEXT,139,['RdamAcademy'],324,,https://twitter.com/hsrotterdam/status/877442067810713600,,2017-06-20T16:56:46Z,False,,,,https://twitter.com/hsrotterdam/status/877442067810713600,NEUTRAL,1498076674263500019,16007,True,https://pbs.twimg.com/profile_images/618670738267111424/D-Q7KT4C_bigger.jpg,Ajvroegindeweij,https://twitter.com/Ajvroegindeweij,Angela Vroegindeweij,3364736673,877208616557834241,https://twitter.com/Ajvroegindeweij/status/877208616557834241,https://twitter.com/Ajvroegindeweij,Angela Vroegindeweij,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],Khe7dJaXBdU1uaZIxhg29x0ZEIo,377809,2009-10-08T03:14:00Z,2017-06-21T20:24:32Z,"<p>Het officiële Hogeschool Rotterdam Twitteraccount. Nieuws, activiteiten en op werkdagen van 9-17u de mogelijkheid vragen te stellen aan ons webcareteam.</p>",0,0,2941,8701,1249,hsrotterdam,KJF9j0YyyZ8O71OXZ5VXHuSJcuc,200,0,https://pbs.twimg.com/profile_images/857865600269508608/oG15X6fs_400x400.jpg,0,2017-06-19T16:09:16Z,2017-06-21T20:24:32Z,2017-06-20T23:35:01Z,0,https://twitter.com/hsrotterdam,Rotterdam,2017-06-21T20:24:32Z,35,35,['http://www.hogeschoolrotterdam.nl'],twitter,MICROBLOG,https://twitter.com/hsrotterdam,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Hogeschool Rotterdam,3600000,0,False,"['uaf', 'vluchtelingen']",POST,6.5.202,
