,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/536882206354862080/4xjGq7M9_400x400.png,MALE,ArmandVervaeck,https://twitter.com/ArmandVervaeck,Armand Vervaeck,866157062,1491468600099,https://twitter.com/ArmandVervaeck/status/849889733673177088,,2017-04-06T08:51:03Z,,twitter.com,,,,Mechelen Belgium,DEFAULT,,,,,CA6IowN9kEt23M-S6BohA5ScW4M,849889733673177088,,SOURCE_TASK,nl,2017-04-06T08:51:03Z,,,"OCMW voorzitter A: ""Kunnen we #vluchtelingen niet beter spreiden?"" Journalist van @demorgen maakt daarvan: ""A wil vluchtelingen buiten!"" 😭",True,sK49WdVHHjKOIq4w6Bv88XuGDus,TEXT,139,['demorgen'],324,,https://twitter.com/ArmandVervaeck/status/849889733673177088,2017-04-06T06:38:25Z,False,,,https://twitter.com/ArmandVervaeck/status/849889733673177088,NEGATIVE,1491468663606300220,90499,True,https://pbs.twimg.com/profile_images/801194381483118594/nP7_XASi_bigger.jpg,LudwigBollaerts,https://twitter.com/LudwigBollaerts,Ludwig Bollaerts,14169849,849873913031118848,https://twitter.com/LudwigBollaerts/status/849873913031118848,https://twitter.com/LudwigBollaerts,Ludwig Bollaerts,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],MwNDGBaIWPxjOQQfdc1BMjRe1Ag,342076,2012-10-07T04:06:00Z,2017-03-30T23:07:48Z,<p>Aardbevingsspecialist - Grootste ngo-website aardbevingen ter wereld - Mechelaar - KVM - Wereldreiziger - selectie wereldpers - Foto: Noord-Korea (eigen foto)</p>,0,0,49051,6960,5826,ArmandVervaeck,PK10dP99JF7tK5v65UoSC4hvtHA,200,0,https://pbs.twimg.com/profile_images/536882206354862080/4xjGq7M9_400x400.png,0,2017-04-06T06:08:19Z,2017-04-06T08:51:02Z,2017-04-06T06:12:02Z,0,https://twitter.com/armandvervaeck,Mechelen Belgium,2017-04-06T08:51:05Z,30,30,['http://earthquake-report.com'],twitter,MICROBLOG,https://twitter.com/armandvervaeck,,DEFAULT,0,ADAPTIVE,0.0,Armand Vervaeck,9541582,0,False,['vluchtelingen'],POST,6.5.159,
1,https://pbs.twimg.com/profile_images/822097047339855872/01-atvvj_400x400.jpg,MALE,bdlumey,https://twitter.com/bdlumey,Karel Martel,1189532107,1491528900067,https://twitter.com/bdlumey/status/850107460639756288,,2017-04-07T01:39:03Z,,twitter.com,,NL,,Limburg,SOURCE_LOCATION,"Limburg, Netherlands",2751596,"52.37403,4.88969",Limburg,jN0rwdQw_26b28qyRdcnBj8gIXM,850107460639756288,,SOURCE_TASK,nl,2017-04-07T01:39:03Z,,,"OCMW voorzitter A: ""Kunnen we #vluchtelingen niet beter spreiden?"" Journalist van @demorgen maakt daarvan: ""A wil vluchtelingen buiten!"" 😭",True,sK49WdVHHjKOIq4w6Bv88XuGDus,TEXT,139,['demorgen'],324,,https://twitter.com/bdlumey/status/850107460639756288,2017-04-06T06:38:25Z,False,,,https://twitter.com/bdlumey/status/850107460639756288,NEGATIVE,1491529143718300311,89267,True,https://pbs.twimg.com/profile_images/801194381483118594/nP7_XASi_bigger.jpg,LudwigBollaerts,https://twitter.com/LudwigBollaerts,Ludwig Bollaerts,14169849,849873913031118848,https://twitter.com/LudwigBollaerts/status/849873913031118848,https://twitter.com/LudwigBollaerts,Ludwig Bollaerts,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],fXRHNd6P66-E1o8erfdU_jMSh9Q,336582,2013-02-17T05:27:00Z,2017-04-06T21:00:47Z,<p></p>,0,0,5117,1591,2229,bdlumey,qJc7bsrIJue5geOPMv35pnAn4s0,200,0,https://pbs.twimg.com/profile_images/822097047339855872/01-atvvj_400x400.jpg,0,2017-04-05T19:32:09Z,2017-04-07T01:39:02Z,2017-04-06T21:00:47Z,0,https://twitter.com/bdlumey,Limburg,2017-04-07T01:39:17Z,31,31,,twitter,MICROBLOG,https://twitter.com/bdlumey,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,Karel Martel,16708619,0,False,['vluchtelingen'],POST,6.5.159,
2,https://pbs.twimg.com/profile_images/748924115894013952/5nhIAZ6k_bigger.jpg,UNKNOWN,atvbe,https://twitter.com/atvbe,atv.be,386006173,1491388200036,https://twitter.com/atvbe/status/849551571767656448,,2017-04-05T10:32:02Z,,twitter.com,Antwerpen,BE,PPL,Antwerpen,SOURCE_LOCATION,"Antwerpen, Provincie Antwerpen, Flanders, Belgium",2803138,"51.21989,4.40346",Flanders,O6DB3_v7_w5RFpMkYwYv8AdtXHw,849551571767656448,https://pbs.twimg.com/media/C8o2prCXgAQKT6B.jpg,SOURCE_TASK,nl,2017-04-05T10:32:02Z,0.0,['https://t.co/Iwql7oimz0'],"""Erkende Vluchtelingen horen niet thuis in de stad"" #atvnieuws #vluchtelingen #OCMW @DuchateauFons http://buff.ly/2oZb9Sz ",True,965WrZbsZweowGoSk8tHTXncWys,TEXT,122,['DuchateauFons'],324,,https://twitter.com/atvbe/status/849551571767656448,2017-04-05T09:17:33Z,False,,,https://twitter.com/atvbe/status/849551571767656448,NEUTRAL,1491388322045400023,80636,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],DKqkiMEAexIm8q2n0Bd6kDgjUcg,336801,2011-10-06T07:24:00Z,2017-03-30T23:05:43Z,"<p>Dit is de officiële Twitteraccount van atv, Antwerpse televisie, Hangar 27, Rijnkaai 104, 2000 Antwerpen. 03/212.13.60.</p>",0,0,501,12678,436,atvbe,OFvaeZj4WpFqx-tCM3jbmDPqURM,200,0,https://pbs.twimg.com/profile_images/748924115894013952/5nhIAZ6k_400x400.jpg,0,2017-04-05T06:22:03Z,2017-04-05T10:32:00Z,2017-04-05T08:50:02Z,0,https://twitter.com/atvbe,Antwerpen,2017-04-05T10:32:09Z,20,20,['http://www.atv.be'],twitter,MICROBLOG,https://twitter.com/atvbe,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,atv.be,6124980,0,True,"['OCMW', 'atvnieuws', 'vluchtelingen']",POST,6.5.159,
3,https://pbs.twimg.com/profile_images/745931972053184512/1cM9b9BE_400x400.jpg,UNKNOWN,GemZaanstad,https://twitter.com/GemZaanstad,Gemeente Zaanstad,232492751,1491507300075,https://twitter.com/GemZaanstad/status/849872918255415297,,2017-04-06T19:35:04Z,,twitter.com,Zaanstad,NL,PPL,Zaanstad,SOURCE_LOCATION,"Zaanstad, Gemeente Zaanstad, North Holland, Netherlands",2744114,"52.45313,4.81356",North Holland,b1N3JNfYByDwDYLAnGbPw5eSsWs,849872918255415297,,SOURCE_TASK,nl,2017-04-06T19:35:04Z,,['https://t.co/N8iTSgbzvB'],Voor het Uitvoeringsprogramma #vluchtelingen doorlopend in dialoog met betrokkenen. Praktijkvoorbeeld @GemZaanstad: http://bit.ly/2oQiSlT ,True,c_L9_-98ruP-SXJuYCeTx9kItHg,TEXT,138,,314,,https://twitter.com/GemZaanstad/status/849872918255415297,2017-04-06T05:53:00Z,False,,,https://twitter.com/GemZaanstad/status/849872918255415297,NEUTRAL,1491507304393800119,36075,True,https://pbs.twimg.com/profile_images/823505203072827393/zLWLvsp-_bigger.jpg,gemeentenvdt,https://twitter.com/gemeentenvdt,Gemeentenv/dToekomst,2285131513,849862484005601280,https://twitter.com/gemeentenvdt/status/849862484005601280,https://twitter.com/gemeentenvdt,Gemeentenv/dToekomst,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],EBinwm78ak8Y7FEnZYvAqxybTqc,330547,2010-12-31T12:40:00Z,2017-03-30T23:10:30Z,<p>Officieel account van de gemeente Zaanstad. Volg ons en blijf op de hoogte! Vragen? We zijn hier bereikbaar van ma t/m vrij tussen 8.30 en 17.00 uur.</p>,0,0,777,6649,412,GemZaanstad,W4A9Bo3wMVIHJfx2hlmmZsdIuSI,200,0,https://pbs.twimg.com/profile_images/745931972053184512/1cM9b9BE_400x400.jpg,0,2017-04-05T14:36:11Z,2017-04-06T19:35:03Z,2017-04-06T04:05:04Z,0,https://twitter.com/gemzaanstad,Zaanstad,2017-04-06T19:39:17Z,21,21,['http://www.zaanstad.nl'],twitter,MICROBLOG,https://twitter.com/gemzaanstad,,DEFAULT,0,ADAPTIVE,0.0,Gemeente Zaanstad,56050000,0,False,['vluchtelingen'],POST,6.5.159,
4,https://pbs.twimg.com/profile_images/737356377425911808/yFhwZDZa_bigger.jpg,UNKNOWN,Pensioenspook,https://twitter.com/Pensioenspook,Pensioenspook,415067387,1491413400022,https://twitter.com/Pensioenspook/status/849611659446497280,,2017-04-05T17:30:02Z,,twitter.com,Brugge,BE,PPL,Brugge,SOURCE_LOCATION,"Brugge, Provincie West-Vlaanderen, Flanders, Belgium",2800931,"51.20892,3.22424",Flanders,w7HiCVPYzcEg5Kd_3tIIy9RMcZI,849611659446497280,,SOURCE_TASK,nl,2017-04-05T17:30:02Z,5.0,,"Dus. Wat Homans zei klopt niet en reden waarom het volgens haar niet klopt klopt ook niet. #armoede #vluchtelingen Dat 'grote instroom vluchtelingen' armoedecijfers hebben beïnvloed, zoals @LiesbethHomans beweert, is onzin. http://www.knack.be/nieuws/belgie/armoede-in-vlaanderen-daalt-niet-ondanks-actieplan-regering/article-normal-836739.html …",True,EMu3bABqVk3vDG6-65EkFibGfM4,TEXT,346,['LiesbethHomans'],316,,https://twitter.com/Pensioenspook/status/849611659446497280,2017-04-05T13:16:19Z,False,,,https://twitter.com/Pensioenspook/status/849611659446497280,NEUTRAL,1491413402696900278,94322,True,,wvlancker,https://twitter.com/wvlancker,Wim Van Lancker,102712414,849361740320124929,https://twitter.com/wvlancker/status/849361740320124929,https://twitter.com/wvlancker,Wim Van Lancker,REPLY,2.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],-2UXtdQstPBJjC7k_R9dumNS_Rc,341752,2011-11-17T01:25:00Z,2017-03-30T23:11:33Z,<p>Linkse hobbytrol. Niet echt fan van N-VA.</p>,0,0,4914,5681,5297,Pensioenspook,IUThmptEthLnwrL1ESuElV8rMmg,200,0,https://pbs.twimg.com/profile_images/737356377425911808/yFhwZDZa_400x400.jpg,0,2017-04-02T21:24:18Z,2017-04-05T17:30:01Z,2017-04-03T00:30:00Z,0,https://twitter.com/pensioenspook,Brugge,2017-04-05T17:40:45Z,22,22,['http://www.dewereldmorgen.be/'],twitter,MICROBLOG,https://twitter.com/pensioenspook,,DEFAULT,0,ADAPTIVE,0.0,Pensioenspook,234643588,0,False,"['armoede', 'vluchtelingen']",POST,6.5.159,
5,https://pbs.twimg.com/profile_images/685500137293148160/5yH8TpKQ_bigger.jpg,UNKNOWN,VGenPensioen,https://twitter.com/VGenPensioen,A.Stuijt,452904162,1491120300054,https://twitter.com/VGenPensioen/status/848416631307071488,,2017-04-02T08:07:02Z,,twitter.com,,NL,,Nederland,SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,zG6i461byRD45ky5sljea_WWkd4,848416631307071488,,SOURCE_TASK,nl,2017-04-02T08:07:02Z,0.0,,#uppgivenhetssyndrom #refugees #vluchtelingen In de steek gelaten door de mensheid.,True,lNX9E1OqOUAbdYgBPu7V9G0ikSw,TEXT,83,,314,,https://twitter.com/VGenPensioen/status/848416631307071488,2017-04-02T06:07:42Z,False,,,https://twitter.com/VGenPensioen/status/848416631307071488,NEUTRAL,1491120422560900152,61854,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],-QTZA2PEP5dB_QE7UFg9L-bRpv0,336136,2012-01-02T03:04:00Z,2017-03-30T23:16:42Z,"<p>Lid van een Vereniging voor Gepensioneerden, 77 jaar &amp; gelukkig</p>",0,0,8049,474,59,VGenPensioen,car0r-mNNrSXoPn5RLLAk3BXQIM,200,0,https://pbs.twimg.com/profile_images/685500137293148160/5yH8TpKQ_400x400.jpg,0,2017-04-01T19:23:22Z,2017-04-02T08:07:01Z,2017-04-02T04:58:00Z,0,https://twitter.com/vgenpensioen,Nederland,2017-04-02T08:07:14Z,20,20,,twitter,MICROBLOG,https://twitter.com/vgenpensioen,,DEFAULT,0,ADAPTIVE,0.0,A.Stuijt,11352959,0,False,"['refugees', 'uppgivenhetssyndrom', 'vluchtelingen']",POST,6.5.159,
6,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_bigger.jpg,UNKNOWN,aNyWaytwit,https://twitter.com/aNyWaytwit,aNyWay  🇳🇱 🇪🇺,224313187,1491513300041,https://twitter.com/aNyWaytwit/status/850077376038002689,,2017-04-06T21:19:14Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,yZt5D0GwDCrm6i63FwmH9JIQNck,850077376038002689,,SOURCE_TASK,nl,2017-04-06T21:19:14Z,0.0,,Het zit er goed in gestampt bij die #pvv papegaaien. #domrechts #vluchtelingen NEDERLAND gaat weer VERDER achteruit met inkomens. Toch blijven elite miljoenen nep vluchtelingen importeren. U betaald de rekening! https://twitter.com/Stormtroepen/status/849896879546658816 …,True,vJBSaF1K4S-5Q0PMvON6w5gfhso,TEXT,272,,314,,https://twitter.com/aNyWaytwit/status/850077376038002689,2017-04-06T20:06:54Z,False,,,https://twitter.com/aNyWaytwit/status/850077376038002689,NEUTRAL,1491513554543400010,28841,True,,Stormtroepen,https://twitter.com/Stormtroepen,x,188681444,849899080876773376,https://twitter.com/Stormtroepen/status/849899080876773376,https://twitter.com/Stormtroepen,x,REPLY,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],V5R1uBAziLQP_hsCldKUN_0amfs,406071,2010-12-08T09:48:00Z,2017-04-06T21:19:13Z,<p>Entrepreneur. Motorrijden. Sporten. Met de hond er op uit. Dierenliefhebber. Nieuws/politiek. Hekel aan racisten (blok) geloofgekkies hooligans geweld en oorlog</p>,0,0,4639,213,99,aNyWaytwit,dpljNVkw4vGJ97QRXtYvjb1eYj0,200,0,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_400x400.jpg,0,2017-04-05T21:32:14Z,2017-04-06T21:19:13Z,2017-04-05T22:00:00Z,0,https://twitter.com/anywaytwit,Amsterdam,2017-04-06T21:19:13Z,22,22,['http://www.artikel1.nl'],twitter,MICROBLOG,https://twitter.com/anywaytwit,,DEFAULT,0,ADAPTIVE,0.0,aNyWay 🇳🇱🇪🇺,3600000,0,False,"['domrechts', 'pvv', 'vluchtelingen']",POST,6.5.159,
7,https://pbs.twimg.com/profile_images/845042242951794692/-rT9jVrJ_400x400.jpg,UNKNOWN,Sambamagico,https://twitter.com/Sambamagico,Sambamagico,119934805,1491300000097,https://twitter.com/Sambamagico/status/849188755533647873,,2017-04-04T10:00:10Z,,twitter.com,,,,The Netherlands,DEFAULT,,,,,0V_e64OH8S8hcwC2PW-PlHpWIoU,849188755533647873,https://pbs.twimg.com/media/C8jlwgRXYAANahK.jpg,SOURCE_TASK,nl,2017-04-04T10:00:10Z,,['https://t.co/7wEFZacCFh'],In de holst van de nacht op het kamp met #vluchtelingen (Duinkerke/Frankrijk) | (c)Geronimo Matulessy | http://www.gerography.nl  | #TB,True,jbJ5UGuScS9UNqC5SZ6eFmvW1qA,TEXT,135,,324,,https://twitter.com/Sambamagico/status/849188755533647873,2017-04-04T08:46:51Z,False,,,https://twitter.com/Sambamagico/status/849188755533647873,NEUTRAL,1491300010365800217,44997,True,https://pbs.twimg.com/profile_images/843871748927963137/66FYPH-5_bigger.jpg,GeroGraphy,https://twitter.com/GeroGraphy,Geronimo Matulessy,3351832773,849181460510724101,https://twitter.com/GeroGraphy/status/849181460510724101,https://twitter.com/GeroGraphy,Geronimo Matulessy,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],MpwwxNlC_TpcdBcHw-LgmslV_WQ,338555,2010-03-04T04:23:00Z,2017-03-30T23:23:37Z,"<p>Wie zijn eigen weg gaat, kan door niemand worden ingehaald. Love and compassion are necessities, not luxuries. Without them, humanity cannot survive.”</p>",0,0,6251,2445,1085,Sambamagico,mizcGLz3NmCAsOEev-_KaIX2iqA,200,0,https://pbs.twimg.com/profile_images/845042242951794692/-rT9jVrJ_400x400.jpg,0,2017-04-01T14:43:56Z,2017-04-04T10:00:09Z,2017-04-01T14:45:04Z,0,https://twitter.com/sambamagico,The Netherlands,2017-04-04T10:11:22Z,36,36,['https://www.youtube.com/watch?v=ENcXU5h3lQQ'],twitter,MICROBLOG,https://twitter.com/sambamagico,,DEFAULT,0,ADAPTIVE,0.0,Sambamagico,242775150,0,False,"['TB', 'vluchtelingen']",POST,6.5.159,
8,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_bigger.jpg,UNKNOWN,aNyWaytwit,https://twitter.com/aNyWaytwit,aNyWay  🇳🇱 🇪🇺,224313187,1491513300061,https://twitter.com/aNyWaytwit/status/850075672345182208,,2017-04-06T21:19:14Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,EVLxOAwZt0fXLd37NSpYpeaLZPU,850075672345182208,,SOURCE_TASK,nl,2017-04-06T21:19:14Z,0.0,,Het typische hersenloze na praten van het #wilders retoriek! Stakker. #vluchtelingen Een ander land? Komen door genoeg andere landen,True,UmuAPImkdM3nvXuZ9TSQrAHWd8g,TEXT,132,,314,,https://twitter.com/aNyWaytwit/status/850075672345182208,2017-04-06T20:00:08Z,False,,,https://twitter.com/aNyWaytwit/status/850075672345182208,NEUTRAL,1491513554543400015,6261,True,,Hans_Jansen,https://twitter.com/Hans_Jansen,Hans Jansen,104595541,850060295091482625,https://twitter.com/Hans_Jansen/status/850060295091482625,https://twitter.com/Hans_Jansen,Hans Jansen,REPLY,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],V5R1uBAziLQP_hsCldKUN_0amfs,406071,2010-12-08T09:48:00Z,2017-04-06T21:19:13Z,<p>Entrepreneur. Motorrijden. Sporten. Met de hond er op uit. Dierenliefhebber. Nieuws/politiek. Hekel aan racisten (blok) geloofgekkies hooligans geweld en oorlog</p>,0,0,4639,213,99,aNyWaytwit,dpljNVkw4vGJ97QRXtYvjb1eYj0,200,0,https://pbs.twimg.com/profile_images/801016274272813056/n-8OtE9I_400x400.jpg,0,2017-04-05T21:32:14Z,2017-04-06T21:19:13Z,2017-04-05T22:00:00Z,0,https://twitter.com/anywaytwit,Amsterdam,2017-04-06T21:19:13Z,22,22,['http://www.artikel1.nl'],twitter,MICROBLOG,https://twitter.com/anywaytwit,,DEFAULT,0,ADAPTIVE,0.0,aNyWay 🇳🇱🇪🇺,3600000,0,False,"['vluchtelingen', 'wilders']",POST,6.5.159,
9,https://pbs.twimg.com/profile_images/501032252982046720/SXz5P3UP_400x400.jpeg,UNKNOWN,Pegasus4sun,https://twitter.com/Pegasus4sun,Pegasus NO2ESM PVV,153410533,1491156600097,https://twitter.com/Pegasus4sun/status/848594814341918720,,2017-04-02T18:11:03Z,,twitter.com,,,,,,,,,,wu8PpB7upkm03Iejwk0SQGmD6OE,848594814341918720,,SOURCE_TASK,nl,2017-04-02T18:11:03Z,,,SCHANDALIG: #hulporganisaties beunen bij met mensensmokkel #immigranten #nosjournaal #asilezoekers #eu #pvv #azg #vluchtelingen Mensensmokkelaars worden geholpen DOOR #HULPORGANISATIES... Hoor wat @arnoldkarskens erover zegt in #WNL: pic.twitter.com/nL9ZDNr6SV,True,6USP15FsbujvjXeVAWfdceO7fH4,TEXT,260,['arnoldkarskens'],314,,https://twitter.com/Pegasus4sun/status/848594814341918720,2017-04-02T17:54:07Z,False,,,https://twitter.com/Pegasus4sun/status/848594814341918720,NEUTRAL,1491156663124900198,10497,True,https://pbs.twimg.com/profile_images/722380012444364800/kT0N9biL_bigger.jpg,FoughtyWilliam,https://twitter.com/FoughtyWilliam,William Foughty,4784764586,848594407599349761,https://twitter.com/FoughtyWilliam/status/848594407599349761,https://twitter.com/FoughtyWilliam,William Foughty,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],6XhRvhmJwVOdgO_qzP7NzLEL3FE,347952,2010-06-08T06:41:00Z,2017-03-30T23:04:55Z,<p>Domper 1209 pvv. 2 dg later staat wereld in brand vanwege onbenullige anti-islam film. Strijdlust gaat verder 4 Freedom in 2017. NoESM NoEU NoIslam</p>,0,0,712,2593,1461,Pegasus4sun,mAXUvhoyQWm76uLG7Cmbcp5pQGM,200,0,https://pbs.twimg.com/profile_images/501032252982046720/SXz5P3UP_400x400.jpeg,0,2017-04-01T23:42:06Z,2017-04-02T18:11:01Z,2017-04-02T15:38:03Z,0,https://twitter.com/pegasus4sun,,2017-04-02T18:11:28Z,38,38,['http://www.pvv.nl'],twitter,MICROBLOG,https://twitter.com/pegasus4sun,,DEFAULT,0,ADAPTIVE,0.0,Pegasus NO2ESM PVV,9203441,0,False,"['asilezoekers', 'azg', 'eu', 'hulporganisaties', 'immigranten', 'nosjournaal', 'pvv', 'vluchtelingen']",POST,6.5.159,
