,author_avatar_img,author_gender,author_handle,author_link,author_name,author_user_id,bucket,canonical,comments,date_found,dislikes,domain,geo_city,geo_country,geo_featurename,geo_location,geo_method,geo_name,geo_name_id,geo_point,geo_state,hashcode,identifier,image1_src,image2_src,image3_src,image_src,index_method,lang,last_updated,likes,links,main,main_authoritative,main_checksum,main_format,main_length,mentions,metadata_score,metadata_updates,permalink,pinned,published,replied,replied_profile_link,replied_profile_title,resource,sentiment,sequence,sequence_range,shared,shared_author_avatar_img,shared_author_handle,shared_author_link,shared_author_name,shared_author_user_id,shared_identifier,shared_permalink,shared_profile_link,shared_profile_title,shared_type,shares,site,source_assigned_tags,source_content_checksum,source_content_length,source_created,source_date_found,source_description,source_favicon_height,source_favicon_width,source_favorites,source_followers,source_following,source_handle,source_hashcode,source_http_status,source_image_height,source_image_src,source_image_width,source_last_posted,source_last_published,source_last_updated,source_likes,source_link,source_location,source_next_update,source_parsed_posts,source_parsed_posts_max,source_profiles,source_publisher_subtype,source_publisher_type,source_resource,source_setting_author_policy,source_setting_index_strategy,source_setting_minimum_content_metadata_score,source_setting_update_strategy,source_spam_probability,source_title,source_update_interval,source_user_interactions,source_verified,tags,type,version,video_player
0,https://pbs.twimg.com/profile_images/802524727713693696/S4avda53_400x400.jpg,FEMALE,henniehemmes,https://twitter.com/henniehemmes,hennie hemmes,81556547,1493152500022,https://twitter.com/henniehemmes/status/856963126847254528,,2017-04-25T20:37:05Z,,twitter.com,,,,Pekela,DEFAULT,,,,,e5937ZcEyCEfnBUEPQjuGpFuVFI,856963126847254528,,,,,SOURCE_TASK,nl,2017-04-25T20:37:05Z,,['https://t.co/pKM1R9h3lp'],Solid. Greece is een solidariteitscampagne voor #Griekenland #coöperaties #vluchtelingen Download hier de flyer: http://tinyurl.com/mdghyrv ,True,wXO3QjQoINvCMsIZZ2IBaQ_iUzI,TEXT,140,,324,,https://twitter.com/henniehemmes/status/856963126847254528,,2017-04-25T20:03:50Z,False,,,https://twitter.com/henniehemmes/status/856963126847254528,NEUTRAL,1493152625708500042,58322,True,https://pbs.twimg.com/profile_images/801393720541192193/UAh-lHtt_bigger.jpg,dekretz,https://twitter.com/dekretz,Diana Kretschmann,1637648442,856961971933118464,https://twitter.com/dekretz/status/856961971933118464,https://twitter.com/dekretz,Diana Kretschmann,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],eOwDP4w77iUVFRG4zC13XpT35C8,338859,2009-10-11T02:21:00Z,2017-04-18T21:18:55Z,"<p>SP. Wethouder Pekela. SocialeZaken, Economische Zaken,Zorg, Welzijn, Onderwijs, Herindeling en Centrumplan, Loco burgemeester. Wies mit Pekel &amp; Kos</p>",0,0,12,2648,1591,henniehemmes,navgwdFlcSF-iguVm-XydbEOnSE,200,0,https://pbs.twimg.com/profile_images/802524727713693696/S4avda53_400x400.jpg,0,2017-04-25T11:07:39Z,2017-04-25T20:37:03Z,2017-04-25T13:27:02Z,0,https://twitter.com/henniehemmes,Pekela,2017-04-25T20:37:21Z,32,32,,twitter,MICROBLOG,https://twitter.com/henniehemmes,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,hennie hemmes,25816975,0,False,"['Griekenland', 'coöperaties', 'vluchtelingen']",POST,6.5.162,
1,https://pbs.twimg.com/profile_images/682599527912701952/fNXwK0MQ_400x400.jpg,UNKNOWN,jannyzeeland,https://twitter.com/jannyzeeland,jannyzeeland,402255391,1493452200046,https://twitter.com/jannyzeeland/status/858207930755272704,,2017-04-29T07:53:05Z,,twitter.com,,,,de aarde,DEFAULT,,,,,YNILyz1mXUJcNxx1JFE1wzo-epY,858207930755272704,,,,,SOURCE_TASK,nl,2017-04-29T07:53:05Z,,,"#vluchtelingen: als maar 3%echte vluchteling is, zou dus 97% meteen terugkunnen. Wie zorgt ervoor dat dat niet kan?",True,XUgxsbtlPI9Qr2ef2RXVW_hxkj0,TEXT,115,,314,,https://twitter.com/jannyzeeland/status/858207930755272704,,2017-04-28T11:07:39Z,False,,,https://twitter.com/jannyzeeland/status/858207930755272704,NEUTRAL,1493452385143500480,23446,True,https://pbs.twimg.com/profile_images/757998114548711474/CvHQehlB_bigger.jpg,kieboom1,https://twitter.com/kieboom1,kieboom,356299610,857914202496872449,https://twitter.com/kieboom1/status/857914202496872449,https://twitter.com/kieboom1,kieboom,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],78SjiB8WlkONdtPK1RUpAjW6cx8,350878,2011-10-31T12:51:00Z,2017-04-18T21:07:47Z,<p>wereldreiziger/genieter/boulervardje pikken in Vlissingen/theater/lekker eten/ en nog veel meer !</p>,0,0,19044,1810,1897,jannyzeeland,x07V0ZUZPjg3GQUj1-xxrXGNv4I,200,0,https://pbs.twimg.com/profile_images/682599527912701952/fNXwK0MQ_400x400.jpg,0,2017-04-28T23:56:50Z,2017-04-29T07:53:04Z,2017-04-29T04:10:00Z,0,https://twitter.com/jannyzeeland,de aarde,2017-04-29T07:53:32Z,38,38,['http://www.jannyzeelandblog.wordpress.com'],twitter,MICROBLOG,https://twitter.com/jannyzeeland,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,jannyzeeland,13410754,0,False,['vluchtelingen'],POST,6.5.166,
2,https://pbs.twimg.com/profile_images/536882206354862080/4xjGq7M9_bigger.png,MALE,ArmandVervaeck,https://twitter.com/ArmandVervaeck,Armand Vervaeck,866157062,1493290500014,https://twitter.com/ArmandVervaeck/status/857545396888928256,,2017-04-27T10:59:02Z,,twitter.com,,,,Mechelen Belgium,DEFAULT,,,,,HmbxB-ETJSYsHNYdXyuP6yiLj_I,857545396888928256,,,,,SOURCE_TASK,nl,2017-04-27T10:59:02Z,1.0,,"#Zweden worden wantrouwiger tov #vluchtelingen wegens terreur, criminaliteit, fraude, enz. #Swedes grow weary of #refugees amid terror threats, crime, fraud https://sptnkne.ws/enjD  #MigrantCrisis pic.twitter.com/rspg9v4Ejy",True,I0sNk0SnvQN1K5fgkKK1g_TtM2A,TEXT,223,,326,,https://twitter.com/ArmandVervaeck/status/857545396888928256,,2017-04-27T10:42:09Z,False,,,https://twitter.com/ArmandVervaeck/status/857545396888928256,NEUTRAL,1493290742191500003,74514,True,,SputnikInt,https://twitter.com/SputnikInt,Sputnik,34262462,857544855974584321,https://twitter.com/SputnikInt/status/857544855974584321,https://twitter.com/SputnikInt,Sputnik,REPLY,5.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],1aMEP5AggHXyCs5lmt2BujZ-HqM,392503,2012-10-07T04:06:00Z,2017-04-18T21:05:04Z,<p>Aardbevingsspecialist - Grootste ngo-website aardbevingen ter wereld - Mechelaar - KVM - Wereldreiziger - selectie wereldpers - Foto: Noord-Korea (eigen foto)</p>,0,0,50847,7124,5878,ArmandVervaeck,PK10dP99JF7tK5v65UoSC4hvtHA,200,0,https://pbs.twimg.com/profile_images/536882206354862080/4xjGq7M9_400x400.png,0,2017-04-27T06:44:04Z,2017-04-27T10:59:01Z,2017-04-27T06:48:01Z,0,https://twitter.com/armandvervaeck,Mechelen Belgium,2017-04-27T10:59:03Z,29,29,['http://earthquake-report.com'],twitter,MICROBLOG,https://twitter.com/armandvervaeck,,DEFAULT,0,ADAPTIVE,0.0,Armand Vervaeck,15059490,0,False,"['Zweden', 'vluchtelingen']",POST,6.5.162,
3,https://pbs.twimg.com/profile_images/636974751118962689/1JHHdoGq_400x400.jpg,UNKNOWN,wijzijnhierNL,https://twitter.com/wijzijnhierNL,We Are Here,1851036888,1494460500013,https://twitter.com/wijzijnhierNL/status/858023174562295808,,2017-05-10T23:55:06Z,,twitter.com,Amsterdam,NL,PPLC,Amsterdam,SOURCE_LOCATION,"Amsterdam, Gemeente Amsterdam, North Holland, Netherlands",2759794,"52.37403,4.88969",North Holland,Vv-_yDcYcW_4apJUwUMV17V0Da0,858023174562295808,,,,https://pbs.twimg.com/media/C-bvnFRWAAEf2Be.jpg,SOURCE_TASK,nl,2017-05-10T23:55:06Z,,['https://t.co/r5GrE9eWxv'],"Voor u de niet verkochte #boeken weer opbergt, denk aub aan de #vluchtelingen van @wijzijnhierNL: https://www.facebook.com/ton.meurs.7/posts/1180051332013863?pnref=story … #vrijmarkt",True,Tw-bXb8_I5yuvtQj-tVgnGSnDf0,TEXT,182,,324,,https://twitter.com/wijzijnhierNL/status/858023174562295808,,2017-04-27T16:46:22Z,False,,,https://twitter.com/wijzijnhierNL/status/858023174562295808,NEUTRAL,1494460506808700029,60813,True,https://pbs.twimg.com/profile_images/576783932126937088/g7u9-N8D_bigger.jpeg,TonMeurs,https://twitter.com/TonMeurs,Meurs A.M.,3064000545,857637052984197120,https://twitter.com/TonMeurs/status/857637052984197120,https://twitter.com/TonMeurs,Meurs A.M.,RAW,,twitter.com,['#qEnI3K5iNlBUhbTeo7j3JNc3RYo'],D6JH1pHg56Erzb1GOUZKcVVW1oM,360431,2013-09-10T03:25:00Z,2017-05-10T23:55:03Z,"<p>Wij Zijn Hier <a href=""https://twitter.com/hashtag/WeAreHere?src=hash"">#<b>WeAreHere</b></a> <a href=""https://twitter.com/hashtag/vluchtgemeente?src=hash"">#<b>vluchtgemeente</b></a> <a href=""https://twitter.com/hashtag/vluchtgarage?src=hash"">#<b>vluchtgarage</b></a> <a href=""https://twitter.com/hashtag/vluchtgebouw?src=hash"">#<b>vluchtgebouw</b></a> <a href=""https://twitter.com/hashtag/vluchttoren?src=hash"">#<b>vluchttoren</b></a> <a href=""https://twitter.com/hashtag/wijzijnhiernl?src=hash"">#<b>wijzijnhiernl</b></a> Facebook: <a href=""https://t.co/MbI8m0ySa6"" rel=""nofollow noopener"" title=""https://www.facebook.com/WijZijnHier""><span>https://www.</span><span>facebook.com/WijZijnHier</span><span><span>&nbsp;</span></span></a></p>",0,0,501,1342,236,wijzijnhierNL,3hJb35W93guggmpkojGzWhC_FSE,200,0,https://pbs.twimg.com/profile_images/636974751118962689/1JHHdoGq_400x400.jpg,0,2017-03-30T10:40:49Z,2017-05-10T23:55:04Z,2017-03-30T20:30:30Z,0,https://twitter.com/wijzijnhierNL,Amsterdam,2017-05-10T23:55:03Z,34,34,['http://www.wijzijnhier.org'],twitter,MICROBLOG,https://twitter.com/wijzijnhierNL,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,We Are Here,3600000,0,False,"['boeken', 'vluchtelingen', 'vrijmarkt']",POST,6.5.166,
4,https://pbs.twimg.com/profile_images/802608501520551936/aR8BN4cG_400x400.jpg,MALE,Pim1949,https://twitter.com/Pim1949,Pim van der Tas #7,173806465,1493386200091,https://twitter.com/Pim1949/status/857878958490226688,,2017-04-28T13:30:03Z,,twitter.com,,NL,,Nederland,SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,bkPWDoHcedVn8-Wnouxanh_ZOos,857878958490226688,,,,,SOURCE_TASK,nl,2017-04-28T13:30:03Z,,,VVD is sjoemelsekte. En? Iedereen € 1000 erbij? Onderste steen #MH17 al boven? Struikelen over bonnetjes? Alle #vluchtelingen al land uit? Aan het werk op de Follow the Money-redactie voor het volgende artikel over VVD-partijvoorzitter Henry Keizer pic.twitter.com/wEmqHTSelw,True,n1eV2BFs_-tSvHF2TVHT1F_fQ4Q,TEXT,275,,324,,https://twitter.com/Pim1949/status/857878958490226688,,2017-04-28T08:22:38Z,False,,,https://twitter.com/Pim1949/status/857878958490226688,NEUTRAL,1493386203650800275,78091,True,https://pbs.twimg.com/profile_images/812988042432675840/OskyEOd9_bigger.jpg,metaalarbeider,https://twitter.com/metaalarbeider,\m/€T@@L,188372331,857872674349043712,https://twitter.com/metaalarbeider/status/857872674349043712,https://twitter.com/metaalarbeider,\m/€T@@L,RAW,,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],vT8_386gNARh-MWTvgRMNz-HzVk,364333,2010-08-02T05:03:00Z,2017-04-18T21:24:06Z,<p>Laird of Glencoe&amp;Wildernesse/lid Orde Oranje Nassau/4Daagse 2013 en 2014/gep. consultant Finext/vm bestuurder SWP/zorgervaringsdeskundige/oud-ambtenaar VWS</p>,0,0,2835,1316,845,Pim1949,oDdmsk7LXb5iQvlGmspfB7wS-dY,200,0,https://pbs.twimg.com/profile_images/802608501520551936/aR8BN4cG_400x400.jpg,0,2017-04-25T17:35:43Z,2017-04-28T13:30:02Z,2017-04-27T23:53:38Z,0,https://twitter.com/pim1949,Nederland,2017-04-28T13:32:02Z,36,36,['http://page.is/pim-van-der-tas-13'],twitter,MICROBLOG,https://twitter.com/pim1949,,DEFAULT,0,ADAPTIVE,0.0,Pim van der Tas #7,49098937,0,False,"['MH17', 'vluchtelingen']",POST,6.5.164,
5,https://pbs.twimg.com/profile_images/536882206354862080/4xjGq7M9_bigger.png,MALE,ArmandVervaeck,https://twitter.com/ArmandVervaeck,Armand Vervaeck,866157062,1493221800019,https://twitter.com/ArmandVervaeck/status/857238606322302976,,2017-04-26T15:54:03Z,,twitter.com,,,,Mechelen Belgium,DEFAULT,,,,,YoxlhxnR6AaKW8pDDi-_jv0B0pM,857238606322302976,,,,,SOURCE_TASK,nl,2017-04-26T15:54:03Z,0.0,,#Syrië #Aleppo Gemeenschappelijke #begrafenis voor de door #AlQaeda vermoordde Sjiitische #vluchtelingen - 150 doden ow 72 kinderen #Trump? Mass funeral for dozens killed in attack on evacuees http://f24.my/18u4.t  pic.twitter.com/zBBAoZiCjO,True,fM97SxzEVvA9uKG_vYMw-MnppeE,TEXT,241,,325,,https://twitter.com/ArmandVervaeck/status/857238606322302976,,2017-04-26T14:23:05Z,False,,,https://twitter.com/ArmandVervaeck/status/857238606322302976,NEUTRAL,1493222043191500051,40819,True,,FRANCE24,https://twitter.com/FRANCE24,FRANCE 24,1994321,857234714633031680,https://twitter.com/FRANCE24/status/857234714633031680,https://twitter.com/FRANCE24,FRANCE 24,REPLY,1.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],5ulBQ97tAhsOWu98X_UrfSc_ZlI,369460,2012-10-07T04:06:00Z,2017-04-18T21:05:04Z,<p>Aardbevingsspecialist - Grootste ngo-website aardbevingen ter wereld - Mechelaar - KVM - Wereldreiziger - selectie wereldpers - Foto: Noord-Korea (eigen foto)</p>,0,0,50817,7117,5876,ArmandVervaeck,PK10dP99JF7tK5v65UoSC4hvtHA,200,0,https://pbs.twimg.com/profile_images/536882206354862080/4xjGq7M9_400x400.png,0,2017-04-26T13:23:05Z,2017-04-26T15:54:01Z,2017-04-26T13:29:01Z,0,https://twitter.com/armandvervaeck,Mechelen Belgium,2017-04-26T15:54:35Z,31,31,['http://earthquake-report.com'],twitter,MICROBLOG,https://twitter.com/armandvervaeck,,DEFAULT,0,ADAPTIVE,0.0,Armand Vervaeck,8732410,0,False,"['AlQaeda', 'Aleppo', 'Syrië', 'Trump', 'begrafenis', 'vluchtelingen']",POST,6.5.162,
6,https://pbs.twimg.com/profile_images/855735303541272576/l1rPtS5__bigger.jpg,UNKNOWN,PeterAnshof,https://twitter.com/PeterAnshof,PeterAnshof,244343788,1493343000071,https://twitter.com/PeterAnshof/status/857643862663286784,,2017-04-28T01:30:04Z,,twitter.com,'s-Hertogenbosch,NL,PPLA,"'s-Hertogenbosch, Nederland",SOURCE_LOCATION,"'s-Hertogenbosch, Gemeente 's-Hertogenbosch, North Brabant, Netherlands",2747351,"51.69917,5.30417",North Brabant,zqi-CsTjwZdBVvCGXD9CrY3EzZs,857643862663286784,,,,,SOURCE_TASK,nl,2017-04-28T01:30:04Z,4.0,['https://t.co/2UegNACKbs'],STOP de criminele handelingen jegens de #vluchtelingen en STEUN: http://www.onderzoekoorlogsmisdaden.nl/  Kijk waarom:,True,QRJ0rDXXsr7w5qDFOnacs97oHXI,TEXT,118,,316,,https://twitter.com/PeterAnshof/status/857643862663286784,,2017-04-27T17:13:25Z,False,,,https://twitter.com/PeterAnshof/status/857643862663286784,NEUTRAL,1493343004171700213,25371,,,,,,,,,,,NONE,7.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],yNdPSLS66Ausok_L6u7eyHayrR4,348081,2011-01-28T07:05:00Z,2017-04-18T21:24:15Z,"<p>Ik vraag het u af... Tegen de EU, voor de EEG. Boos over machtsmisbruik en D66. RT is niet per se eens. Tweet op onpersoonlijke titel. Controleert zelf NIETS!</p>",0,0,2817,7772,6131,PeterAnshof,R885Xz9xzEwnX38EuSM7BQmxYJ4,200,0,https://pbs.twimg.com/profile_images/855735303541272576/l1rPtS5__400x400.jpg,0,2017-04-27T10:25:47Z,2017-04-28T01:30:03Z,2017-04-27T11:53:01Z,0,https://twitter.com/peteranshof,"'s-Hertogenbosch, Nederland",2017-04-28T01:31:14Z,28,28,['http://www.anshof.nl'],twitter,MICROBLOG,https://twitter.com/peteranshof,,DEFAULT,0,ADAPTIVE,0.0,PeterAnshof,49090921,0,False,['vluchtelingen'],POST,6.5.164,
7,https://pbs.twimg.com/profile_images/2754204050/166587757dbaa8540bf9634495637db6_bigger.jpeg,UNKNOWN,BLIKOPENER333,https://twitter.com/BLIKOPENER333,ONLY NEWS,240044817,1492874100026,https://twitter.com/BLIKOPENER333/status/855774704447234049,,2017-04-22T15:15:03Z,,twitter.com,,NL,,Nederland,SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,LMaP9_Z9Y39EyQZJTjyPgdRgMs4,855774704447234049,,,,,SOURCE_TASK,nl,2017-04-22T15:15:03Z,0.0,['https://t.co/MM2i0AgyGa'],WAAROM GAAT Zangeres Anneke van Giersbergen aan de wandel voor #vluchtelingen? http://feed.omroepbrabant.nl/share/2486141  #omroepbrabant,True,UKsnjIPT2OrLzur6V9PJAE-iHiQ,TEXT,137,,314,,https://twitter.com/BLIKOPENER333/status/855774704447234049,,2017-04-22T13:26:03Z,False,,,https://twitter.com/BLIKOPENER333/status/855774704447234049,NEUTRAL,1492874103664600038,74126,,,,,,,,,,,NONE,0.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],mkDOaSeKu5NFWk21lmZJX3vNc7U,352805,2011-01-18T05:25:00Z,2017-04-18T21:00:43Z,<p>ONLY NEWS = ONLY NEWS</p>,0,0,10153,17398,19105,BLIKOPENER333,MZrfycDVe4y5pkr84talH5_XkWU,200,0,https://pbs.twimg.com/profile_images/2754204050/166587757dbaa8540bf9634495637db6_400x400.jpeg,0,2017-04-22T13:23:41Z,2017-04-22T15:15:01Z,2017-04-22T13:24:46Z,0,https://twitter.com/blikopener333,Nederland,2017-04-22T15:15:17Z,35,35,,twitter,MICROBLOG,https://twitter.com/blikopener333,,DEFAULT,0,ADAPTIVE,0.0,ONLY NEWS,6629594,0,False,"['omroepbrabant', 'vluchtelingen']",POST,6.5.162,
8,https://pbs.twimg.com/profile_images/734712443864240128/2oghUxhr_bigger.jpg,UNKNOWN,refdag,https://twitter.com/refdag,RD.nl,27020266,1492860600099,https://twitter.com/refdag/status/855727151106195456,,2017-04-22T11:33:03Z,,twitter.com,Apeldoorn,NL,PPL,"Apeldoorn, Nederland",SOURCE_LOCATION,"Apeldoorn, Gemeente Apeldoorn, Gelderland, Netherlands",2759706,"52.21,5.96944",Gelderland,3OkrhJKqwlNICDlAVWGfTH3djqM,855727151106195456,,,,https://pbs.twimg.com/media/C-AnTuuXYAApo40.jpg,SOURCE_TASK,nl,2017-04-22T11:33:03Z,0.0,['https://t.co/08edbYPHQw'],„Veel ex-Taliban onder Afghanen Duitsland” #taliban #vluchtelingen http://rd.nl/1.1395439 ,True,GobnnNxyGqc0czbHnO2nPsOqE24,TEXT,90,,325,,https://twitter.com/refdag/status/855727151106195456,,2017-04-22T10:17:06Z,False,,,https://twitter.com/refdag/status/855727151106195456,NEUTRAL,1492860783800300673,12899,,,,,,,,,,,NONE,1.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],9J_JJCvm38k7wKd2aF-LIifyoy4,338977,2009-03-27T07:59:00Z,2017-04-18T21:11:31Z,"<p>RD.nl is de website van het Reformatorisch Dagblad, een landelijk christelijk dagblad. Volg ons ook op <a href=""https://t.co/QgK85nvPb6"" rel=""nofollow noopener"" title=""http://facebook.com/refdag""><span>http://</span><span>facebook.com/refdag</span><span><span>&nbsp;</span></span></a>.</p>",0,0,250,8858,251,refdag,o0UbZ6LrfMufMxSeF4S0DORdo4M,200,0,https://pbs.twimg.com/profile_images/734712443864240128/2oghUxhr_400x400.jpg,0,2017-04-22T08:10:54Z,2017-04-22T11:33:03Z,2017-04-22T09:17:02Z,0,https://twitter.com/refdag,"Apeldoorn, Nederland",2017-04-22T11:33:19Z,22,22,['http://rd.nl'],twitter,MICROBLOG,https://twitter.com/refdag,DEFAULT,DEFAULT,0,ADAPTIVE,0.0,RD.nl,8175350,0,True,"['taliban', 'vluchtelingen']",POST,6.5.162,
9,https://pbs.twimg.com/profile_images/730002379991592960/8JdcGN8I_bigger.jpg,MALE,PeterTBD,https://twitter.com/PeterTBD,Peter RA ♥Palestina,154579091,1493336700058,https://twitter.com/PeterTBD/status/857392391065657344,,2017-04-27T23:45:04Z,,twitter.com,,NL,,"Laarbeek, Nederland",SOURCE_LOCATION,Netherlands,2750405,"52.37403,4.88969",,dvgZ9M_JxOK7D4gp3MSozJb_VuY,857392391065657344,,,,,SOURCE_TASK,nl,2017-04-27T23:45:04Z,2.0,,"Wereldwijd verkeren nog 65miljoen #vluchtelingen in ernstige nood, maar COA Nederland sluit 45% van de opvangcentra wegens minder behoefte!",True,50DkCPotCmmtA0vrcoz6h5txf8Q,TEXT,139,,326,,https://twitter.com/PeterTBD/status/857392391065657344,,2017-04-27T00:34:10Z,False,,,https://twitter.com/PeterTBD/status/857392391065657344,NEUTRAL,1493336704119000215,39558,,,,,,,,,,,NONE,4.0,twitter.com,['#G0YTWiryNleW5W4IWx2LALoQzdE'],xHNyd5kgUuXu1bGuREJGD4ALQho,352668,2010-06-11T09:43:00Z,2017-04-18T21:19:22Z,"<p>1 Indo dus Allochtoon 2 EU 3 NL <a href=""https://twitter.com/StVluchteling"" rel=""nofollow"">@<b>StVluchteling</b></a> <a href=""https://twitter.com/TFBoulevard"" rel=""nofollow"">@<b>TFBoulevard</b></a> <a href=""https://twitter.com/OpenCoffeeGBL"" rel=""nofollow"">@<b>OpenCoffeeGBL</b></a> <a href=""https://twitter.com/hashtag/PPR?src=hash"">#<b>PPR</b></a> <a href=""https://twitter.com/groenlinks"" rel=""nofollow"">@<b>groenlinks</b></a> Wat nu? UIT de randstad. THUIS in Brabant <a href=""https://twitter.com/StopMoslimhaat"" rel=""nofollow"">@<b>StopMoslimhaat</b></a></p>",0,0,12170,1521,1456,PeterTBD,hNdH5TYNFUOBCkqazZ8IT8IxvS0,200,0,https://pbs.twimg.com/profile_images/730002379991592960/8JdcGN8I_400x400.jpg,0,2017-04-26T10:48:01Z,2017-04-27T23:45:02Z,2017-04-26T15:45:02Z,0,https://twitter.com/petertbd,"Laarbeek, Nederland",2017-04-27T23:56:26Z,29,29,['http://petertbd.nl'],twitter,MICROBLOG,https://twitter.com/petertbd,,DEFAULT,0,ADAPTIVE,0.0,Peter RA♥Palestina,115881456,0,False,['vluchtelingen'],POST,6.5.162,
